EVE,YEAR,DATE,FLIGHT,FLIGHT_C,V_LENGTH,TIMELINE,BOAT_CODE,WS_CODE,BOAT_LENGTH,BOAT_DIST,BOAT_DROP,DROP_POSITION,BOAT_VIOLATE,BOAT_VIOLATE_DROP
22_E133,2022,14-Aug-22,14AUG22_F03,14AUG22_F03_P3,451,416,14AUG22_F03_P3_0416_B01,14AUG22_F03_P3_0416_S01,10.221,5.713,5.713,tail,violate min dis,violate drop off
22_E134,2022,14-Aug-22,14AUG22_F03,14AUG22_F03_P3,451,24,14AUG22_F03_P3_0024_B01,14AUG22_F03_P3_0024_S01,10.465,7.118,N/A,N/A,violate min dis,no violate drop off
22_E135,2022,14-Aug-22,14AUG22_F03,14AUG22_F03_P3,451,106,14AUG22_F03_P3_0106_B01,14AUG22_F03_P3_0106_S01,9.978,1.176,N/A,N/A,violate min dis,no violate drop off
22_E135,2022,14-Aug-22,14AUG22_F03,14AUG22_F03_P3,451,106,14AUG22_F03_P3_0106_B02,14AUG22_F03_P3_0106_S02,9.743,0.738,N/A,N/A,violate min dis,no violate drop off
22_E135,2022,14-Aug-22,14AUG22_F03,14AUG22_F03_P3,451,106,14AUG22_F03_P3_0106_B02,14AUG22_F03_P3_0106_S03,9.743,6.77,N/A,N/A,violate min dis,no violate drop off
22_E138,2022,14-Aug-22,14AUG22_F03,14AUG22_F03_P3,451,339,14AUG22_F03_P3_0339_B01,14AUG22_F03_P3_0339_S01,8.849,4.948,N/A,N/A,violate min dis,no violate drop off
22_E139,2022,14-Aug-22,14AUG22_F03,14AUG22_F03_P3,451,420,14AUG22_F03_P3_0420_B01,14AUG22_F03_P3_0339_S01,9.486,3.03,N/A,N/A,violate min dis,no violate drop off
22_E140,2022,14-Aug-22,14AUG22_F03,14AUG22_F03_P3,451,437,14AUG22_F03_P3_0437_B01,14AUG22_F03_P3_0437_S01,9.569,8.026,N/A,N/A,violate min dis,no violate drop off
22_E141,2022,14-Aug-22,14AUG22_F03,14AUG22_F03_P4,29,20,14AUG22_F03_P4_0020_B01,14AUG22_F03_P4_0020_S01,9.616,4.252,N/A,N/A,violate min dis,no violate drop off
22_E142,2022,14-Aug-22,14AUG22_F04,14AUG22_F04_P1,451,108,14AUG22_F04_P1_0108_B01,14AUG22_F04_P1_0108_S01,9.159,1.426,1.426,side,violate min dis,violate drop off
22_E143,2022,14-Aug-22,14AUG22_F04,14AUG22_F04_P1,451,154,14AUG22_F04_P1_0154_B01,14AUG22_F04_P1_0154_S01,9.159,7.436,N/A,N/A,violate min dis,no violate drop off
22_E143,2022,14-Aug-22,14AUG22_F04,14AUG22_F04_P1,451,154,14AUG22_F04_P1_0154_B02,14AUG22_F04_P1_0154_S01,10.137,19.046,19.046,head,no violate min dis,violate drop off
22_E144,2022,14-Aug-22,14AUG22_F04,14AUG22_F04_P1,451,247,14AUG22_F04_P1_0247_B01,14AUG22_F04_P1_0247_S01,9.932,21.081,21.081,head,no violate min dis,violate drop off
22_E146,2022,14-Aug-22,14AUG22_F04,14AUG22_F04_P2,451,334,14AUG22_F04_P2_0334_G01,14AUG22_F04_P2_0334_S01,8.95,10.735,10.735,head,no violate min dis,violate drop off
22_E148,2022,14-Aug-22,14AUG22_F04,14AUG22_F04_P3,451,312,14AUG22_F04_P3_0312_G01,14AUG22_F04_P3_0312_S01,10.483,19.423,19.423,tail,no violate min dis,violate drop off
22_E150,2022,14-Aug-22,14AUG22_F05,14AUG22_F05_P1,451,213,14AUG22_F05_P1_0213_B01,14AUG22_F05_P1_0213_S01,7.835,21.857,21.857,head,no violate min dis,violate drop off
22_E152,2022,14-Aug-22,14AUG22_F05,14AUG22_F05_P3,451,115,14AUG22_F05_P3_0115_B01,14AUG22_F05_P3_0115_S01,10.794,24.716,24.716,head,no violate min dis,violate drop off
22_E156,2022,15-Aug-22,15AUG22_F01,15AUG22_F01_P1,451,127,15AUG22_F01_P1_0127_B01,15AUG22_F01_P1_0127_S01,9.852,10.059,10.059,head,no violate min dis,violate drop off
22_E157,2022,15-Aug-22,15AUG22_F01,15AUG22_F01_P1,451,205,15AUG22_F01_P1_0205_B01,15AUG22_F01_P1_0205_S01,9.144,10.31,10.31,head,no violate min dis,violate drop off
22_E157,2022,15-Aug-22,15AUG22_F01,15AUG22_F01_P1,451,205,15AUG22_F01_P1_0205_B02,15AUG22_F01_P1_0205_S02,9.983,3.423,3.423,side,violate min dis,violate drop off
22_E159,2022,15-Aug-22,15AUG22_F01,15AUG22_F01_P2,451,132,15AUG22_F01_P2_0132_B01,15AUG22_F01_P2_0132_S02,10.026,0.999,N/A,N/A,violate min dis,no violate drop off
22_E159,2022,15-Aug-22,15AUG22_F01,15AUG22_F01_P2,451,132,15AUG22_F01_P2_0132_B03,15AUG22_F01_P2_0132_S01,10.601,11.678,11.678,head,no violate min dis,violate drop off
22_E160,2022,15-Aug-22,15AUG22_F01,15AUG22_F01_P2,451,158,15AUG22_F01_P2_0158_B01,15AUG22_F01_P2_0158_S01,10.63,3.871,N/A,N/A,violate min dis,no violate drop off
22_E163,2022,15-Aug-22,15AUG22_F01,15AUG22_F01_P3,451,121,15AUG22_F01_P3_0121_B04,15AUG22_F01_P3_0121_S02,9.629,14.476,14.476,head,no violate min dis,violate drop off
22_E165,2022,15-Aug-22,15AUG22_F01,15AUG22_F01_P3,451,230,15AUG22_F01_P3_0230_B02,15AUG22_F01_P3_0230_S01,9.023,4.586,N/A,N/A,violate min dis,no violate drop off
22_E166,2022,15-Aug-22,15AUG22_F01,15AUG22_F01_P3,451,428,15AUG22_F01_P3_0428_B02,15AUG22_F01_P3_0428_S02,10.492,7.17,N/A,N/A,violate min dis,no violate drop off
22_E166,2022,15-Aug-22,15AUG22_F01,15AUG22_F01_P3,451,428,15AUG22_F01_P3_0428_B03,15AUG22_F01_P3_0428_S02,9.144,6.285,N/A,N/A,violate min dis,no violate drop off
22_E167,2022,15-Aug-22,15AUG22_F01,15AUG22_F01_P4,451,5,15AUG22_F01_P4_0005_B01,15AUG22_F01_P4_0005_S01,10.154,5.157,N/A,N/A,violate min dis,no violate drop off
22_E167,2022,15-Aug-22,15AUG22_F01,15AUG22_F01_P4,451,5,15AUG22_F01_P4_0005_B02,15AUG22_F01_P4_0005_S03,10.2,10.232,10.232,head,no violate min dis,violate drop off
22_E167,2022,15-Aug-22,15AUG22_F01,15AUG22_F01_P4,451,5,15AUG22_F01_P4_0005_B04,15AUG22_F01_P4_0005_S02,9.49,4.018,N/A,N/A,violate min dis,no violate drop off
22_E168,2022,15-Aug-22,15AUG22_F01,15AUG22_F01_P4,451,24,15AUG22_F01_P4_0024_B02,15AUG22_F01_P4_0024_S02,9.937,4.745,N/A,N/A,violate min dis,no violate drop off
22_E168,2022,15-Aug-22,15AUG22_F01,15AUG22_F01_P4,451,24,15AUG22_F01_P4_0024_B03,15AUG22_F01_P4_0024_S03,8.783,3.98,N/A,N/A,violate min dis,no violate drop off
22_E171,2022,15-Aug-22,15AUG22_F02,15AUG22_F02_P1,451,50,15AUG22_F02_P1_0050_B01,15AUG22_F02_P1_0050_S01,10.878,8.585,N/A,N/A,violate min dis,no violate drop off
22_E174,2022,15-Aug-22,15AUG22_F02,15AUG22_F02_P1,451,330,15AUG22_F02_P1_0330_B01,15AUG22_F02_P1_0330_S01,10.314,6.209,N/A,N/A,violate min dis,no violate drop off
22_E175,2022,15-Aug-22,15AUG22_F02,15AUG22_F02_P1,451,429,15AUG22_F02_P1_0429_B01,15AUG22_F02_P1_0429_S01,10.487,6.44,N/A,N/A,violate min dis,no violate drop off
22_E177,2022,15-Aug-22,15AUG22_F02,15AUG22_F02_P2,451,146,15AUG22_F02_P2_0146_B01,15AUG22_F02_P2_0146_S01,9.486,8.436,N/A,N/A,violate min dis,no violate drop off
22_E179,2022,15-Aug-22,15AUG22_F02,15AUG22_F02_P2,451,417,15AUG22_F02_P2_0417_B01,15AUG22_F02_P2_0417_S03,9.505,10.492,10.492,head,no violate min dis,violate drop off
22_E180,2022,15-Aug-22,15AUG22_F02,15AUG22_F02_P3,451,10,15AUG22_F02_P3_0010_B01,15AUG22_F02_P3_0010_S01,10.396,6.641,N/A,N/A,violate min dis,no violate drop off
22_E180,2022,15-Aug-22,15AUG22_F02,15AUG22_F02_P3,451,10,15AUG22_F02_P3_0010_B02,15AUG22_F02_P3_0010_S02,10.193,3.364,N/A,N/A,violate min dis,no violate drop off
22_E181,2022,15-Aug-22,15AUG22_F02,15AUG22_F02_P3,451,43,15AUG22_F02_P3_0043_B01,15AUG22_F02_P3_0043_S01,10.698,0,N/A,N/A,violate min dis,no violate drop off
22_E181,2022,15-Aug-22,15AUG22_F02,15AUG22_F02_P3,451,43,15AUG22_F02_P3_0043_B02,15AUG22_F02_P3_0043_S02,9.595,7.915,N/A,N/A,violate min dis,no violate drop off
22_E182,2022,15-Aug-22,15AUG22_F02,15AUG22_F02_P3,451,144,15AUG22_F02_P3_0144_B01,15AUG22_F02_P3_0144_S02,8.842,8.716,N/A,N/A,violate min dis,no violate drop off
22_E182,2022,15-Aug-22,15AUG22_F02,15AUG22_F02_P3,451,144,15AUG22_F02_P3_0144_B02,15AUG22_F02_P3_0144_S04,9.62,5.537,N/A,N/A,violate min dis,no violate drop off
22_E182,2022,15-Aug-22,15AUG22_F02,15AUG22_F02_P3,451,144,15AUG22_F02_P3_0144_B05,15AUG22_F02_P3_0144_S04,10.429,6.319,N/A,N/A,violate min dis,no violate drop off
22_E182,2022,15-Aug-22,15AUG22_F02,15AUG22_F02_P3,451,144,15AUG22_F02_P3_0144_B03,15AUG22_F02_P3_0144_S01,9.551,6.659,N/A,N/A,violate min dis,no violate drop off
22_E182,2022,15-Aug-22,15AUG22_F02,15AUG22_F02_P3,451,144,15AUG22_F02_P3_0144_B04,15AUG22_F02_P3_0144_S01,10.057,5.794,N/A,N/A,violate min dis,no violate drop off
22_E183,2022,15-Aug-22,15AUG22_F02,15AUG22_F02_P3,451,219,15AUG22_F02_P3_0219_B01,15AUG22_F02_P3_0219_S03,10.604,0,N/A,N/A,violate min dis,no violate drop off
22_E183,2022,15-Aug-22,15AUG22_F02,15AUG22_F02_P3,451,219,15AUG22_F02_P3_0219_B02,15AUG22_F02_P3_0219_S04,10.914,6.714,N/A,N/A,violate min dis,no violate drop off
22_E187,2022,15-Aug-22,15AUG22_F02,15AUG22_F02_P3,451,437,15AUG22_F02_P3_0437_B01,15AUG22_F02_P3_0437_S01,8.703,6.973,6.973,head,violate min dis,violate drop off
22_E189,2022,15-Aug-22,15AUG22_F03,15AUG22_F03_P1,451,56,15AUG22_F03_P1_0056_B01,15AUG22_F03_P1_0056_S02,11.108,8.145,N/A,N/A,violate min dis,no violate drop off
22_E190,2022,15-Aug-22,15AUG22_F03,15AUG22_F03_P1,451,148,15AUG22_F03_P1_0148_B01,15AUG22_F03_P1_0148_S02,10.069,9.406,N/A,N/A,violate min dis,no violate drop off
22_E192,2022,15-Aug-22,15AUG22_F03,15AUG22_F03_P1,451,259,15AUG22_F03_P1_0259_B01,15AUG22_F03_P1_0259_S01,13.025,6.49,N/A,N/A,violate min dis,no violate drop off
22_E192,2022,15-Aug-22,15AUG22_F03,15AUG22_F03_P1,451,259,15AUG22_F03_P1_0259_B02,15AUG22_F03_P1_0259_S01,11.793,9.465,N/A,N/A,violate min dis,no violate drop off
22_E193,2022,15-Aug-22,15AUG22_F03,15AUG22_F03_P1,451,351,15AUG22_F03_P1_0351_B01,15AUG22_F03_P1_0351_S01,5.418,2.946,N/A,N/A,violate min dis,no violate drop off
22_E194,2022,15-Aug-22,15AUG22_F04,15AUG22_F04_P1,451,19,15AUG22_F04_P1_0019_B01,15AUG22_F04_P1_0019_S01,9.504,6.649,N/A,N/A,violate min dis,no violate drop off
22_E195,2022,15-Aug-22,15AUG22_F04,15AUG22_F04_P1,451,58,15AUG22_F04_P1_0058_B01,15AUG22_F04_P1_0058_S01,8.642,8.329,N/A,N/A,violate min dis,no violate drop off
22_E196,2022,15-Aug-22,15AUG22_F04,15AUG22_F04_P1,451,158,15AUG22_F04_P1_0158_B02,15AUG22_F04_P1_0158_S01,8.476,5.046,N/A,N/A,violate min dis,no violate drop off
22_E196,2022,15-Aug-22,15AUG22_F04,15AUG22_F04_P1,451,158,15AUG22_F04_P1_0158_B01,15AUG22_F04_P1_0158_S01,6.198,7.301,7.301,head,no violate min dis,violate drop off
22_E197,2022,15-Aug-22,15AUG22_F04,15AUG22_F04_P1,451,220,15AUG22_F04_P1_0220_B01,15AUG22_F04_P1_0220_S01,7.407,3.376,N/A,N/A,violate min dis,no violate drop off
22_E198,2022,15-Aug-22,15AUG22_F04,15AUG22_F04_P1,451,220,15AUG22_F04_P1_0220_B02,15AUG22_F04_P1_0220_S01,6.648,10.233,10.233,head,no violate min dis,violate drop off
22_E199,2022,15-Aug-22,15AUG22_F04,15AUG22_F04_P1,451,327,15AUG22_F04_P1_0327_B02,15AUG22_F04_P1_0327_S01,8.901,6.716,N/A,N/A,violate min dis,no violate drop off
22_E200,2022,15-Aug-22,15AUG22_F04,15AUG22_F04_P1,451,445,15AUG22_F04_P1_0445_B01,15AUG22_F04_P1_0445_S01,8.815,14.063,14.063,head,no violate min dis,violate drop off
22_E201,2022,15-Aug-22,15AUG22_F04,15AUG22_F04_P2,451,15,15AUG22_F04_P2_0015_B01,15AUG22_F04_P2_0015_S01,9.593,19.504,19.504,side,no violate min dis,violate drop off
22_E201,2022,15-Aug-22,15AUG22_F04,15AUG22_F04_P2,451,15,15AUG22_F04_P2_0015_B02,15AUG22_F04_P2_0015_S01,8.277,1.829,N/A,N/A,violate min dis,no violate drop off
22_E204,2022,15-Aug-22,15AUG22_F04,15AUG22_F04_P2,451,255,15AUG22_F04_P2_0255_B01,15AUG22_F04_P2_0255_S01,9.777,14.603,14.603,side,no violate min dis,violate drop off
22_E206,2022,15-Aug-22,15AUG22_F04,15AUG22_F04_P2,451,427,15AUG22_F04_P2_0427_B01,15AUG22_F04_P2_0427_S01,10.992,10.329,N/A,N/A,violate min dis,no violate drop off
22_E206,2022,15-Aug-22,15AUG22_F04,15AUG22_F04_P2,451,427,15AUG22_F04_P2_0427_B02,15AUG22_F04_P2_0427_S01,9.648,9.221,N/A,N/A,violate min dis,no violate drop off
22_E208,2022,15-Aug-22,15AUG22_F04,15AUG22_F04_P3,451,116,15AUG22_F04_P3_0116_B01,15AUG22_F04_P3_0116_S01,9.928,24.468,24.468,side,no violate min dis,violate drop off
22_E208,2022,15-Aug-22,15AUG22_F04,15AUG22_F04_P3,451,116,15AUG22_F04_P3_0116_B02,15AUG22_F04_P3_0116_S03,12.404,5.684,5.684,side,violate min dis,violate drop off
22_E209,2022,15-Aug-22,15AUG22_F04,15AUG22_F04_P3,451,134,15AUG22_F04_P3_0134_B01,15AUG22_F04_P3_0134_S01,13.821,12.557,N/A,N/A,violate min dis,no violate drop off
22_E209,2022,15-Aug-22,15AUG22_F04,15AUG22_F04_P3,451,134,15AUG22_F04_P3_0134_B02,15AUG22_F04_P3_0134_S01,14.49,7.327,N/A,N/A,violate min dis,no violate drop off
22_E209,2022,15-Aug-22,15AUG22_F04,15AUG22_F04_P3,451,134,15AUG22_F04_P3_0134_B03,15AUG22_F04_P3_0134_S02,12.791,11.587,11.587,head,violate min dis,violate drop off
22_E210,2022,15-Aug-22,15AUG22_F04,15AUG22_F04_P3,451,207,15AUG22_F04_P3_0207_B01,15AUG22_F04_P3_0207_S02,11.84,3.074,N/A,N/A,violate min dis,no violate drop off
22_E211,2022,15-Aug-22,15AUG22_F04,15AUG22_F04_P3,451,308,15AUG22_F04_P3_0308_B01,15AUG22_F04_P3_0308_S01,8.147,3.589,3.589,head,violate min dis,violate drop off
22_E216,2022,15-Aug-22,15AUG22_F05,15AUG22_F05_P1,451,217,15AUG22_F05_P1_0217_B01,15AUG22_F05_P1_0217_S01,10.177,16.937,16.937,head,no violate min dis,violate drop off
22_E217,2022,15-Aug-22,15AUG22_F05,15AUG22_F05_P1,451,252,15AUG22_F05_P1_0252_B01,15AUG22_F05_P1_0252_S01,9.062,8.524,N/A,N/A,violate min dis,no violate drop off
22_E217,2022,15-Aug-22,15AUG22_F05,15AUG22_F05_P1,451,252,15AUG22_F05_P1_0252_B02,15AUG22_F05_P1_0252_S01,8.908,15.234,15.234,head,no violate min dis,violate drop off
22_E218,2022,15-Aug-22,15AUG22_F05,15AUG22_F05_P1,451,324,15AUG22_F05_P1_0324_B01,15AUG22_F05_P1_0324_S01,10.429,4.114,N/A,N/A,violate min dis,no violate drop off
22_E218,2022,15-Aug-22,15AUG22_F05,15AUG22_F05_P1,451,324,15AUG22_F05_P1_0324_B02,15AUG22_F05_P1_0324_S01,11.393,6.818,N/A,N/A,violate min dis,no violate drop off
22_E219,2022,15-Aug-22,15AUG22_F05,15AUG22_F05_P1,451,436,15AUG22_F05_P1_0436_B01,15AUG22_F05_P1_0436_S01,10.68,3.31,N/A,N/A,violate min dis,no violate drop off
22_E219,2022,15-Aug-22,15AUG22_F05,15AUG22_F05_P1,451,436,15AUG22_F05_P1_0436_B02,15AUG22_F05_P1_0436_S01,9.194,6.957,N/A,N/A,violate min dis,no violate drop off
22_E220,2022,15-Aug-22,15AUG22_F05,15AUG22_F05_P2,451,17,15AUG22_F05_P2_0017_B01,15AUG22_F05_P2_0017_S01,11.393,7.664,N/A,N/A,violate min dis,no violate drop off
22_E220,2022,15-Aug-22,15AUG22_F05,15AUG22_F05_P2,451,17,15AUG22_F05_P2_0017_B02,15AUG22_F05_P2_0017_S01,10.227,2.634,N/A,N/A,violate min dis,no violate drop off
22_E221,2022,15-Aug-22,15AUG22_F05,15AUG22_F05_P2,451,51,15AUG22_F05_P2_0051_B01,15AUG22_F05_P2_0051_S01,9.422,10.864,10.864,side,no violate min dis,violate drop off
22_E222,2022,15-Aug-22,15AUG22_F05,15AUG22_F05_P2,451,150,15AUG22_F05_P2_0150_B01,15AUG22_F05_P2_0150_S01,10.573,2.08,N/A,N/A,violate min dis,no violate drop off
22_E225,2022,15-Aug-22,15AUG22_F05,15AUG22_F05_P2,451,438,15AUG22_F05_P2_0438_B01,15AUG22_F05_P2_0438_S01,10.221,8.252,N/A,N/A,violate min dis,no violate drop off
22_E228,2022,15-Aug-22,15AUG22_F05,15AUG22_F05_P3,451,214,15AUG22_F05_P3_0214_B01,15AUG22_F05_P3_0214_S01,10.451,7.385,N/A,N/A,violate min dis,no violate drop off
22_E228,2022,15-Aug-22,15AUG22_F05,15AUG22_F05_P3,451,214,15AUG22_F05_P3_0214_B03,15AUG22_F05_P3_0214_S02,10.805,9.966,N/A,N/A,violate min dis,no violate drop off
22_E228,2022,15-Aug-22,15AUG22_F05,15AUG22_F05_P3,451,214,15AUG22_F05_P3_0214_B04,15AUG22_F05_P3_0214_S02,11.113,10.264,N/A,N/A,violate min dis,no violate drop off
22_E229,2022,15-Aug-22,15AUG22_F05,15AUG22_F05_P3,451,322,15AUG22_F05_P3_0322_B01,15AUG22_F05_P3_0322_S01,10.481,11.441,11.441,head,no violate min dis,violate drop off
22_E229,2022,15-Aug-22,15AUG22_F05,15AUG22_F05_P3,451,322,15AUG22_F05_P3_0322_B02,15AUG22_F05_P3_0322_S01,8.922,18.895,18.895,head,no violate min dis,violate drop off
22_E233,2022,15-Aug-22,15AUG22_F06,15AUG22_F06_P1,451,205,15AUG22_F06_P1_0205_B01,15AUG22_F06_P1_0205_S01,11.237,8.477,N/A,N/A,violate min dis,no violate drop off
22_E233,2022,15-Aug-22,15AUG22_F06,15AUG22_F06_P1,451,205,15AUG22_F06_P1_0205_B02,15AUG22_F06_P1_0205_S02,10.636,5.964,N/A,N/A,violate min dis,no violate drop off
22_E237,2022,15-Aug-22,15AUG22_F06,15AUG22_F06_P2,451,434,15AUG22_F06_P2_0434_B01,15AUG22_F06_P2_0434_S01,9.349,8.317,N/A,N/A,violate min dis,no violate drop off
22_E239,2022,15-Aug-22,15AUG22_F06,15AUG22_F06_P3,451,136,15AUG22_F06_P3_0136_B01,15AUG22_F06_P3_0136_S01,9.425,8.943,N/A,N/A,violate min dis,no violate drop off
22_E241,2022,15-Aug-22,15AUG22_F06,15AUG22_F06_P3,451,352,15AUG22_F06_P3_0352_B02,15AUG22_F06_P3_0352_S02,9.833,2.156,2.156,tail,violate min dis,violate drop off
22_E241,2022,15-Aug-22,15AUG22_F06,15AUG22_F06_P3,451,352,15AUG22_F06_P3_0352_B03,15AUG22_F06_P3_0352_S02,9.846,6.213,N/A,N/A,violate min dis,no violate drop off
22_E241,2022,15-Aug-22,15AUG22_F06,15AUG22_F06_P3,451,352,15AUG22_F06_P3_0352_B04,15AUG22_F06_P3_0352_S02,10.539,11.375,11.375,head,no violate min dis,violate drop off
22_E242,2022,15-Aug-22,15AUG22_F06,15AUG22_F06_P3,451,449,15AUG22_F06_P3_0449_B01,15AUG22_F06_P3_0449_S01,9.074,7.799,N/A,N/A,violate min dis,no violate drop off
22_E242,2022,15-Aug-22,15AUG22_F06,15AUG22_F06_P3,451,449,15AUG22_F06_P3_0449_B01,15AUG22_F06_P3_0449_S02,9.074,5.09,N/A,N/A,violate min dis,no violate drop off
22_E243,2022,15-Aug-22,15AUG22_F07,15AUG22_F07_P3,451,14,15AUG22_F07_P3_0014_B01,15AUG22_F07_P3_0014_S01,8.852,5.043,N/A,N/A,violate min dis,no violate drop off
22_E243,2022,15-Aug-22,15AUG22_F07,15AUG22_F07_P3,451,14,15AUG22_F07_P3_0014_B02,15AUG22_F07_P3_0014_S01,8.687,6.086,N/A,N/A,violate min dis,no violate drop off
22_E243,2022,15-Aug-22,15AUG22_F07,15AUG22_F07_P3,451,14,15AUG22_F07_P3_0014_B02,15AUG22_F07_P3_0014_S02,8.687,4.119,N/A,N/A,violate min dis,no violate drop off
22_E244,2022,15-Aug-22,15AUG22_F07,15AUG22_F07_P3,451,201,15AUG22_F07_P3_0201_B01,15AUG22_F07_P3_0201_S01,8.806,5.492,N/A,N/A,violate min dis,no violate drop off
22_E246,2022,15-Aug-22,15AUG22_F07,15AUG22_F07_P3,451,425,15AUG22_F07_P3_0425_B01,15AUG22_F07_P3_0425_S01,9.349,8.416,N/A,N/A,violate min dis,no violate drop off
22_E247,2022,15-Aug-22,15AUG22_F07,15AUG22_F07_P4,29,8,15AUG22_F07_P4_0008_B01,15AUG22_F07_P4_0008_S02,8.59,8.751,N/A,N/A,no violate min dis,no violate drop off
22_E247,2022,15-Aug-22,15AUG22_F07,15AUG22_F07_P4,29,8,15AUG22_F07_P4_0008_B02,15AUG22_F07_P4_0008_S03,11.406,5.841,N/A,N/A,violate min dis,no violate drop off
22_E253,2022,15-Aug-22,15AUG22_F09,15AUG22_F09_P3,451,227,15AUG22_F09_P3_0227_B01,15AUG22_F09_P3_0227_S01,9.278,7.611,N/A,N/A,violate min dis,no violate drop off
22_E254,2022,15-Aug-22,15AUG22_F09,15AUG22_F09_P4,451,13,15AUG22_F09_P4_0013_B01,15AUG22_F09_P4_0013_S01,8.895,9.765,N/A,N/A,no violate min dis,no violate drop off
22_E255,2022,16-Aug-22,16AUG22_F01,16AUG22_F01_P1,451,30,16AUG22_F01_P1_0030_B01,16AUG22_F01_P1_0030_S01,12.041,10.391,N/A,N/A,violate min dis,no violate drop off
22_E256,2022,16-Aug-22,16AUG22_F01,16AUG22_F01_P1,451,56,16AUG22_F01_P1_0056_B01,16AUG22_F01_P1_0056_S01,10.038,7.231,N/A,N/A,violate min dis,no violate drop off
22_E256,2022,16-Aug-22,16AUG22_F01,16AUG22_F01_P1,451,56,16AUG22_F01_P1_0056_B02,16AUG22_F01_P1_0056_S02,11.94,5.985,N/A,N/A,violate min dis,no violate drop off
22_E257,2022,16-Aug-22,16AUG22_F01,16AUG22_F01_P1,451,221,16AUG22_F01_P1_0221_B02,16AUG22_F01_P1_0221_S03,9.627,3.125,N/A,N/A,violate min dis,no violate drop off
22_E260,2022,16-Aug-22,16AUG22_F01,16AUG22_F01_P2,451,222,16AUG22_F01_P2_0222_B01,16AUG22_F01_P2_0222_S01,10.429,8.926,N/A,N/A,violate min dis,no violate drop off
22_E261,2022,16-Aug-22,16AUG22_F01,16AUG22_F01_P2,451,302,16AUG22_F01_P2_0302_B01,16AUG22_F01_P2_0302_S01,10.429,8.148,N/A,N/A,violate min dis,no violate drop off
22_E262,2022,16-Aug-22,16AUG22_F01,16AUG22_F01_P2,451,417,16AUG22_F01_P2_0417_B01,16AUG22_F01_P2_0417_S03,12.118,11.667,N/A,N/A,violate min dis,no violate drop off
22_E263,2022,16-Aug-22,16AUG22_F01,16AUG22_F01_P2,451,447,16AUG22_F01_P2_0447_B01,16AUG22_F01_P2_0447_S05,9.53,1.412,N/A,N/A,violate min dis,no violate drop off
22_E264,2022,16-Aug-22,16AUG22_F01,16AUG22_F01_P3,451,21,16AUG22_F01_P3_0021_B01,16AUG22_F01_P3_0021_S02,10.245,9.808,N/A,N/A,violate min dis,no violate drop off
22_E264,2022,16-Aug-22,16AUG22_F01,16AUG22_F01_P3,451,21,16AUG22_F01_P3_0021_B02,16AUG22_F01_P3_0021_S02,10.847,8.648,N/A,N/A,violate min dis,no violate drop off
22_E266,2022,16-Aug-22,16AUG22_F01,16AUG22_F01_P3,451,232,16AUG22_F01_P3_0232_B01,16AUG22_F01_P3_0232_S03,10.907,5.656,N/A,N/A,violate min dis,no violate drop off
22_E266,2022,16-Aug-22,16AUG22_F01,16AUG22_F01_P3,451,232,16AUG22_F01_P3_0232_B02,16AUG22_F01_P3_0232_S04,9.967,8.13,N/A,N/A,violate min dis,no violate drop off
22_E266,2022,16-Aug-22,16AUG22_F01,16AUG22_F01_P3,451,232,16AUG22_F01_P3_0232_B03,16AUG22_F01_P3_0232_S08,10.351,6.667,N/A,N/A,violate min dis,no violate drop off
22_E266,2022,16-Aug-22,16AUG22_F01,16AUG22_F01_P3,451,232,16AUG22_F01_P3_0232_B04,16AUG22_F01_P3_0232_S08,11.145,5.824,N/A,N/A,violate min dis,no violate drop off
22_E266,2022,16-Aug-22,16AUG22_F01,16AUG22_F01_P3,451,232,16AUG22_F01_P3_0232_B05,16AUG22_F01_P3_0232_S07,9.634,6.628,N/A,N/A,violate min dis,no violate drop off
22_E267,2022,16-Aug-22,16AUG22_F01,16AUG22_F01_P3,451,322,16AUG22_F01_P3_0322_B02,16AUG22_F01_P3_0322_S02,10.246,5.009,N/A,N/A,violate min dis,no violate drop off
22_E267,2022,16-Aug-22,16AUG22_F01,16AUG22_F01_P3,451,322,16AUG22_F01_P3_0322_B02,16AUG22_F01_P3_0322_S03,10.246,5.905,N/A,N/A,violate min dis,no violate drop off
22_E268,2022,16-Aug-22,16AUG22_F01,16AUG22_F01_P3,451,420,16AUG22_F01_P3_0420_B01,16AUG22_F01_P3_0420_S02,10.204,5.386,N/A,N/A,violate min dis,no violate drop off
22_E268,2022,16-Aug-22,16AUG22_F01,16AUG22_F01_P3,451,420,16AUG22_F01_P3_0420_B02,16AUG22_F01_P3_0420_S03,10.521,4.813,N/A,N/A,violate min dis,no violate drop off
22_E268,2022,16-Aug-22,16AUG22_F01,16AUG22_F01_P3,451,420,16AUG22_F01_P3_0420_B02,16AUG22_F01_P3_0420_S04,10.521,7.93,N/A,N/A,violate min dis,no violate drop off
22_E269,2022,16-Aug-22,16AUG22_F01,16AUG22_F01_P4,29,13,16AUG22_F01_P4_0013_B01,16AUG22_F01_P4_0013_S03,10.919,7.617,N/A,N/A,violate min dis,no violate drop off
22_E269,2022,16-Aug-22,16AUG22_F01,16AUG22_F01_P4,29,13,16AUG22_F01_P4_0013_B02,16AUG22_F01_P4_0013_S04,10.615,4.575,N/A,N/A,violate min dis,no violate drop off
