EVE,YEAR,DATE,FLIGHT,V_LENGTH,TIMELINE,SWIM_CODE,WS_CODE,G_NO_SWIM,H_OR_T,SWIM_DIST,NO_TOUCHING,SWIM_VIOLATION
E213,2016,27AUG27,27AUG16093302301,0922,0055,27AUG16093302301_0055_G2,27AUG16093302301_0055_S22,3,tail,2.451,0,violate
E213,2016,27AUG27,27AUG16093302301,0922,0055,27AUG16093302301_0055_G3,27AUG16093302301_0055_S23,3,head,2.605,0,violate
E214,2016,27AUG27,27AUG16093302301,0922,0140,27AUG16093302301_0140_G1,27AUG16093302301_0140_S6,3,head,0.896,0,violate
E214,2016,27AUG27,27AUG16093302301,0922,0140,27AUG16093302301_0140_G2,27AUG16093302301_0140_S7,3,head,4.425,0,violate
E215,2016,27AUG27,27AUG16093302301,0922,0214,27AUG16093302301_0214_G1,27AUG16093302301_0214_S19,3,head,3.353,0,violate
E215,2016,27AUG27,27AUG16093302301,0922,0214,27AUG16093302301_0214_G2,27AUG16093302301_0214_S20,3,head,2.762,0,violate
E215,2016,27AUG27,27AUG16093302301,0922,0214,27AUG16093302301_0214_G3,27AUG16093302301_0214_S21,3,tail,1.58,0,violate
E216,2016,27AUG27,27AUG16093302301,0922,0244,27AUG16093302301_0244_G1,27AUG16093302301_0244_S12,3,head,0.513,0,violate
E216,2016,27AUG27,27AUG16093302301,0922,0244,27AUG16093302301_0244_G2,27AUG16093302301_0244_S13,3,head,0.781,0,violate
E217,2016,27AUG27,27AUG16093302301,0922,0400,27AUG16093302301_0400_G1,27AUG16093302301_0400_S21,3,head,3.716,0,violate
E217,2016,27AUG27,27AUG16093302301,0922,0400,27AUG16093302301_0400_G2,27AUG16093302301_0400_S22,3,head,3.996,0,violate
E217,2016,27AUG27,27AUG16093302301,0922,0400,27AUG16093302301_0400_G3,27AUG16093302301_0400_S23,3,tail,2.367,0,violate
E218,2016,27AUG27,27AUG16093302301,0922,0509,27AUG16093302301_0509_G1,27AUG16093302301_0509_S21,3,head,1.651,0,violate
E218,2016,27AUG27,27AUG16093302301,0922,0509,27AUG16093302301_0509_G2,27AUG16093302301_0509_S22,3,head,1.386,0,violate
E219,2016,27AUG27,27AUG16093302301,0922,0549,27AUG16093302301_0549_G1,27AUG16093302301_0549_S16,3,head,3.508,0,violate
E219,2016,27AUG27,27AUG16093302301,0922,0549,27AUG16093302301_0549_G2,27AUG16093302301_0549_S4,3,tail,1.876,0,violate
E220,2016,27AUG27,27AUG16093302301,0922,0656,27AUG16093302301_0656_G1,27AUG16093302301_0656_S18,3,head,0.869,0,violate
E220,2016,27AUG27,27AUG16093302301,0922,0656,27AUG16093302301_0656_G2,27AUG16093302301_0656_S19,3,head,1.72,0,violate
E220,2016,27AUG27,27AUG16093302301,0922,0656,27AUG16093302301_0656_G3,27AUG16093302301_0656_S20,3,tail,0.973,0,violate
E221,2016,27AUG27,27AUG16093302301,0922,0743,27AUG16093302301_0743_G1,27AUG16093302301_0743_S14,3,head,3.142,0,violate
E221,2016,27AUG27,27AUG16093302301,0922,0743,27AUG16093302301_0743_G2,27AUG16093302301_0743_S12,3,head,4.144,0,violate
E222,2016,27AUG27,27AUG16093302301,0922,0854,27AUG16093302301_0854_G1,27AUG16093302301_0854_S13,3,head,3.613,0,violate
E222,2016,27AUG27,27AUG16093302301,0922,0854,27AUG16093302301_0854_G2,27AUG16093302301_0854_S15,3,head,2.014,0,violate
E222,2016,27AUG27,27AUG16093302301,0922,0854,27AUG16093302301_0854_G3,27AUG16093302301_0854_S20,3,tail,3.458,0,violate
E223,2016,27AUG27,27AUG16093302302,0608,0107,27AUG16093302302_0107_G1,27AUG16093302302_0107_S13,3,tail,3.056,0,violate
E224,2016,27AUG27,27AUG16093302302,0608,0138,27AUG16093302302_0138_G1,27AUG16093302302_0138_S10,3,tail,4.151,0,violate
E224,2016,27AUG27,27AUG16093302302,0608,0138,27AUG16093302302_0138_G2,27AUG16093302302_0138_S11,3,head,2.783,0,violate
E225,2016,27AUG27,27AUG16093302302,0608,0229,27AUG16093302302_0229_G1,27AUG16093302302_0229_S10,3,head,0.55,0,violate
E225,2016,27AUG27,27AUG16093302302,0608,0229,27AUG16093302302_0229_G2,27AUG16093302302_0229_S11,3,head,0.735,0,violate
E225,2016,27AUG27,27AUG16093302302,0608,0229,27AUG16093302302_0229_G3,27AUG16093302302_0229_S12,3,head,1.388,0,violate
E225,2016,27AUG27,27AUG16093302302,0608,0229,27AUG16093302302_0229_G4,27AUG16093302302_0229_S13,3,head,1.629,0,violate
E226,2016,27AUG27,27AUG16100602401,0921,0126,27AUG16100602401_0126_G1,27AUG16100602401_0126_S4,3,head,3.451,0,violate
E227,2016,27AUG27,27AUG16100602401,0921,0154,27AUG16100602401_0154_G1,27AUG16100602401_0154_S7,3,head,2.612,0,violate
E228,2016,27AUG27,27AUG16100602401,0921,0346,27AUG16100602401_0346_G1,27AUG16100602401_0346_S5,3,head,4.198,0,violate
E229,2016,27AUG27,27AUG16100602401,0921,0512,27AUG16100602401_0512_G1,27AUG16100602401_0512_S8,3,head,3.981,0,violate
E229,2016,27AUG27,27AUG16100602401,0921,0512,27AUG16100602401_0512_G2,27AUG16100602401_0512_S9,3,head,4.231,0,violate
E230,2016,27AUG27,27AUG16100602401,0921,0621,27AUG16100602401_0621_G1,27AUG16100602401_0621_S16,3,head,4.45,0,violate
E230,2016,27AUG27,27AUG16100602401,0921,0621,27AUG16100602401_0621_G2,27AUG16100602401_0621_S17,3,head,1.517,0,violate
E230,2016,27AUG27,27AUG16100602401,0921,0621,27AUG16100602401_0621_G3,27AUG16100602401_0621_S18,3,head,1.164,0,violate
E231,2016,27AUG27,27AUG16100602401,0921,0816,27AUG16100602401_0816_G1,27AUG16100602401_0816_S5,3,head,4.498,0,violate
E231,2016,27AUG27,27AUG16100602401,0921,0816,27AUG16100602401_0816_G2,27AUG16100602401_0816_S6,3,tail,2.519,0,violate
E231,2016,27AUG27,27AUG16100602401,0921,0816,27AUG16100602401_0816_G3,27AUG16100602401_0816_S7,3,head,1.768,0,violate
E232,2016,27AUG27,27AUG16100602401,0921,0859,27AUG16100602401_0859_G1,27AUG16100602401_0816_S6,3,head,4.869,0,violate
E232,2016,27AUG27,27AUG16100602401,0921,0859,27AUG16100602401_0859_G2,27AUG16100602401_0816_S7,3,head,1.682,0,violate
E233,2016,27AUG27,27AUG16100602402,0600,0121,27AUG16100602402_0121_G1,27AUG16100602402_0121_S3,3,tail,1.329,0,violate
E234,2016,27AUG27,27AUG16100602402,0600,0239,27AUG16100602402_0239_G1,27AUG16100602402_0239_S8,3,head,3.868,0,violate
E234,2016,27AUG27,27AUG16100602402,0600,0239,27AUG16100602402_0239_G2,27AUG16100602402_0239_S9,3,tail,4.166,0,violate
E234,2016,27AUG27,27AUG16100602402,0600,0239,27AUG16100602402_0239_G3,27AUG16100602402_0239_S10,3,tail,2.059,0,violate
E235,2016,27AUG27,27AUG16104902501,0920,0123,27AUG16104902501_0123_G1,27AUG16104902501_0123_S10,3,head,4.488,0,violate
E235,2016,27AUG27,27AUG16104902501,0920,0123,27AUG16104902501_0123_G2,27AUG16104902501_0123_S11,3,head,3.083,0,violate
E235,2016,27AUG27,27AUG16104902501,0920,0123,27AUG16104902501_0123_G3,27AUG16104902501_0123_S12,3,head,1.709,0,violate
E236,2016,27AUG27,27AUG16104902501,0920,0154,27AUG16104902501_0154_G1,27AUG16104902501_0154_S10,3,head,2.896,0,violate
E236,2016,27AUG27,27AUG16104902501,0920,0154,27AUG16104902501_0154_G2,27AUG16104902501_0154_S11,3,head,4.781,0,violate
E237,2016,27AUG27,27AUG16104902501,0920,0301,27AUG16104902501_0301_G1,27AUG16104902501_0301_S12,3,head,2.827,0,violate
E237,2016,27AUG27,27AUG16104902501,0920,0301,27AUG16104902501_0301_G2,27AUG16104902501_0301_S13,3,head,2.193,0,violate
E238,2016,27AUG27,27AUG16104902501,0920,0514,27AUG16104902501_0514_G1,27AUG16104902501_0514_S9,3,head,3.336,0,violate
E238,2016,27AUG27,27AUG16104902501,0920,0514,27AUG16104902501_0514_G2,27AUG16104902501_0514_S10,3,head,0.951,0,violate
E238,2016,27AUG27,27AUG16104902501,0920,0514,27AUG16104902501_0514_G3,27AUG16104902501_0514_S11,3,head,3.259,0,violate
E239,2016,27AUG27,27AUG16104902501,0920,0618,27AUG16104902501_0618_G1,27AUG16104902501_0618_S12,3,head,3.777,0,violate
E239,2016,27AUG27,27AUG16104902501,0920,0618,27AUG16104902501_0618_G2,27AUG16104902501_0618_S13,3,head,4.129,0,violate
E240,2016,27AUG27,27AUG16104902501,0920,0705,27AUG16104902501_0705_G1,27AUG16104902501_0705_S11,3,head,3.132,0,violate
E240,2016,27AUG27,27AUG16104902501,0920,0705,27AUG16104902501_0705_G2,27AUG16104902501_0705_S12,3,head,4.505,0,violate
E241,2016,27AUG27,27AUG16104902501,0920,0831,27AUG16104902501_0831_G1,27AUG16104902501_0831_S7,3,head,4.058,0,violate
E241,2016,27AUG27,27AUG16104902501,0920,0831,27AUG16104902501_0831_G2,27AUG16104902501_0831_S8,3,head,1.335,0,violate
E241,2016,27AUG27,27AUG16104902501,0920,0831,27AUG16104902501_0831_G3,27AUG16104902501_0831_S9,3,head,2.766,0,violate
E242,2016,27AUG27,27AUG16104902502,0608,0009,27AUG16104902502_0009_G1,27AUG16104902502_0009_S3,3,head,2.199,0,violate
E243,2016,27AUG27,27AUG16104902502,0608,0231,27AUG16104902502_0231_G1,27AUG16104902502_0231_S8,3,head,3.192,0,violate
E244,2016,27AUG27,27AUG16104902502,0608,0436,27AUG16104902502_0436_G1,27AUG16104902502_0436_S2,4,head,0.982,0,violate
E245,2016,27AUG27,27AUG16112502601,0922,0059,27AUG16112502601_0059_G1,27AUG16112502601_0059_S17,3,head,2.88,0,violate
E245,2016,27AUG27,27AUG16112502601,0922,0059,27AUG16112502601_0059_G2,27AUG16112502601_0059_S18,3,head,0.882,0,violate
E245,2016,27AUG27,27AUG16112502601,0922,0059,27AUG16112502601_0059_G3,27AUG16112502601_0059_S19,3,head,3.142,0,violate
E246,2016,27AUG27,27AUG16112502601,0922,0203,27AUG16112502601_0203_G1,27AUG16112502601_0203_S4,3,head,4.475,0,violate
E246,2016,27AUG27,27AUG16112502601,0922,0203,27AUG16112502601_0203_G2,27AUG16112502601_0203_S5,3,head,2.207,0,violate
E247,2016,27AUG27,27AUG16112502601,0922,0242,27AUG16112502601_0242_G1,27AUG16112502601_0242_S9,3,head,1.284,0,violate
E247,2016,27AUG27,27AUG16112502601,0922,0242,27AUG16112502601_0242_G2,27AUG16112502601_0242_S10,3,head,4.057,0,violate
E247,2016,27AUG27,27AUG16112502601,0922,0242,27AUG16112502601_0242_G3,27AUG16112502601_0242_S11,3,head,1.026,0,violate
E248,2016,27AUG27,27AUG16112502601,0922,0331,27AUG16112502601_0331_G1,27AUG16112502601_0331_S10,3,head,3.802,0,violate
E248,2016,27AUG27,27AUG16112502601,0922,0331,27AUG16112502601_0331_G2,27AUG16112502601_0331_S11,3,head,2.329,0,violate
E249,2016,27AUG27,27AUG16112502601,0922,0357,27AUG16112502601_0357_G1,27AUG16112502601_0357_S4,3,head,1.943,0,violate
E249,2016,27AUG27,27AUG16112502601,0922,0357,27AUG16112502601_0357_G2,27AUG16112502601_0357_S5,3,head,2.103,0,violate
E250,2016,27AUG27,27AUG16112502601,0922,0545,27AUG16112502601_0545_G1,27AUG16112502601_0545_S5,3,head,0.879,0,violate
E250,2016,27AUG27,27AUG16112502601,0922,0545,27AUG16112502601_0545_G2,27AUG16112502601_0545_S6,3,head,2.13,0,violate
E251,2016,27AUG27,27AUG16112502601,0922,0630,27AUG16112502601_0630_G1,27AUG16112502601_0630_S4,3,head,4.37,0,violate
E251,2016,27AUG27,27AUG16112502601,0922,0630,27AUG16112502601_0630_G2,27AUG16112502601_0630_S5,3,head,2.637,0,violate
E251,2016,27AUG27,27AUG16112502601,0922,0630,27AUG16112502601_0630_G3,27AUG16112502601_0630_S6,3,head,2.785,0,violate
E252,2016,27AUG27,27AUG16112502601,0922,0712,27AUG16112502601_0712_G1,27AUG16112502601_0712_S2,3,head,2.162,0,violate
E253,2016,27AUG27,27AUG16112502601,0922,0822,27AUG16112502601_0822_G1,27AUG16112502601_0822_S1,3,head,2.312,0,violate
E253,2016,27AUG27,27AUG16112502601,0922,0822,27AUG16112502601_0822_G2,27AUG16112502601_0822_S2,3,tail,1.334,0,violate
E101,2016,26AUG23,26AUG16090201406,0658,0127,26AUG16090201406_0127_G1,26AUG16090201406_0127_S32,3,head,3.839,0,violate
E101,2016,26AUG23,26AUG16090201406,0658,0127,26AUG16090201406_0127_G2,26AUG16090201406_0127_S33,3,head,2.066,0,violate
E101,2016,26AUG23,26AUG16090201406,0658,0127,26AUG16090201406_0127_G3,26AUG16090201406_0127_S34,3,head,0.925,0,violate
E102,2016,26AUG23,26AUG16090201406,0658,0220,26AUG16090201406_0220_G1,26AUG16090201406_0220_S41,3,head,1.99,0,violate
E102,2016,26AUG23,26AUG16090201406,0658,0220,26AUG16090201406_0220_G2,26AUG16090201406_0220_S42,3,tail,0.676,0,violate
E102,2016,26AUG23,26AUG16090201406,0658,0220,26AUG16090201406_0220_G3,26AUG16090201406_0220_S43,3,tail,2.809,0,violate
E102,2016,26AUG23,26AUG16090201406,0658,0220,26AUG16090201406_0220_G4,26AUG16090201406_0220_S44,3,head,1.51,0,violate
E102,2016,26AUG23,26AUG16090201406,0658,0220,26AUG16090201406_0220_G5,26AUG16090201406_0220_S45,3,head,3.479,0,violate
E103,2016,26AUG23,26AUG16090201406,0658,0252,26AUG16090201406_0252_G1,26AUG16090201406_0252_S47,3,head,3.395,0,violate
E103,2016,26AUG23,26AUG16090201406,0658,0252,26AUG16090201406_0252_G2,26AUG16090201406_0252_S48,3,tail,2.342,0,violate
E103,2016,26AUG23,26AUG16090201406,0658,0252,26AUG16090201406_0252_G3,26AUG16090201406_0252_S49,3,tail,1.62,0,violate
E103,2016,26AUG23,26AUG16090201406,0658,0252,26AUG16090201406_0252_G4,26AUG16090201406_0252_S50,3,head,1.16,0,violate
E103,2016,26AUG23,26AUG16090201406,0658,0252,26AUG16090201406_0252_G5,26AUG16090201406_0252_S51,3,head,3.784,0,violate
E103,2016,26AUG23,26AUG16090201406,0658,0252,26AUG16090201406_0252_G6,26AUG16090201406_0252_S52,3,head,4.056,0,violate
E104,2016,26AUG23,26AUG16090201406,0658,0342,26AUG16090201406_0342_G1,26AUG16090201406_0342_S43,3,head,2.219,0,violate
E104,2016,26AUG23,26AUG16090201406,0658,0342,26AUG16090201406_0342_G2,26AUG16090201406_0342_S44,3,head,3.702,0,violate
E104,2016,26AUG23,26AUG16090201406,0658,0342,26AUG16090201406_0342_G3,26AUG16090201406_0342_S45,3,tail,3.646,0,violate
E104,2016,26AUG23,26AUG16090201406,0658,0342,26AUG16090201406_0342_G4,26AUG16090201406_0342_S46,3,head,0.808,0,violate
E104,2016,26AUG23,26AUG16090201406,0658,0342,26AUG16090201406_0342_G5,26AUG16090201406_0342_S47,3,head,0.65,0,violate
E105,2016,26AUG23,26AUG16090201406,0658,0414,26AUG16090201406_0414_G1,26AUG16090201406_0414_S13,3,tail,4.865,0,violate
E105,2016,26AUG23,26AUG16090201406,0658,0414,26AUG16090201406_0414_G2,26AUG16090201406_0414_S14,3,head,0.59,0,violate
E105,2016,26AUG23,26AUG16090201406,0658,0414,26AUG16090201406_0414_G3,26AUG16090201406_0414_S15,3,head,4.579,0,violate
E105,2016,26AUG23,26AUG16090201406,0658,0414,26AUG16090201406_0414_G4,26AUG16090201406_0414_S16,3,head,3.743,0,violate
E105,2016,26AUG23,26AUG16090201406,0658,0414,26AUG16090201406_0414_G5,26AUG16090201406_0414_S17,3,head,0.734,0,violate
E106,2016,26AUG23,26AUG16090201406,0658,0454,26AUG16090201406_0454_G1,26AUG16090201406_0454_S23,3,head,0.627,0,violate
E106,2016,26AUG23,26AUG16090201406,0658,0454,26AUG16090201406_0454_G2,26AUG16090201406_0454_S24,3,head,4.189,0,violate
E106,2016,26AUG23,26AUG16090201406,0658,0454,26AUG16090201406_0454_G3,26AUG16090201406_0454_S25,3,head,4.543,0,violate
E106,2016,26AUG23,26AUG16090201406,0658,0454,26AUG16090201406_0454_G4,26AUG16090201406_0454_S26,3,head,1.329,0,violate
E107,2016,26AUG23,26AUG16090201406,0658,0523,26AUG16090201406_0523_G1,26AUG16090201406_0523_S13,3,head,2.989,0,violate
E107,2016,26AUG23,26AUG16090201406,0658,0523,26AUG16090201406_0523_G2,26AUG16090201406_0523_S14,3,head,0.956,0,violate
E107,2016,26AUG23,26AUG16090201406,0658,0523,26AUG16090201406_0523_G3,26AUG16090201406_0523_S15,3,head,2.418,0,violate
E107,2016,26AUG23,26AUG16090201406,0658,0523,26AUG16090201406_0523_G4,26AUG16090201406_0523_S16,3,head,0.847,0,violate
E107,2016,26AUG23,26AUG16090201406,0658,0523,26AUG16090201406_0523_G5,26AUG16090201406_0523_S17,3,tail,3.713,0,violate
E254,2016,27AUG27,27AUG16112502602,0515,0211,27AUG16112502602_0211_G01,27AUG16112502602_0211_S02,3,tail,2.798,0,violate
E255,2016,27AUG27,27AUG16112502602,0515,0247,27AUG16112502602_0247_G01,27AUG16112502602_0247_S01,3,tail,2.835,0,violate
E255,2016,27AUG27,27AUG16112502602,0515,0247,27AUG16112502602_0247_G02,27AUG16112502602_0247_S03,3,tail,4.158,0,violate
E256,2016,27AUG27,27AUG16114902701,0921,0136,27AUG16114902701_0136_G01,27AUG16114902701_0136_S01,3,tail,1.785,0,violate
E259,2016,27AUG27,27AUG16114902702,0555,0052,27AUG16114902702_0052_G01,27AUG16114902702_0052_S02,3,tail,1.069,0,violate
E262,2016,27AUG27,27AUG16123502802,0453,0338,27AUG16123502802_0338_G01,27AUG16123502802_0338_S01,3,tail,0,1,violate
E262,2016,27AUG27,27AUG16123502802,0453,0338,27AUG16123502802_0338_G01,27AUG16123502802_0338_S02,3,tail,2.214,0,violate
E263,2016,28AUG27,28AUG16075203003,0921,0126,28AUG16075203003_0126_G01,28AUG16075203003_0126_S01,1,tail,1.497,0,violate
E264,2016,28AUG27,28AUG16075203003,0921,0438,28AUG16075203003_0438_G01,28AUG16075203003_0438_S01,3,tail,3.5,0,violate
E265,2016,28AUG27,28AUG16075203003,0921,0548,28AUG16075203003_0548_G01,28AUG16075203003_0548_S01,3,tail,2.971,0,violate
E265,2016,28AUG27,28AUG16075203003,0921,0548,28AUG16075203003_0548_G03,28AUG16075203003_0548_S01,3,head,0,1,violate
E266,2016,28AUG27,28AUG16075203003,0921,0717,28AUG16075203003_0717_G01,28AUG16075203003_0717_S01,3,tail,2.982,0,violate
E267,2016,28AUG27,28AUG16075203003,0921,0750,28AUG16075203003_0750_G01,28AUG16075203003_0750_S01,3,tail,4.853,0,violate
E267,2016,28AUG27,28AUG16075203003,0921,0750,28AUG16075203003_0750_G02,28AUG16075203003_0750_S02,3,tail,1.189,0,violate
E267,2016,28AUG27,28AUG16075203003,0921,0750,28AUG16075203003_0750_G03,28AUG16075203003_0750_S02,3,tail,4.737,0,violate
E268,2016,28AUG27,28AUG16075203003,0921,0851,28AUG16075203003_0851_G01,28AUG16075203003_0851_S01,3,tail,4.805,0,violate
E268,2016,28AUG27,28AUG16075203003,0921,0851,28AUG16075203003_0851_G02,28AUG16075203003_0851_S02,3,tail,2.893,0,violate
E269,2016,28AUG27,28AUG16075203004,0422,0037,28AUG16075203004_0037_G01,28AUG16075203004_0037_S01,3,head,1.521,0,violate
E269,2016,28AUG27,28AUG16075203004,0422,0037,28AUG16075203004_0037_G02,28AUG16075203004_0037_S01,3,head,4.056,0,violate
E269,2016,28AUG27,28AUG16075203004,0422,0037,28AUG16075203004_0037_G03,28AUG16075203004_0037_S01,3,tail,4.416,0,violate
E270,2016,28AUG27,28AUG16083203101,0921,0041,28AUG16083203101_0041_G01,28AUG16083203101_0041_S01,2,tail,2.102,0,violate
E271,2016,28AUG27,28AUG16083203101,0921,0254,28AUG16083203101_0254_G01,28AUG16083203101_0254_S01,3,tail,3.009,0,violate
E271,2016,28AUG27,28AUG16083203101,0921,0254,28AUG16083203101_0254_G02,28AUG16083203101_0254_S02,3,tail,3.438,0,violate
E272,2016,28AUG27,28AUG16083203101,0921,0413,28AUG16083203101_0413_G01,28AUG16083203101_0413_S01,3,tail,4.194,0,violate
E272,2016,28AUG27,28AUG16083203101,0921,0413,28AUG16083203101_0413_G03,28AUG16083203101_0413_S03,3,tail,3.079,0,violate
E273,2016,28AUG27,28AUG16083203101,0921,0531,28AUG16083203101_0531_G02,28AUG16083203101_0531_S02,3,head,3.081,0,violate
E273,2016,28AUG27,28AUG16083203101,0921,0531,28AUG16083203101_0531_G03,28AUG16083203101_0531_S03,3,head,1.977,0,violate
E274,2016,28AUG27,28AUG16083203101,0921,0610,28AUG16083203101_0610_G01,28AUG16083203101_0610_S01,3,head,2.079,0,violate
E275,2016,28AUG27,28AUG16083203101,0921,0644,28AUG16083203101_0644_G01,28AUG16083203101_0644_S01,3,head,1.4,0,violate
E276,2016,28AUG27,28AUG16083203101,0921,0858,28AUG16083203101_0858_G01,28AUG16083203101_0858_S01,3,tail,1.872,0,violate
E277,2016,28AUG27,28AUG16083203102,0639,0232,28AUG16083203102_0232_G01,28AUG16083203102_0232_S01,3,tail,0.814,0,violate
E277,2016,28AUG27,28AUG16083203102,0639,0232,28AUG16083203102_0232_G02,28AUG16083203102_0232_S02,3,head,1.035,0,violate
E278,2016,28AUG27,28AUG16083203102,0639,0349,28AUG16083203102_0349_G01,28AUG16083203102_0349_S01,3,tail,1.293,0,violate
E278,2016,28AUG27,28AUG16083203102,0639,0349,28AUG16083203102_0349_G02,28AUG16083203102_0349_S02,3,tail,1.593,0,violate
E279,2016,28AUG27,28AUG16093003201,0920,0109,28AUG16093003201_0109_G01,28AUG16093003201_0109_S01,3,head,2.161,0,violate
E280,2016,28AUG27,28AUG16093003201,0920,0356,28AUG16093003201_0356_G01,28AUG16093003201_0356_S01,3,head,2.4,0,violate
E281,2016,28AUG27,28AUG16093003201,0920,0536,28AUG16093003201_0536_G01,28AUG16093003201_0536_S01,3,tail,3.664,0,violate
E282,2016,28AUG27,28AUG16093003201,0920,0710,28AUG16093003201_0710_G01,28AUG16093003201_0710_S01,3,tail,5,0,violate
E282,2016,28AUG27,28AUG16093003201,0920,0710,28AUG16093003201_0710_G02,28AUG16093003201_0710_S02,3,tail,4.284,0,violate
E282,2016,28AUG27,28AUG16093003201,0920,0710,28AUG16093003201_0710_G03,28AUG16093003201_0710_S02,3,head,2.01,0,violate
E283,2016,28AUG27,28AUG16093003201,0920,0850,28AUG16093003201_0850_G01,28AUG16093003201_0850_S01,3,tail,1.479,0,violate
E283,2016,28AUG27,28AUG16093003201,0920,0850,28AUG16093003201_0850_G02,28AUG16093003201_0850_S02,3,tail,4.445,0,violate
E284,2016,28AUG27,28AUG16093003202,0526,0053,28AUG16093003202_0053_G01,28AUG16093003202_0053_S02,3,tail,2.433,0,violate
E284,2016,28AUG27,28AUG16093003202,0526,0053,28AUG16093003202_0053_G02,28AUG16093003202_0053_S03,3,tail,2.162,0,violate
E284,2016,28AUG27,28AUG16093003202,0526,0053,28AUG16093003202_0053_G04,28AUG16093003202_0053_S04,3,tail,2.229,0,violate
E285,2016,28AUG27,28AUG16093003202,0526,0211,28AUG16093003202_0211_G01,28AUG16093003202_0211_S01,3,head,3.638,0,violate
E285,2016,28AUG27,28AUG16093003202,0526,0211,28AUG16093003202_0211_G02,28AUG16093003202_0211_S01,3,tail,3.648,0,violate
E285,2016,28AUG27,28AUG16093003202,0526,0211,28AUG16093003202_0211_G03,28AUG16093003202_0211_S03,3,tail,1.589,0,violate
E285,2016,28AUG27,28AUG16093003202,0526,0211,28AUG16093003202_0211_G04,28AUG16093003202_0211_S04,3,tail,3.381,0,violate
E286,2016,28AUG27,28AUG16102303301,0900,0102,28AUG16102303301_0102_G01,28AUG16102303301_0102_S01,3,tail,1.672,0,violate
E286,2016,28AUG27,28AUG16102303301,0900,0102,28AUG16102303301_0102_G02,28AUG16102303301_0102_S02,3,head,1.272,0,violate
E287,2016,28AUG27,28AUG16102303301,0900,0145,28AUG16102303301_0145_G01,28AUG16102303301_0145_S01,3,head,1.479,0,violate
E287,2016,28AUG27,28AUG16102303301,0900,0145,28AUG16102303301_0145_G02,28AUG16102303301_0145_S01,3,tail,3.076,0,violate
E287,2016,28AUG27,28AUG16102303301,0900,0145,28AUG16102303301_0145_G04,28AUG16102303301_0145_S02,3,head,2.335,0,violate
E287,2016,28AUG27,28AUG16102303301,0900,0145,28AUG16102303301_0145_G03,28AUG16102303301_0145_S02,3,tail,1.133,0,violate
E288,2016,28AUG27,28AUG16102303301,0900,0228,28AUG16102303301_0228_G01,28AUG16102303301_0228_S01,3,tail,1.006,0,violate
E288,2016,28AUG27,28AUG16102303301,0900,0228,28AUG16102303301_0228_G02,28AUG16102303301_0228_S02,3,tail,1.85,0,violate
E289,2016,28AUG27,28AUG16102303301,0900,0341,28AUG16102303301_0341_G01,28AUG16102303301_0341_S01,3,head,1.998,0,violate
E290,2016,28AUG27,28AUG16102303301,0900,0734,28AUG16102303301_0734_G01,28AUG16102303301_0734_S01,3,head,2.048,0,violate
E290,2016,28AUG27,28AUG16102303301,0900,0734,28AUG16102303301_0734_G02,28AUG16102303301_0734_S01,3,tail,0.767,0,violate
E291,2016,28AUG27,28AUG16102303304,0713,0049,28AUG16102303304_0049_G02,28AUG16102303304_0049_S01,3,tail,3.204,0,violate
E292,2016,28AUG27,28AUG16102303304,0713,0324,28AUG16102303304_0324_G01,28AUG16102303304_0324_S01,3,head,4.735,0,violate
E292,2016,28AUG27,28AUG16102303304,0713,0324,28AUG16102303304_0324_G02,28AUG16102303304_0324_S01,3,tail,0.906,0,violate
E292,2016,28AUG27,28AUG16102303304,0713,0324,28AUG16102303304_0324_G03,28AUG16102303304_0324_S01,2,head,0.921,0,violate
E292,2016,28AUG27,28AUG16102303304,0713,0324,28AUG16102303304_0324_G04,28AUG16102303304_0324_S02,3,head,5,0,violate
E292,2016,28AUG27,28AUG16102303304,0713,0324,28AUG16102303304_0324_G05,28AUG16102303304_0324_S02,3,head,3.324,0,violate
E292,2016,28AUG27,28AUG16102303304,0713,0324,28AUG16102303304_0324_G06,28AUG16102303304_0324_S03,3,tail,2.686,0,violate
E293,2016,28AUG27,28AUG16102303304,0713,0410,28AUG16102303304_0410_G01,28AUG16102303304_0410_S01,3,head,0.97,0,violate
E293,2016,28AUG27,28AUG16102303304,0713,0410,28AUG16102303304_0410_G02,28AUG16102303304_0410_S01,3,tail,1.226,0,violate
E293,2016,28AUG27,28AUG16102303304,0713,0410,28AUG16102303304_0410_G03,28AUG16102303304_0410_S02,3,tail,0.139,0,violate
E293,2016,28AUG27,28AUG16102303304,0713,0410,28AUG16102303304_0410_G04,28AUG16102303304_0410_S02,3,tail,1.039,0,violate
E293,2016,28AUG27,28AUG16102303304,0713,0410,28AUG16102303304_0410_G05,28AUG16102303304_0410_S03,3,tail,4.203,0,violate
E294,2016,28AUG27,28AUG16110103401,0921,0331,28AUG16110103401_0331_G01,28AUG16110103401_0331_S01,3,tail,3.225,0,violate
E295,2016,28AUG27,28AUG16110103401,0921,0445,28AUG16110103401_0445_G01,28AUG16110103401_0445_S01,2,tail,1.562,0,violate
E295,2016,28AUG27,28AUG16110103401,0921,0445,28AUG16110103401_0445_G03,28AUG16110103401_0445_S03,3,head,1.682,0,violate
E296,2016,28AUG27,28AUG16110103401,0921,0607,28AUG16110103401_0607_G01,28AUG16110103401_0607_S01,3,tail,2.966,0,violate
