EVE,YEAR,DATE,FLIGHT,V_LENGTH,TIMELINE,SWIM_CODE,WS_CODE,G_NO_SWIM,H_OR_T,SWIM_DIST,NO_TOUCHING,SWIM_VIOLATION
E147,2016,26AUG23,26AUG16103801701,0921,0900,26AUG16103801701_0900_G4,26AUG16103801701_0900_S28,3,head,2.609,0,violate
E147,2016,26AUG23,26AUG16103801701,0921,0900,26AUG16103801701_0900_G5,26AUG16103801701_0900_S29,3,head,2.483,0,violate
E147,2016,26AUG23,26AUG16103801701,0921,0900,26AUG16103801701_0900_G6,26AUG16103801701_0900_S30,3,tail,3.517,0,violate
E148,2016,26AUG23,26AUG16103801702,0425,0027,26AUG16103801702_0027_G1,26AUG16103801702_0027_S12,3,tail,4.079,0,violate
E148,2016,26AUG23,26AUG16103801702,0425,0027,26AUG16103801702_0027_G2,26AUG16103801702_0027_S13,3,tail,0.822,0,violate
E148,2016,26AUG23,26AUG16103801702,0425,0027,26AUG16103801702_0027_G3,26AUG16103801702_0027_S14,3,head,2.78,0,violate
E149,2016,26AUG23,26AUG16103801702,0425,0052,26AUG16103801702_0052_G1,26AUG16103801702_0052_S1,3,head,2.245,0,violate
E149,2016,26AUG23,26AUG16103801702,0425,0052,26AUG16103801702_0052_G2,26AUG16103801702_0052_S2,3,tail,4.81,0,violate
E149,2016,26AUG23,26AUG16103801702,0425,0052,26AUG16103801702_0052_G3,26AUG16103801702_0052_S3,3,head,3.234,0,violate
E149,2016,26AUG23,26AUG16103801702,0425,0052,26AUG16103801702_0052_G4,26AUG16103801702_0052_S4,3,head,3.816,0,violate
E150,2016,26AUG23,26AUG16103801702,0425,0132,26AUG16103801702_0132_G1,26AUG16103801702_0132_S17,3,head,2.141,0,violate
E150,2016,26AUG23,26AUG16103801702,0425,0132,26AUG16103801702_0132_G2,26AUG16103801702_0132_S18,3,tail,4.437,0,violate
E150,2016,26AUG23,26AUG16103801702,0425,0132,26AUG16103801702_0132_G3,26AUG16103801702_0132_S19,3,tail,3.888,0,violate
E150,2016,26AUG23,26AUG16103801702,0425,0132,26AUG16103801702_0132_G4,26AUG16103801702_0132_S20,3,head,0.553,0,violate
E151,2016,26AUG23,26AUG16103801702,0425,0223,26AUG16103801702_0223_G1,26AUG16103801702_0223_S15,3,head,2.341,0,violate
E151,2016,26AUG23,26AUG16103801702,0425,0223,26AUG16103801702_0223_G2,26AUG16103801702_0223_S16,3,head,4.441,0,violate
E152,2016,26AUG23,26AUG16103801702,0425,0330,26AUG16103801702_0330_G1,26AUG16103801702_0330_S21,3,head ,1.798,0,violate
E152,2016,26AUG23,26AUG16103801702,0425,0330,26AUG16103801702_0330_G2,26AUG16103801702_0330_S22,3,tail,1.332,0,violate
E152,2016,26AUG23,26AUG16103801702,0425,0330,26AUG16103801702_0330_G3,26AUG16103801702_0330_S23,3,tail ,3.358,0,violate
E152,2016,26AUG23,26AUG16103801702,0425,0330,26AUG16103801702_0330_G4,26AUG16103801702_0330_S24,3,head ,1.204,0,violate
E153,2016,26AUG23,26AUG16103801702,0425,0355,26AUG16103801702_0355_G1,26AUG16103801702_0355_S22,3,head,1.791,0,violate
E153,2016,26AUG23,26AUG16103801702,0425,0355,26AUG16103801702_0355_G2,26AUG16103801702_0355_S23,3,head,2.708,0,violate
E153,2016,26AUG23,26AUG16103801702,0425,0355,26AUG16103801702_0355_G3,26AUG16103801702_0355_S24,3,tail,2.029,0,violate
E154,2016,26AUG23,26AUG16110101801,0921,0147,26AUG16110101801_0147_G1,26AUG16110101801_0147_S16,3,tail,4.91,0,violate
E154,2016,26AUG23,26AUG16110101801,0921,0147,26AUG16110101801_0147_G2,26AUG16110101801_0147_S17,3,head,3.521,0,violate
E154,2016,26AUG23,26AUG16110101801,0921,0147,26AUG16110101801_0147_G3,26AUG16110101801_0147_S18,3,head,0.536,0,violate
E154,2016,26AUG23,26AUG16110101801,0921,0147,26AUG16110101801_0147_G4,26AUG16110101801_0147_S19,3,head,1.251,0,violate
E155,2016,26AUG23,26AUG16110101801,0921,0233,26AUG16110101801_0233_G1,26AUG16110101801_0233_S20,3,head,3.977,0,violate
E155,2016,26AUG23,26AUG16110101801,0921,0233,26AUG16110101801_0233_G2,26AUG16110101801_0233_S21,3,head,0.987,0,violate
E155,2016,26AUG23,26AUG16110101801,0921,0233,26AUG16110101801_0233_G3,26AUG16110101801_0233_S22,3,tail,1.696,0,violate
E155,2016,26AUG23,26AUG16110101801,0921,0233,26AUG16110101801_0233_G4,26AUG16110101801_0233_S23,3,head,3.089,0,violate
E155,2016,26AUG23,26AUG16110101801,0921,0233,26AUG16110101801_0233_G5,26AUG16110101801_0233_S24,3,tail,4.824,0,violate
E156,2016,26AUG23,26AUG16110101801,0921,0322,26AUG16110101801_0322_G1,26AUG16110101801_0322_S23,3,tail,0.976,0,violate
E156,2016,26AUG23,26AUG16110101801,0921,0322,26AUG16110101801_0322_G2,26AUG16110101801_0322_S24,3,tail,0.914,0,violate
E156,2016,26AUG23,26AUG16110101801,0921,0322,26AUG16110101801_0322_G3,26AUG16110101801_0322_S25,3,head,2.007,0,violate
E156,2016,26AUG23,26AUG16110101801,0921,0322,26AUG16110101801_0322_G4,26AUG16110101801_0322_S26,3,tail,3.563,0,violate
E156,2016,26AUG23,26AUG16110101801,0921,0322,26AUG16110101801_0322_G5,26AUG16110101801_0322_S27,3,head,3.981,0,violate
E156,2016,26AUG23,26AUG16110101801,0921,0322,26AUG16110101801_0322_G6,26AUG16110101801_0322_S28,3,head,4.893,0,violate
E157,2016,26AUG23,26AUG16110101801,0921,0441,26AUG16110101801_0441_G1,26AUG16110101801_0441_S19,3,head,1.778,0,violate
E157,2016,26AUG23,26AUG16110101801,0921,0441,26AUG16110101801_0441_G2,26AUG16110101801_0441_S20,3,head,4.323,0,violate
E157,2016,26AUG23,26AUG16110101801,0921,0441,26AUG16110101801_0441_G3,26AUG16110101801_0441_S21,3,tail,4.354,0,violate
E157,2016,26AUG23,26AUG16110101801,0921,0441,26AUG16110101801_0441_G4,26AUG16110101801_0441_S22,3,head,3.134,0,violate
E157,2016,26AUG23,26AUG16110101801,0921,0441,26AUG16110101801_0441_G5,26AUG16110101801_0441_S23,3,head,1.961,0,violate
E157,2016,26AUG23,26AUG16110101801,0921,0441,26AUG16110101801_0441_G6,26AUG16110101801_0441_S24,3,head,2.374,0,violate
E158,2016,26AUG23,26AUG16110101801,0921,0529,26AUG16110101801_0529_G1,26AUG16110101801_0529_S10,3,head,3.768,0,violate
E158,2016,26AUG23,26AUG16110101801,0921,0529,26AUG16110101801_0529_G2,26AUG16110101801_0529_S11,3,head,2.104,0,violate
E158,2016,26AUG23,26AUG16110101801,0921,0529,26AUG16110101801_0529_G3,26AUG16110101801_0529_S12,3,tail,4.132,0,violate
E158,2016,26AUG23,26AUG16110101801,0921,0529,26AUG16110101801_0529_G4,26AUG16110101801_0529_S13,3,head,3.821,0,violate
E158,2016,26AUG23,26AUG16110101801,0921,0529,26AUG16110101801_0529_G5,26AUG16110101801_0529_S14,3,tail,4.694,0,violate
E159,2016,26AUG23,26AUG16110101801,0921,0635,26AUG16110101801_0635_G1,26AUG16110101801_0635_S19,3,head,2.766,0,violate
E159,2016,26AUG23,26AUG16110101801,0921,0635,26AUG16110101801_0635_G2,26AUG16110101801_0635_S20,3,head,3.912,0,violate
E159,2016,26AUG23,26AUG16110101801,0921,0635,26AUG16110101801_0635_G3,26AUG16110101801_0635_S21,3,tail,4.345,0,violate
E159,2016,26AUG23,26AUG16110101801,0921,0635,26AUG16110101801_0635_G4,26AUG16110101801_0635_S22,3,head,0.387,0,violate
E160,2016,26AUG23,26AUG16110101801,0921,0802,26AUG16110101801_0802_G1,26AUG16110101801_0802_S1,3,head,1.967,0,violate
E160,2016,26AUG23,26AUG16110101801,0921,0802,26AUG16110101801_0802_G2,26AUG16110101801_0802_S2,3,head,1.023,0,violate
E160,2016,26AUG23,26AUG16110101801,0921,0802,26AUG16110101801_0802_G3,26AUG16110101801_0802_S3,3,tail,4.37,0,violate
E160,2016,26AUG23,26AUG16110101801,0921,0802,26AUG16110101801_0802_G4,26AUG16110101801_0802_S4,3,head,3.29,0,violate
E160,2016,26AUG23,26AUG16110101801,0921,0802,26AUG16110101801_0802_G5,26AUG16110101801_0802_S5,3,tail,2.846,0,violate
E161,2016,26AUG23,26AUG16110101801,0921,0828,26AUG16110101801_0828_G1,26AUG16110101801_0828_S14,3,head,4.932,0,violate
E161,2016,26AUG23,26AUG16110101801,0921,0828,26AUG16110101801_0828_G2,26AUG16110101801_0828_S15,3,head,2.389,0,violate
E161,2016,26AUG23,26AUG16110101801,0921,0828,26AUG16110101801_0828_G3,26AUG16110101801_0828_S16,3,tail,0.849,0,violate
E161,2016,26AUG23,26AUG16110101801,0921,0828,26AUG16110101801_0828_G4,26AUG16110101801_0828_S17,3,tail,1.419,0,violate
E161,2016,26AUG23,26AUG16110101801,0921,0828,26AUG16110101801_0828_G5,26AUG16110101801_0828_S18,3,tail,1.24,0,violate
E161,2016,26AUG23,26AUG16110101801,0921,0828,26AUG16110101801_0828_G6,26AUG16110101801_0828_S19,3,head,3.389,0,violate
E161,2016,26AUG23,26AUG16110101801,0921,0828,26AUG16110101801_0828_G7,26AUG16110101801_0828_S20,3,head,0.882,0,violate
E161,2016,26AUG23,26AUG16110101801,0921,0828,26AUG16110101801_0828_G8,26AUG16110101801_0828_S21,3,tail,3.424,0,violate
E162,2016,26AUG23,26AUG16110101801,0921,0847,26AUG16110101801_0847_G1,26AUG16110101801_0847_S19,3,head,1.357,0,violate
E162,2016,26AUG23,26AUG16110101801,0921,0847,26AUG16110101801_0847_G2,26AUG16110101801_0847_S20,3,head,2.062,0,violate
E162,2016,26AUG23,26AUG16110101801,0921,0847,26AUG16110101801_0847_G3,26AUG16110101801_0847_S21,3,tail,3.939,0,violate
E162,2016,26AUG23,26AUG16110101801,0921,0847,26AUG16110101801_0847_G4,26AUG16110101801_0847_S22,3,head,3.269,0,violate
E163,2016,26AUG23,26AUG16110101802,0556,0037,26AUG16110101802_0037_G1,26AUG16110101802_0037_S17,3,head,1.822,0,violate
E163,2016,26AUG23,26AUG16110101802,0556,0037,26AUG16110101802_0037_G2,26AUG16110101802_0037_S18,3,tail,3.201,0,violate
E163,2016,26AUG23,26AUG16110101802,0556,0037,26AUG16110101802_0037_G3,26AUG16110101802_0037_S19,3,tail,0.507,0,violate
E163,2016,26AUG23,26AUG16110101802,0556,0037,26AUG16110101802_0037_G4,26AUG16110101802_0037_S20,3,tail,3.037,0,violate
E164,2016,26AUG23,26AUG16110101802,0556,0128,26AUG16110101802_0128_G1,26AUG16110101802_0128_S10,3,head,4.324,0,violate
E164,2016,26AUG23,26AUG16110101802,0556,0128,26AUG16110101802_0128_G2,26AUG16110101802_0128_S11,3,head,3.593,0,violate
E164,2016,26AUG23,26AUG16110101802,0556,0128,26AUG16110101802_0128_G3,26AUG16110101802_0128_S12,3,tail,2.663,0,violate
E165,2016,26AUG23,26AUG16110101802,0556,0235,26AUG16110101802_0235_G1,26AUG16110101802_0235_S16,3,tail,4.6,0,violate
E165,2016,26AUG23,26AUG16110101802,0556,0235,26AUG16110101802_0235_G2,26AUG16110101802_0235_S17,3,tail,3.881,0,violate
E165,2016,26AUG23,26AUG16110101802,0556,0235,26AUG16110101802_0235_G3,26AUG16110101802_0235_S18,3,head,3.973,0,violate
E165,2016,26AUG23,26AUG16110101802,0556,0235,26AUG16110101802_0235_G4,26AUG16110101802_0235_S19,3,head,4.557,0,violate
E165,2016,26AUG23,26AUG16110101802,0556,0235,26AUG16110101802_0235_G5,26AUG16110101802_0235_S20,3,tail,1.708,0,violate
E166,2016,26AUG23,26AUG16110101802,0556,0311,26AUG16110101802_0311_G1,26AUG16110101802_0311_S6,3,tail,1.48,0,violate
E166,2016,26AUG23,26AUG16110101802,0556,0311,26AUG16110101802_0311_G2,26AUG16110101802_0311_S7,3,tail,2.58,0,violate
E166,2016,26AUG23,26AUG16110101802,0556,0311,26AUG16110101802_0311_G3,26AUG16110101802_0311_S8,3,head,2.636,0,violate
E166,2016,26AUG23,26AUG16110101802,0556,0311,26AUG16110101802_0311_G4,26AUG16110101802_0311_S9,3,head,2.103,0,violate
E167,2016,26AUG23,26AUG16110101802,0556,0351,26AUG16110101802_0351_G1,26AUG16110101802_0351_S11,3,head,1.627,0,violate
E167,2016,26AUG23,26AUG16110101802,0556,0351,26AUG16110101802_0351_G2,26AUG16110101802_0351_S12,3,head,2.615,0,violate
E167,2016,26AUG23,26AUG16110101802,0556,0351,26AUG16110101802_0351_G3,26AUG16110101802_0351_S13,3,tail,0.866,0,violate
E167,2016,26AUG23,26AUG16110101802,0556,0351,26AUG16110101802_0351_G4,26AUG16110101802_0351_S14,3,head,2.952,0,violate
E167,2016,26AUG23,26AUG16110101802,0556,0351,26AUG16110101802_0351_G5,26AUG16110101802_0351_S15,3,tail,0.558,0,violate
E168,2016,26AUG23,26AUG16112101901,0922,0145,26AUG16112101901_0145_G1,26AUG16112101901_0145_S21,3,head,3.542,0,violate
E168,2016,26AUG23,26AUG16112101901,0922,0145,26AUG16112101901_0145_G2,26AUG16112101901_0145_S22,3,head,3.042,0,violate
E168,2016,26AUG23,26AUG16112101901,0922,0145,26AUG16112101901_0145_G3,26AUG16112101901_0145_S23,3,tail,0.505,0,violate
E169,2016,26AUG23,26AUG16112101901,0922,0204,26AUG16112101901_0204_G1,26AUG16112101901_0204_S19,3,head,0.852,0,violate
E169,2016,26AUG23,26AUG16112101901,0922,0204,26AUG16112101901_0204_G2,26AUG16112101901_0204_S20,3,tail,3.061,0,violate
E170,2016,26AUG23,26AUG16112101901,0922,0313,26AUG16112101901_0313_G1,26AUG16112101901_0313_S13,3,head,1.82,0,violate
E170,2016,26AUG23,26AUG16112101901,0922,0313,26AUG16112101901_0313_G2,26AUG16112101901_0313_S14,3,head,0.133,0,violate
E170,2016,26AUG23,26AUG16112101901,0922,0313,26AUG16112101901_0313_G3,26AUG16112101901_0313_S15,3,tail,2.726,0,violate
E171,2016,26AUG23,26AUG16112101901,0922,0416,26AUG16112101901_0416_G1,26AUG16112101901_0416_S12,3,head,4.279,0,violate
E171,2016,26AUG23,26AUG16112101901,0922,0416,26AUG16112101901_0416_G2,26AUG16112101901_0416_S13,3,tail,1.007,0,violate
E171,2016,26AUG23,26AUG16112101901,0922,0416,26AUG16112101901_0416_G3,26AUG16112101901_0416_S14,3,head,2.692,0,violate
E172,2016,26AUG23,26AUG16112101901,0922,0459,26AUG16112101901_0459_G1,26AUG16112101901_0459_S1,3,head,3.735,0,violate
E172,2016,26AUG23,26AUG16112101901,0922,0459,26AUG16112101901_0459_G2,26AUG16112101901_0459_S2,3,tail,1.187,0,violate
E172,2016,26AUG23,26AUG16112101901,0922,0459,26AUG16112101901_0459_G3,26AUG16112101901_0459_S3,3,tail,2.899,0,violate
E172,2016,26AUG23,26AUG16112101901,0922,0459,26AUG16112101901_0459_G4,26AUG16112101901_0459_S4,3,tail,0.507,0,violate
E172,2016,26AUG23,26AUG16112101901,0922,0459,26AUG16112101901_0459_G5,26AUG16112101901_0459_S5,3,head,3.75,0,violate
E172,2016,26AUG23,26AUG16112101901,0922,0459,26AUG16112101901_0459_G6,26AUG16112101901_0459_S6,3,head,2.485,0,violate
E172,2016,26AUG23,26AUG16112101901,0922,0459,26AUG16112101901_0459_G7,26AUG16112101901_0459_S7,3,head,3.217,0,violate
E173,2016,26AUG23,26AUG16112101901,0922,0512,26AUG16112101901_0512_G1,26AUG16112101901_0512_S26,3,head,2.094,0,violate
E173,2016,26AUG23,26AUG16112101901,0922,0512,26AUG16112101901_0512_G2,26AUG16112101901_0512_S27,3,tail,2.325,0,violate
E173,2016,26AUG23,26AUG16112101901,0922,0512,26AUG16112101901_0512_G3,26AUG16112101901_0512_S28,3,tail,1.541,0,violate
E173,2016,26AUG23,26AUG16112101901,0922,0512,26AUG16112101901_0512_G4,26AUG16112101901_0512_S29,3,head,4.48,0,violate
E173,2016,26AUG23,26AUG16112101901,0922,0512,26AUG16112101901_0512_G5,26AUG16112101901_0512_S30,3,head,0.219,0,violate
E173,2016,26AUG23,26AUG16112101901,0922,0512,26AUG16112101901_0512_G6,26AUG16112101901_0512_S31,3,head,2.431,0,violate
E174,2016,26AUG23,26AUG16112101901,0922,0621,26AUG16112101901_0621_G1,26AUG16112101901_0621_S12,3,head,2.145,0,violate
E174,2016,26AUG23,26AUG16112101901,0922,0621,26AUG16112101901_0621_G2,26AUG16112101901_0621_S13,3,tail,1.159,0,violate
E174,2016,26AUG23,26AUG16112101901,0922,0621,26AUG16112101901_0621_G3,26AUG16112101901_0621_S14,3,head,3.047,0,violate
E174,2016,26AUG23,26AUG16112101901,0922,0621,26AUG16112101901_0621_G4,26AUG16112101901_0621_S15,3,tail,4.454,0,violate
E174,2016,26AUG23,26AUG16112101901,0922,0621,26AUG16112101901_0621_G5,26AUG16112101901_0621_S16,3,tail,1.333,0,violate
E175,2016,26AUG23,26AUG16112101901,0922,0702,26AUG16112101901_0702_G1,26AUG16112101901_0702_S15,3,tail,4.425,0,violate
E175,2016,26AUG23,26AUG16112101901,0922,0702,26AUG16112101901_0702_G2,26AUG16112101901_0702_S16,3,head,2.868,0,violate
E175,2016,26AUG23,26AUG16112101901,0922,0702,26AUG16112101901_0702_G3,26AUG16112101901_0702_S17,3,head,1.863,0,violate
E175,2016,26AUG23,26AUG16112101901,0922,0702,26AUG16112101901_0702_G4,26AUG16112101901_0702_S18,3,tail,4.442,0,violate
E176,2016,26AUG23,26AUG16112101901,0922,0725,26AUG16112101901_0725_G1,26AUG16112101901_0725_S26,3,head,3.869,0,violate
E176,2016,26AUG23,26AUG16112101901,0922,0725,26AUG16112101901_0725_G2,26AUG16112101901_0725_S27,3,head,3.649,0,violate
E176,2016,26AUG23,26AUG16112101901,0922,0725,26AUG16112101901_0725_G3,26AUG16112101901_0725_S28,3,tail,1.115,0,violate
E177,2016,26AUG23,26AUG16112101901,0922,0832,26AUG16112101901_0832_G1,26AUG16112101901_0832_S9,3,head,3.985,0,violate
E177,2016,26AUG23,26AUG16112101901,0922,0832,26AUG16112101901_0832_G2,26AUG16112101901_0832_S10,3,tail,0.155,0,violate
E178,2016,26AUG24,26AUG16112101902,0558,0120,26AUG16112101902_0120_G1,26AUG16112101902_0120_S5,3,tail,2.386,0,violate
E178,2016,26AUG24,26AUG16112101902,0558,0120,26AUG16112101902_0120_G2,26AUG16112101902_0120_S6,3,tail,4.498,0,violate
E178,2016,26AUG24,26AUG16112101902,0558,0120,26AUG16112101902_0120_G3,26AUG16112101902_0120_S7,3,head,1.894,0,violate
E179,2016,26AUG25,26AUG16112101902,0558,0235,26AUG16112101902_0235_G1,26AUG16112101902_0235_S16,3,tail,1.013,0,violate
E179,2016,26AUG25,26AUG16112101902,0558,0235,26AUG16112101902_0235_G2,26AUG16112101902_0235_S17,3,tail,3.559,0,violate
E179,2016,26AUG25,26AUG16112101902,0558,0235,26AUG16112101902_0235_G3,26AUG16112101902_0235_S18,3,head,0.726,0,violate
E179,2016,26AUG25,26AUG16112101902,0558,0235,26AUG16112101902_0235_G4,26AUG16112101902_0235_S19,3,tail,3.172,0,violate
E179,2016,26AUG25,26AUG16112101902,0558,0235,26AUG16112101902_0235_G5,26AUG16112101902_0235_S20,3,head,0.256,0,violate
E180,2016,26AUG26,26AUG16112101902,0558,0326,26AUG16112101902_0326_G1,26AUG16112101902_0326_S1,3,head,0.712,0,violate
E180,2016,26AUG26,26AUG16112101902,0558,0326,26AUG16112101902_0326_G2,26AUG16112101902_0326_S2,3,head,4.707,0,violate
E180,2016,26AUG26,26AUG16112101902,0558,0326,26AUG16112101902_0326_G3,26AUG16112101902_0326_S3,3,tail,3.748,0,violate
E180,2016,26AUG26,26AUG16112101902,0558,0326,26AUG16112101902_0326_G4,26AUG16112101902_0326_S4,3,head,4.051,0,violate
E181,2016,26AUG27,26AUG16112101902,0558,0425,26AUG16112101902_0425_G1,26AUG16112101902_0425_S19,3,head,1.675,0,violate
E181,2016,26AUG27,26AUG16112101902,0558,0425,26AUG16112101902_0425_G2,26AUG16112101902_0425_S20,3,head,3.512,0,violate
E181,2016,26AUG27,26AUG16112101902,0558,0425,26AUG16112101902_0425_G3,26AUG16112101902_0425_S21,3,head,4.56,0,violate
E183,2016,27AUG27,27AUG16082602101,0921,0921,27AUG16082602101_0921_G1,27AUG16082602101_0921_S10,3,head,2.132,0,violate
E184,2016,27AUG27,27AUG16082602101,0921,0240,27AUG16082602101_0240_G1,27AUG16082602101_0240_S1,3,head,0.998,0,violate
E185,2016,27AUG27,27AUG16082602101,0921,0323,27AUG16082602101_0323_G1,27AUG16082602101_0323_S20,3,head,0.63,0,violate
E185,2016,27AUG27,27AUG16082602101,0921,0323,27AUG16082602101_0323_G2,27AUG16082602101_0323_S17,3,tail,4.182,0,violate
E185,2016,27AUG27,27AUG16082602101,0921,0323,27AUG16082602101_0323_G3,27AUG16082602101_0323_S18,3,head,2.543,0,violate
E186,2016,27AUG27,27AUG16082602101,0921,0404,27AUG16082602101_0404_G1,27AUG16082602101_0404_S18,3,head,3.36,0,violate
E187,2016,27AUG27,27AUG16082602101,0921,0500,27AUG16082602101_0500_G1,27AUG16082602101_0500_S19,3,head,1.849,0,violate
E187,2016,27AUG27,27AUG16082602101,0921,0500,27AUG16082602101_0500_G2,27AUG16082602101_0500_S20,3,head,4.013,0,violate
E189,2016,27AUG27,27AUG16082602101,0921,0623,27AUG16082602101_0623_G1,27AUG16082602101_0623_S31,3,tail,1.914,0,violate
E189,2016,27AUG27,27AUG16082602101,0921,0623,27AUG16082602101_0623_G2,27AUG16082602101_0623_S32,3,head,3.293,0,violate
E190,2016,27AUG27,27AUG16082602101,0921,0659,27AUG16082602101_0659_G1,27AUG16082602101_0659_S20,3,head,3.416,0,violate
E190,2016,27AUG27,27AUG16082602101,0921,0659,27AUG16082602101_0659_G2,27AUG16082602101_0659_S21,3,head,3.316,0,violate
E191,2016,27AUG27,27AUG16082602101,0921,0758,27AUG16082602101_0758_G1,27AUG16082602101_0758_S10,3,head,2.779,0,violate
E192,2016,27AUG27,27AUG16082602101,0921,0844,27AUG16082602101_0844_G1,27AUG16082602101_0844_S12,3,head,2.687,0,violate
E192,2016,27AUG27,27AUG16082602101,0921,0844,27AUG16082602101_0844_G2,27AUG16082602101_0844_S13,3,head,1.043,0,violate
E192,2016,27AUG27,27AUG16082602101,0921,0844,27AUG16082602101_0844_G3,27AUG16082602101_0844_S14,3,head,2.089,0,violate
E193,2016,27AUG27,27AUG16082602101,0921,0920,27AUG16082602101_0920_G1,27AUG16082602101_0920_S28,3,head,3.0212,0,violate
E194,2016,27AUG27,27AUG16082602102,0530,0108,27AUG16082602102_0108_G1,27AUG16082602102_0108_S1,3,head,3.031,0,violate
E194,2016,27AUG27,27AUG16082602102,0530,0108,27AUG16082602102_0108_G1,27AUG16082602102_0108_S2,3,tail,4.721,0,violate
E194,2016,27AUG27,27AUG16082602102,0530,0108,27AUG16082602102_0108_G3,27AUG16082602102_0108_S3,3,head,3.74,0,violate
E195,2016,27AUG27,27AUG16082602102,0530,0236,27AUG16082602102_0236_G1,27AUG16082602102_0236_S14,3,head,1.698,0,violate
E195,2016,27AUG27,27AUG16082602102,0530,0236,27AUG16082602102_0236_G2,27AUG16082602102_0236_S15,3,tail,0,0,violate
E196,2016,27AUG27,27AUG16082602102,0530,0327,27AUG16082602102_0327_G1,27AUG16082602102_0327_S10,3,head,2.064,0,violate
E196,2016,27AUG27,27AUG16082602102,0530,0327,27AUG16082602102_0327_G2,27AUG16082602102_0327_S11,3,head,1.146,0,violate
E198,2016,27AUG27,27AUG16090302201,0921,0219,27AUG16090302201_0219_G1,27AUG16090302201_0219_S6,3,head,3.021,0,violate
E199,2016,27AUG27,27AUG16090302201,0921,0254,27AUG16090302201_0254_G1,27AUG16090302201_0254_S16,3,head,2.178,0,violate
E199,2016,27AUG27,27AUG16090302201,0921,0254,27AUG16090302201_0254_G2,27AUG16090302201_0254_S17,3,tail,0.764,0,violate
E200,2016,27AUG27,27AUG16090302201,0921,0438,27AUG16090302201_0438_G1,27AUG16090302201_0438_S14,3,head,2.823,0,violate
E200,2016,27AUG27,27AUG16090302201,0921,0438,27AUG16090302201_0438_G2,27AUG16090302201_0438_S15,3,tail,2.381,0,violate
E200,2016,27AUG27,27AUG16090302201,0921,0438,27AUG16090302201_0438_G3,27AUG16090302201_0438_S16,3,tail,1.004,0,violate
E201,2016,27AUG27,27AUG16090302201,0921,0507,27AUG16090302201_0507_G1,27AUG16090302201_0507_S11,3,head,4.821,0,violate
E201,2016,27AUG27,27AUG16090302201,0921,0507,27AUG16090302201_0507_G2,27AUG16090302201_0507_S12,3,head,4.74,0,violate
E202,2016,27AUG27,27AUG16090302201,0921,0556,27AUG16090302201_0556_G1,27AUG16090302201_0556_S17,3,head,4.443,0,violate
E202,2016,27AUG27,27AUG16090302201,0921,0556,27AUG16090302201_0556_G2,27AUG16090302201_0556_S18,3,tail,1.129,0,violate
E203,2016,27AUG27,27AUG16090302201,0921,0626,27AUG16090302201_0626_G1,27AUG16090302201_0626_S12,3,tail,3.737,0,violate
E203,2016,27AUG27,27AUG16090302201,0921,0626,27AUG16090302201_0626_G2,27AUG16090302201_0626_S13,3,head,2.981,0,violate
E204,2016,27AUG27,27AUG16090302201,0921,0645,27AUG16090302201_0645_G1,27AUG16090302201_0645_S9,3,tail,1.083,0,violate
E204,2016,27AUG27,27AUG16090302201,0921,0645,27AUG16090302201_0645_G2,27AUG16090302201_0645_S10,3,head,3.851,0,violate
E205,2016,27AUG27,27AUG16090302201,0921,0713,27AUG16090302201_0713_G1,27AUG16090302201_0713_S17,3,head,3.496,0,violate
E206,2016,27AUG27,27AUG16090302201,0921,0743,27AUG16090302201_0743_G1,27AUG16090302201_0743_S21,3,head,1.472,0,violate
E206,2016,27AUG27,27AUG16090302201,0921,0743,27AUG16090302201_0743_G2,27AUG16090302201_0743_S22,3,head,3.86,0,violate
E207,2016,27AUG27,27AUG16090302201,0921,0828,27AUG16090302201_0828_G1,27AUG16090302201_0828_S21,3,head,3.225,0,violate
E207,2016,27AUG27,27AUG16090302201,0921,0828,27AUG16090302201_0828_G2,27AUG16090302201_0828_S22,3,head,1.334,0,violate
E208,2016,27AUG27,27AUG16090302202,0551,0014,27AUG16090302202_0014_G1,27AUG16090302202_0014_S5,3,head,1.211,0,violate
E209,2016,27AUG27,27AUG16090302202,0551,0057,27AUG16090302202_0057_G1,27AUG16090302202_0057_S13,3,head,2.0152,0,violate
E210,2016,27AUG27,27AUG16090302202,0551,0137,27AUG16090302202_0137_G1,27AUG16090302202_0137_S9,3,head,2.526,0,violate
E210,2016,27AUG27,27AUG16090302202,0551,0137,27AUG16090302202_0137_G2,27AUG16090302202_0137_S10,3,head,2.49,0,violate
E211,2016,27AUG27,27AUG16090302202,0551,0210,27AUG16090302202_0210_G2,27AUG16090302202_0210_S11,3,head,0.897,0,violate
E211,2016,27AUG27,27AUG16090302202,0551,0210,27AUG16090302202_0210_G1,27AUG16090302202_0210_S12,3,head,3.69,0,violate
E212,2016,27AUG27,27AUG16090302202,0551,0251,27AUG16090302202_0251_G1,27AUG16090302202_0251_S9,3,head,3.905,0,violate
E212,2016,27AUG27,27AUG16090302202,0551,0251,27AUG16090302202_0251_G2,27AUG16090302202_0251_S10,3,head,4.555,0,violate
E212,2016,27AUG27,27AUG16090302202,0551,0251,27AUG16090302202_0251_G3,27AUG16090302202_0251_S11,3,tail,0.78,0,violate
E213,2016,27AUG27,27AUG16093302301,0922,0055,27AUG16093302301_0055_G1,27AUG16093302301_0055_S21,3,head,4.394,0,violate
