EVE,YEAR,DATE,FLIGHT,V_LENGTH,TIMELINE,BOAT_CODE,WS_CODE,BOAT_LENGTH,BOAT_DIST,BOAT_DROP,DROP_POSITION,BOAT_VIOLATE,BOAT_VIOLATE_DROP
E106,2016,26AUG23,26AUG16090201406,0658,0454,26AUG16090201406_0454_B5,26AUG16090201406_0454_S6,9.594,5.756,N/A,N/A,violate min dis,no violate drop off
E106,2016,26AUG23,26AUG16090201406,0658,0454,26AUG16090201406_0454_B6,26AUG16090201406_0454_S7,10.996,2.65,N/A,N/A,violate min dis,no violate drop off
E107,2016,26AUG23,26AUG16090201406,0658,0523,26AUG16090201406_0523_B1,26AUG16090201406_0523_S1,10.468,7.705,N/A,N/A,violate min dis,no violate drop off
E107,2016,26AUG23,26AUG16090201406,0658,0523,26AUG16090201406_0523_B2,26AUG16090201406_0523_S2,10.059,6.107,N/A,N/A,violate min dis,no violate drop off
E107,2016,26AUG23,26AUG16090201406,0658,0523,26AUG16090201406_0523_B3,26AUG16090201406_0523_S3,9.822,1.785,N/A,N/A,violate min dis,no violate drop off
E107,2016,26AUG23,26AUG16090201406,0658,0523,26AUG16090201406_0523_B4,26AUG16090201406_0523_S4,9.429,8.686,N/A,N/A,violate min dis,no violate drop off
E107,2016,26AUG23,26AUG16090201406,0658,0523,26AUG16090201406_0523_B5,26AUG16090201406_0523_S5,10.927,5.139,N/A,N/A,violate min dis,no violate drop off
E107,2016,26AUG23,26AUG16090201406,0658,0523,26AUG16090201406_0523_B6,26AUG16090201406_0523_S6,9.652,1.78,N/A,N/A,violate min dis,no violate drop off
E108,2016,26AUG23,26AUG16093101503,0447,0123,26AUG16093101503_0123_B1,26AUG16093101503_0123_S1,9.477,7.46,N/A,N/A,violate min dis,no violate drop off
E108,2016,26AUG23,26AUG16093101503,0447,0123,26AUG16093101503_0123_B2,26AUG16093101503_0123_S2,9.256,3.901,N/A,N/A,violate min dis,no violate drop off
E108,2016,26AUG23,26AUG16093101503,0447,0123,26AUG16093101503_0123_B3,26AUG16093101503_0123_S3,10.578,5.795,N/A,N/A,violate min dis,no violate drop off
E108,2016,26AUG23,26AUG16093101503,0447,0123,26AUG16093101503_0123_B4,26AUG16093101503_0123_S4,9.632,6.868,N/A,N/A,violate min dis,no violate drop off
E109,2016,26AUG23,26AUG16093101503,0447,0207,26AUG16093101503_0207_B1,26AUG16093101503_0207_S1,9.812,7.442,N/A,N/A,violate min dis,no violate drop off
E109,2016,26AUG23,26AUG16093101503,0447,0207,26AUG16093101503_0207_B2,26AUG16093101503_0207_S2,10.991,2.098,N/A,N/A,violate min dis,no violate drop off
E109,2016,26AUG23,26AUG16093101503,0447,0207,26AUG16093101503_0207_B3,26AUG16093101503_0207_S3,11.03,1.492,N/A,N/A,violate min dis,no violate drop off
E109,2016,26AUG23,26AUG16093101503,0447,0207,26AUG16093101503_0207_B4,26AUG16093101503_0207_S4,9.891,2.745,N/A,N/A,violate min dis,no violate drop off
E110,2016,26AUG23,26AUG16093101503,0447,0301,26AUG16093101503_0301_B1,26AUG16093101503_0301_S1,10.156,7.622,N/A,N/A,violate min dis,no violate drop off
E110,2016,26AUG23,26AUG16093101503,0447,0301,26AUG16093101503_0301_B2,26AUG16093101503_0301_S2,10.113,1.048,N/A,N/A,violate min dis,no violate drop off
E110,2016,26AUG23,26AUG16093101503,0447,0301,26AUG16093101503_0301_B3,26AUG16093101503_0301_S3,9.844,3.926,N/A,N/A,violate min dis,no violate drop off
E110,2016,26AUG23,26AUG16093101503,0447,0301,26AUG16093101503_0301_B4,26AUG16093101503_0301_S4,9.145,0.542,N/A,N/A,violate min dis,no violate drop off
E110,2016,26AUG23,26AUG16093101503,0447,0301,26AUG16093101503_0301_B5,26AUG16093101503_0301_S5,9.429,7.558,N/A,N/A,violate min dis,no violate drop off
E111,2016,26AUG23,26AUG16093101503,0447,0407,26AUG16093101503_0407_B1,26AUG16093101503_0407_S1,10.091,4.55,N/A,N/A,violate min dis,no violate drop off
E111,2016,26AUG23,26AUG16093101503,0447,0407,26AUG16093101503_0407_B2,26AUG16093101503_0407_S2,9.882,5.611,N/A,N/A,violate min dis,no violate drop off
E111,2016,26AUG23,26AUG16093101503,0447,0407,26AUG16093101503_0407_B3,26AUG16093101503_0407_S3,8.967,1.321,N/A,N/A,violate min dis,no violate drop off
E112,2016,26AUG23,26AUG16093101503,0447,0430,26AUG16093101503_0430_B1,26AUG16093101503_0430_S1,10.515,7.408,N/A,N/A,violate min dis,no violate drop off
E112,2016,26AUG23,26AUG16093101503,0447,0430,26AUG16093101503_0430_B2,26AUG16093101503_0430_S2,9.077,1.794,N/A,N/A,violate min dis,no violate drop off
E112,2016,26AUG23,26AUG16093101503,0447,0430,26AUG16093101503_0430_B3,26AUG16093101503_0430_S3,8.772,2.453,N/A,N/A,violate min dis,no violate drop off
E112,2016,26AUG23,26AUG16093101503,0447,0430,26AUG16093101503_0430_B4,26AUG16093101503_0430_S4,9.13,2.422,N/A,N/A,violate min dis,no violate drop off
E113,2016,26AUG23,26AUG16093101505,0829,0034,26AUG16093101505_0034_B1,26AUG16093101505_0034_S1,9.223,2.189,N/A,N/A,violate min dis,no violate drop off
E113,2016,26AUG23,26AUG16093101505,0829,0034,26AUG16093101505_0034_B2,26AUG16093101505_0034_S4,10.562,6.332,N/A,N/A,violate min dis,no violate drop off
E113,2016,26AUG23,26AUG16093101505,0829,0034,26AUG16093101505_0034_B3,26AUG16093101505_0034_S2,11.002,8.256,N/A,N/A,violate min dis,no violate drop off
E113,2016,26AUG23,26AUG16093101505,0829,0034,26AUG16093101505_0034_B4,26AUG16093101505_0034_S3,10.734,5.452,N/A,N/A,violate min dis,no violate drop off
E113,2016,26AUG23,26AUG16093101505,0829,0034,26AUG16093101505_0034_B5,26AUG16093101505_0034_S5,9.458,4.367,N/A,N/A,violate min dis,no violate drop off
E113,2016,26AUG23,26AUG16093101505,0829,0034,26AUG16093101505_0034_B6,26AUG16093101505_0034_S6,9.879,8.337,N/A,N/A,violate min dis,no violate drop off
E113,2016,26AUG23,26AUG16093101505,0829,0034,26AUG16093101505_0034_B7,26AUG16093101505_0034_S7,10.521,4.663,N/A,N/A,violate min dis,no violate drop off
E114,2016,26AUG23,26AUG16093101505,0829,0116,26AUG16093101505_0116_B1,26AUG16093101505_0116_S1,11.272,7.455,N/A,N/A,violate min dis,no violate drop off
E114,2016,26AUG23,26AUG16093101505,0829,0116,26AUG16093101505_0116_B2,26AUG16093101505_0116_S2,10.589,3.221,N/A,N/A,violate min dis,no violate drop off
E114,2016,26AUG23,26AUG16093101505,0829,0116,26AUG16093101505_0116_B3,26AUG16093101505_0116_S10,11.002,1.02,N/A,N/A,violate min dis,no violate drop off
E114,2016,26AUG23,26AUG16093101505,0829,0116,26AUG16093101505_0116_B4,26AUG16093101505_0116_S4,11.341,10.001,N/A,N/A,violate min dis,no violate drop off
E114,2016,26AUG23,26AUG16093101505,0829,0116,26AUG16093101505_0116_B5,26AUG16093101505_0116_S9,9.891,5.434,N/A,N/A,violate min dis,no violate drop off
E114,2016,26AUG23,26AUG16093101505,0829,0116,26AUG16093101505_0116_B6,26AUG16093101505_0116_S6,9.788,5.112,N/A,N/A,violate min dis,no violate drop off
E115,2016,26AUG23,26AUG16093101505,0829,0157,26AUG16093101505_0157_B12,26AUG16093101505_0157_S2,11.231,7.935,N/A,N/A,violate min dis,no violate drop off
E115,2016,26AUG23,26AUG16093101505,0829,0157,26AUG16093101505_0157_B1,26AUG16093101505_0157_S4,10.462,5.379,N/A,N/A,violate min dis,no violate drop off
E115,2016,26AUG23,26AUG16093101505,0829,0157,26AUG16093101505_0157_B2,26AUG16093101505_0157_S5,10.241,2.341,N/A,N/A,violate min dis,no violate drop off
E115,2016,26AUG23,26AUG16093101505,0829,0157,26AUG16093101505_0157_B3,26AUG16093101505_0157_S6,10.341,4.285,N/A,N/A,violate min dis,no violate drop off
E116,2016,26AUG23,26AUG16093101505,0829,0224,26AUG16093101505_0224_B4,26AUG16093101505_0224_S4,9.672,4.3281,N/A,N/A,violate min dis,no violate drop off
E116,2016,26AUG23,26AUG16093101505,0829,0224,26AUG16093101505_0224_B2,26AUG16093101505_0224_S5,10.562,4.998,N/A,N/A,violate min dis,no violate drop off
E116,2016,26AUG23,26AUG16093101505,0829,0224,26AUG16093101505_0224_B1,26AUG16093101505_0224_S6,10.702,5.381,N/A,N/A,violate min dis,no violate drop off
E116,2016,26AUG23,26AUG16093101505,0829,0224,26AUG16093101505_0224_B3,26AUG16093101505_0224_S7,9.047,3.297,N/A,N/A,violate min dis,no violate drop off
E116,2016,26AUG23,26AUG16093101505,0829,0224,26AUG16093101505_0224_B5,26AUG16093101505_0224_S8,9.978,2.191,N/A,N/A,violate min dis,no violate drop off
E116,2016,26AUG23,26AUG16093101505,0829,0224,26AUG16093101505_0224_B6,26AUG16093101505_0224_S9,10.482,5.381,N/A,N/A,violate min dis,no violate drop off
E117,2016,26AUG23,26AUG16093101505,0829,0317,26AUG16093101505__0317_B1,26AUG16093101505__0317_S5,9.987,6.231,N/A,N/A,violate min dis,no violate drop off
E117,2016,26AUG23,26AUG16093101505,0829,0317,26AUG16093101505__0317_B2,26AUG16093101505__0317_S6,10.362,4.667,N/A,N/A,violate min dis,no violate drop off
E118,2016,26AUG23,26AUG16093101505,0829,0358,26AUG16093101505_0358_B4,26AUG16093101505_0358_S3,10.451,5.296,N/A,N/A,violate min dis,no violate drop off
E118,2016,26AUG23,26AUG16093101505,0829,0358,26AUG16093101505_0358_B5,26AUG16093101505_0358_S7,10.774,5.673,N/A,N/A,violate min dis,no violate drop off
E118,2016,26AUG23,26AUG16093101505,0829,0358,26AUG16093101505_0358_B6,26AUG16093101505_0358_S10,9.978,3.215,N/A,N/A,violate min dis,no violate drop off
E119,2016,26AUG23,26AUG16093101505,0829,0442,26AUG16093101505_0442_B1,26AUG16093101505_0442_S5,10.767,5.673,N/A,N/A,violate min dis,no violate drop off
E119,2016,26AUG23,26AUG16093101505,0829,0442,26AUG16093101505_0442_B2,26AUG16093101505_0442_S6,9.998,5.781,N/A,N/A,violate min dis,no violate drop off
E119,2016,26AUG23,26AUG16093101505,0829,0442,26AUG16093101505_0442_B3,26AUG16093101505_0442_S7,10.715,3.254,N/A,N/A,violate min dis,no violate drop off
E119,2016,26AUG23,26AUG16093101505,0829,0442,26AUG16093101505_0442_B4,26AUG16093101505_0442_S8,10.365,2.459,N/A,N/A,violate min dis,no violate drop off
E120,2016,26AUG23,26AUG16093101505,0829,0546,26AUG16093101505_0546_B2,26AUG16093101505_0546_S4,10.672,8.735,N/A,N/A,violate min dis,no violate drop off
E120,2016,26AUG23,26AUG16093101505,0829,0546,26AUG16093101505_0546_B3,26AUG16093101505_0546_S10,10.576,7.198,N/A,N/A,violate min dis,no violate drop off
E120,2016,26AUG23,26AUG16093101505,0829,0546,26AUG16093101505_0546_B4,26AUG16093101505_0546_S11,10.534,9.451,N/A,N/A,violate min dis,no violate drop off
E120,2016,26AUG23,26AUG16093101505,0829,0546,26AUG16093101505_0546_B5,26AUG16093101505_0546_S12,9.771,1.252,N/A,N/A,violate min dis,no violate drop off
E120,2016,26AUG23,26AUG16093101505,0829,0546,26AUG16093101505_0546_B6,26AUG16093101505_0546_S13,11.451,10.132,N/A,N/A,violate min dis,no violate drop off
E120,2016,26AUG23,26AUG16093101505,0829,0546,26AUG16093101505_0546_B7,26AUG16093101505_0546_S14,11.231,9.523,N/A,N/A,violate min dis,no violate drop off
E120,2016,26AUG23,26AUG16093101505,0829,0546,26AUG16093101505_0546_B8,26AUG16093101505_0546_S15,11.531,7.762,N/A,N/A,violate min dis,no violate drop off
E121,2016,26AUG23,26AUG16093101505,0829,0740,26AUG16093101505_0740_B3,26AUG16093101505_0740_S1,11.213,1.231,N/A,N/A,violate min dis,no violate drop off
E121,2016,26AUG23,26AUG16093101505,0829,0740,26AUG16093101505_0740_B4,26AUG16093101505_0740_S2,9.734,3.251,N/A,N/A,violate min dis,no violate drop off
E122,2016,26AUG23,26AUG16100001601,0327,0130,26AUG16100001601_0130_B3,26AUG16100001601_0130_S4,9.351,6.342,N/A,N/A,violate min dis,no violate drop off
E122,2016,26AUG23,26AUG16100001601,0327,0130,26AUG16100001601_0130_B4,26AUG16100001601_0130_S5,10.672,5.281,N/A,N/A,violate min dis,no violate drop off
E122,2016,26AUG23,26AUG16100001601,0327,0130,26AUG16100001601_0130_B5,26AUG16100001601_0130_S6,11.341,0,N/A,N/A,violate min dis,no violate drop off
E122,2016,26AUG23,26AUG16100001601,0327,0130,26AUG16100001601_0130_B6,26AUG16100001601_0130_S7,11.413,2.41,N/A,N/A,violate min dis,no violate drop off
E122,2016,26AUG23,26AUG16100001601,0327,0130,26AUG16100001601_0130_B7,26AUG16100001601_0130_S8,11.334,5.376,N/A,N/A,violate min dis,no violate drop off
E122,2016,26AUG23,26AUG16100001601,0327,0130,26AUG16100001601_0130_B8,26AUG16100001601_0130_S16,10.231,6.399,N/A,N/A,violate min dis,no violate drop off
E122,2016,26AUG23,26AUG16100001601,0327,0130,26AUG16100001601_0130_B9,26AUG16100001601_0130_S10,9.598,2.153,N/A,N/A,violate min dis,no violate drop off
E122,2016,26AUG23,26AUG16100001601,0327,0130,26AUG16100001601_0130_B10,26AUG16100001601_0130_S11,9.893,4.216,N/A,N/A,violate min dis,no violate drop off
E123,2016,26AUG23,26AUG16100001601,0327,0240,26AUG16100001601_0240_B7,26AUG16100001601_0240_S1,9.569,7.462,N/A,N/A,violate min dis,no violate drop off
E123,2016,26AUG23,26AUG16100001601,0327,0240,26AUG16100001601_0240_B1,26AUG16100001601_0240_S2,10.462,4.279,N/A,N/A,violate min dis,no violate drop off
E123,2016,26AUG23,26AUG16100001601,0327,0240,26AUG16100001601_0240_B2,26AUG16100001601_0240_S3,10.657,1.275,N/A,N/A,violate min dis,no violate drop off
E123,2016,26AUG23,26AUG16100001601,0327,0240,26AUG16100001601_0240_B3,26AUG16100001601_0240_S4,11.102,3.722,N/A,N/A,violate min dis,no violate drop off
E124,2016,26AUG23,26AUG16100001601,0327,0312,26AUG16100001601_0312_B1,26AUG16100001601_0312_S1,10.519,1.462,N/A,N/A,violate min dis,no violate drop off
E124,2016,26AUG23,26AUG16100001601,0327,0312,26AUG16100001601_0312_B4,26AUG16100001601_0312_S2,10.968,1.412,N/A,N/A,violate min dis,no violate drop off
E124,2016,26AUG23,26AUG16100001601,0327,0312,26AUG16100001601_0312_B5,26AUG16100001601_0312_S3,10.73,9.004,N/A,N/A,violate min dis,no violate drop off
E124,2016,26AUG23,26AUG16100001601,0327,0312,26AUG16100001601_0312_B6,26AUG16100001601_0312_S4,10.781,8.131,N/A,N/A,violate min dis,no violate drop off
E124,2016,26AUG23,26AUG16100001601,0327,0312,26AUG16100001601_0312_B7,26AUG16100001601_0312_S5,11.781,3.467,N/A,N/A,violate min dis,no violate drop off
E124,2016,26AUG23,26AUG16100001601,0327,0312,26AUG16100001601_0312_B8,26AUG16100001601_0312_S11,9.612,3.781,N/A,N/A,violate min dis,no violate drop off
E124,2016,26AUG23,26AUG16100001601,0327,0312,26AUG16100001601_0312_B9,26AUG16100001601_0312_S13,10.362,7.341,N/A,N/A,violate min dis,no violate drop off
E124,2016,26AUG23,26AUG16100001601,0327,0312,26AUG16100001601_0312_B10,26AUG16100001601_0312_S16,11.391,4.569,N/A,N/A,violate min dis,no violate drop off
E124,2016,26AUG23,26AUG16100001601,0327,0312,26AUG16100001601_0312_B11,26AUG16100001601_0312_S9,11.251,3.241,N/A,N/A,violate min dis,no violate drop off
E125,2016,26AUG23,26AUG16100001603,0921,0035,26AUG16100001603_0035_B1,26AUG16100001603_0035_S3,9.175,6.134,N/A,N/A,violate min dis,no violate drop off
E125,2016,26AUG23,26AUG16100001603,0921,0035,26AUG16100001603_0035_B2,26AUG16100001603_0035_S4,10.672,5.291,N/A,N/A,violate min dis,no violate drop off
E125,2016,26AUG23,26AUG16100001603,0921,0035,26AUG16100001603_0035_B3,26AUG16100001603_0035_S5,11.289,3.321,N/A,N/A,violate min dis,no violate drop off
E125,2016,26AUG23,26AUG16100001603,0921,0035,26AUG16100001603_0035_B4,26AUG16100001603_0035_S6,11.231,3.442,N/A,N/A,violate min dis,no violate drop off
E125,2016,26AUG23,26AUG16100001603,0921,0035,26AUG16100001603_0035_B5,26AUG16100001603_0035_S7,10.715,9.1,N/A,N/A,violate min dis,no violate drop off
E125,2016,26AUG23,26AUG16100001603,0921,0035,26AUG16100001603_0035_B22,26AUG16100001603_0035_S26,11.05,5.191,N/A,N/A,violate min dis,no violate drop off
E125,2016,26AUG23,26AUG16100001603,0921,0035,26AUG16100001603_0035_B7,26AUG16100001603_0035_S27,11.051,9.411,N/A,N/A,violate min dis,no violate drop off
E125,2016,26AUG23,26AUG16100001603,0921,0035,26AUG16100001603_0035_B8,26AUG16100001603_0035_S28,10.559,5.891,N/A,N/A,violate min dis,no violate drop off
E125,2016,26AUG23,26AUG16100001603,0921,0035,26AUG16100001603_0035_B9,26AUG16100001603_0035_S11,7.785,5.25,N/A,N/A,violate min dis,no violate drop off
E126,2016,26AUG23,26AUG16100001603,0921,0120,26AUG16100001603_0120_B3,26AUG16100001603_0120_S10,12.1,3.879,N/A,N/A,violate min dis,no violate drop off
E126,2016,26AUG23,26AUG16100001603,0921,0120,26AUG16100001603_0120_B4,26AUG16100001603_0120_S11,12.01,11.954,N/A,N/A,violate min dis,no violate drop off
E126,2016,26AUG23,26AUG16100001603,0921,0120,26AUG16100001603_0120_B5,26AUG16100001603_0120_S12,10.839,8.45,N/A,N/A,violate min dis,no violate drop off
E126,2016,26AUG23,26AUG16100001603,0921,0120,26AUG16100001603_0120_B6,26AUG16100001603_0120_S13,9.003,5.67,N/A,N/A,violate min dis,no violate drop off
E126,2016,26AUG23,26AUG16100001603,0921,0120,26AUG16100001603_0120_B7,26AUG16100001603_0120_S14,9.627,7.342,N/A,N/A,violate min dis,no violate drop off
E126,2016,26AUG23,26AUG16100001603,0921,0120,26AUG16100001603_0120_B8,26AUG16100001603_0120_S15,9.352,4.517,N/A,N/A,violate min dis,no violate drop off
E126,2016,26AUG23,26AUG16100001603,0921,0120,26AUG16100001603_0120_B9,26AUG16100001603_0120_S16,9.399,5.445,N/A,N/A,violate min dis,no violate drop off
E126,2016,26AUG23,26AUG16100001603,0921,0120,26AUG16100001603_0120_B10,26AUG16100001603_0120_S17,11.258,3.612,N/A,N/A,violate min dis,no violate drop off
E127,2016,26AUG23,26AUG16100001603,0921,0149,26AUG16100001603_0149_B1,26AUG16100001603_0149_S6,10.682,8.453,N/A,N/A,violate min dis,no violate drop off
E127,2016,26AUG23,26AUG16100001603,0921,0149,26AUG16100001603_0149_B4,26AUG16100001603_0149_S7,9.498,5.376,N/A,N/A,violate min dis,no violate drop off
E127,2016,26AUG23,26AUG16100001603,0921,0149,26AUG16100001603_0149_B5,26AUG16100001603_0149_S8,11.09,4.537,N/A,N/A,violate min dis,no violate drop off
E127,2016,26AUG23,26AUG16100001603,0921,0149,26AUG16100001603_0149_B6,26AUG16100001603_0149_S9,10.1,6.773,N/A,N/A,violate min dis,no violate drop off
E127,2016,26AUG23,26AUG16100001603,0921,0149,26AUG16100001603_0149_B7,26AUG16100001603_0149_S10,11.35,5.124,N/A,N/A,violate min dis,no violate drop off
E127,2016,26AUG23,26AUG16100001603,0921,0149,26AUG16100001603_0149_B8,26AUG16100001603_0149_S11,9.983,3.623,N/A,N/A,violate min dis,no violate drop off
E127,2016,26AUG23,26AUG16100001603,0921,0149,26AUG16100001603_0149_B9,26AUG16100001603_0149_S12,10.673,7.698,N/A,N/A,violate min dis,no violate drop off
E127,2016,26AUG23,26AUG16100001603,0921,0149,26AUG16100001603_0149_B10,26AUG16100001603_0149_S13,10.334,6.445,N/A,N/A,violate min dis,no violate drop off
E127,2016,26AUG23,26AUG16100001603,0921,0149,26AUG16100001603_0149_B11,26AUG16100001603_0149_S14,11.213,3.612,N/A,N/A,violate min dis,no violate drop off
E127,2016,26AUG23,26AUG16100001603,0921,0149,26AUG16100001603_0149_B12,26AUG16100001603_0149_S15,9.894,8.45,N/A,N/A,violate min dis,no violate drop off
E129,2016,26AUG23,26AUG16100001603,0921,0315,26AUG16100001603_0220_B1,26AUG16100001603_0220_S2,10.338,7.34,N/A,N/A,violate min dis,no violate drop off
E128,2016,26AUG23,26AUG16100001603,0921,0220,26AUG16100001603_0220_B2,26AUG16100001603_0220_S3,11.324,5.231,N/A,N/A,violate min dis,no violate drop off
E128,2016,26AUG23,26AUG16100001603,0921,0220,26AUG16100001603_0220_B3,26AUG16100001603_0220_S4,9.619,2.334,N/A,N/A,violate min dis,no violate drop off
E128,2016,26AUG23,26AUG16100001603,0921,0220,26AUG16100001603_0220_B4,26AUG16100001603_0220_S5,11.403,9.472,N/A,N/A,violate min dis,no violate drop off
E128,2016,26AUG23,26AUG16100001603,0921,0220,26AUG16100001603_0220_B5,26AUG16100001603_0220_S6,10.886,8.562,N/A,N/A,violate min dis,no violate drop off
E128,2016,26AUG23,26AUG16100001603,0921,0220,26AUG16100001603_0220_B6,26AUG16100001603_0220_S7,9.287,6.461,N/A,N/A,violate min dis,no violate drop off
E128,2016,26AUG23,26AUG16100001603,0921,0220,26AUG16100001603_0220_B7,26AUG16100001603_0220_S32,9.592,7.412,N/A,N/A,violate min dis,no violate drop off
E128,2016,26AUG23,26AUG16100001603,0921,0220,26AUG16100001603_0220_B8,26AUG16100001603_0220_S9,9.698,3.115,N/A,N/A,violate min dis,no violate drop off
E128,2016,26AUG23,26AUG16100001603,0921,0220,26AUG16100001603_0220_B9,26AUG16100001603_0220_S10,9.611,7.419,N/A,N/A,violate min dis,no violate drop off
E128,2016,26AUG23,26AUG16100001603,0921,0220,26AUG16100001603_0220_B10,26AUG16100001603_0220_S11,11.024,10.321,N/A,N/A,violate min dis,no violate drop off
E129,2016,26AUG23,26AUG16100001603,0921,0315,26AUG16100001603_0315_B2,26AUG16100001603_0315_S1,10.768,4.571,N/A,N/A,violate min dis,no violate drop off
E129,2016,26AUG23,26AUG16100001603,0921,0315,26AUG16100001603_0315_B3,26AUG16100001603_0315_S2,9.346,2.384,N/A,N/A,violate min dis,no violate drop off
E129,2016,26AUG23,26AUG16100001603,0921,0315,26AUG16100001603_0315_B4,26AUG16100001603_0315_S3,10.126,6.773,N/A,N/A,violate min dis,no violate drop off
E129,2016,26AUG23,26AUG16100001603,0921,0315,26AUG16100001603_0315_B5,26AUG16100001603_0315_S4,11.37,9.423,N/A,N/A,violate min dis,no violate drop off
E129,2016,26AUG23,26AUG16100001603,0921,0315,26AUG16100001603_0315_B6,26AUG16100001603_0315_S5,11.485,1.264,N/A,N/A,violate min dis,no violate drop off
E129,2016,26AUG23,26AUG16100001603,0921,0315,26AUG16100001603_0315_B7,26AUG16100001603_0315_S6,11.235,8.5,N/A,N/A,violate min dis,no violate drop off
E129,2016,26AUG23,26AUG16100001603,0921,0315,26AUG16100001603_0315_B8,26AUG16100001603_0315_S7,11.188,4.298,N/A,N/A,violate min dis,no violate drop off
E129,2016,26AUG23,26AUG16100001603,0921,0315,26AUG16100001603_0315_B9,26AUG16100001603_0315_S8,9.506,7.42,N/A,N/A,violate min dis,no violate drop off
E129,2016,26AUG23,26AUG16100001603,0921,0315,26AUG16100001603_0315_B10,26AUG16100001603_0315_S9,10.942,5.447,N/A,N/A,violate min dis,no violate drop off
E129,2016,26AUG23,26AUG16100001603,0921,0315,26AUG16100001603_0315_B11,26AUG16100001603_0315_S10,9.353,8.652,N/A,N/A,violate min dis,no violate drop off
E129,2016,26AUG23,26AUG16100001603,0921,0315,26AUG16100001603_0315_B12,26AUG16100001603_0315_S11,10.552,1.205,N/A,N/A,violate min dis,no violate drop off
E130,2016,26AUG23,26AUG16100001603,0921,0356,26AUG16100001603_0356_B1,26AUG16100001603_0356_S2,10.982,7.328,N/A,N/A,violate min dis,no violate drop off
E130,2016,26AUG23,26AUG16100001603,0921,0356,26AUG16100001603_0356_B2,26AUG16100001603_0356_S3,11.381,6.881,N/A,N/A,violate min dis,no violate drop off
E130,2016,26AUG23,26AUG16100001603,0921,0356,26AUG16100001603_0356_B3,26AUG16100001603_0356_S4,9.81,4.371,N/A,N/A,violate min dis,no violate drop off
E130,2016,26AUG23,26AUG16100001603,0921,0356,26AUG16100001603_0356_B4,26AUG16100001603_0356_S5,9.788,7.834,N/A,N/A,violate min dis,no violate drop off
E130,2016,26AUG23,26AUG16100001603,0921,0356,26AUG16100001603_0356_B5,26AUG16100001603_0356_S6,9.266,2.255,N/A,N/A,violate min dis,no violate drop off
E130,2016,26AUG23,26AUG16100001603,0921,0356,26AUG16100001603_0356_B6,26AUG16100001603_0356_S7,9.407,7.451,N/A,N/A,violate min dis,no violate drop off
E131,2016,26AUG23,26AUG16100001603,0921,0501,26AUG16100001603_0501_B1,26AUG16100001603_0501_S1,10.036,4.228,N/A,N/A,violate min dis,no violate drop off
E131,2016,26AUG23,26AUG16100001603,0921,0501,26AUG16100001603_0501_B2,26AUG16100001603_0501_S2,10.791,6.431,N/A,N/A,violate min dis,no violate drop off
E131,2016,26AUG23,26AUG16100001603,0921,0501,26AUG16100001603_0501_B3,26AUG16100001603_0501_S3,10.13,2.122,N/A,N/A,violate min dis,no violate drop off
E131,2016,26AUG23,26AUG16100001603,0921,0501,26AUG16100001603_0501_B4,26AUG16100001603_0501_S4,11.286,4.204,N/A,N/A,violate min dis,no violate drop off
E131,2016,26AUG23,26AUG16100001603,0921,0501,26AUG16100001603_0501_B5,26AUG16100001603_0501_S5,11.145,0.889,N/A,N/A,violate min dis,no violate drop off
E131,2016,26AUG23,26AUG16100001603,0921,0501,26AUG16100001603_0501_B6,26AUG16100001603_0501_S24,9.35,7.877,N/A,N/A,violate min dis,no violate drop off
E131,2016,26AUG23,26AUG16100001603,0921,0501,26AUG16100001603_0501_B7,26AUG16100001603_0501_S7,11.131,2.099,N/A,N/A,violate min dis,no violate drop off
E131,2016,26AUG23,26AUG16100001603,0921,0501,26AUG16100001603_0501_B8,26AUG16100001603_0501_S8,11.196,1.373,N/A,N/A,violate min dis,no violate drop off
E132,2016,26AUG23,26AUG16100001603,0921,0607,26AUG16100001603_0607_B1,26AUG16100001603_0607_S2,9.601,8.6,N/A,N/A,violate min dis,no violate drop off
E132,2016,26AUG23,26AUG16100001603,0921,0607,26AUG16100001603_0607_B2,26AUG16100001603_0607_S3,9.328,3.206,N/A,N/A,violate min dis,no violate drop off
E132,2016,26AUG23,26AUG16100001603,0921,0607,26AUG16100001603_0607_B3,26AUG16100001603_0607_S4,10.099,5.458,N/A,N/A,violate min dis,no violate drop off
E132,2016,26AUG23,26AUG16100001603,0921,0607,26AUG16100001603_0607_B4,26AUG16100001603_0607_S5,10.63,2.859,N/A,N/A,violate min dis,no violate drop off
E132,2016,26AUG23,26AUG16100001603,0921,0607,26AUG16100001603_0607_B5,26AUG16100001603_0607_S6,11.447,6.802,N/A,N/A,violate min dis,no violate drop off
E132,2016,26AUG23,26AUG16100001603,0921,0607,26AUG16100001603_0607_B6,26AUG16100001603_0607_S7,11.302,2.935,N/A,N/A,violate min dis,no violate drop off
E133,2016,26AUG23,26AUG16100001603,0921,0639,26AUG16100001603_0639_B1,26AUG16100001603_0639_S1,10.672,0,N/A,N/A,violate min dis,no violate drop off
E134,2016,26AUG23,26AUG16100001603,0921,0722,26AUG16100001603_0722_B1,26AUG16100001603_0722_S2,10.892,4.329,N/A,N/A,violate min dis,no violate drop off
E135,2016,26AUG23,26AUG16100001603,0921,0808,26AUG16100001603_0808_B1,26AUG16100001603_0808_S1,11.092,5.658,N/A,N/A,violate min dis,no violate drop off
