EVE,YEAR,DATE,FLIGHT,V_LENGTH,TIMELINE,BOAT_CODE,WS_CODE,BOAT_LENGTH,BOAT_DIST,BOAT_DROP,DROP_POSITION,BOAT_VIOLATE,BOAT_VIOLATE_DROP
E135,2016,26AUG23,26AUG16100001603,0921,0808,26AUG16100001603_0808_B2,26AUG16100001603_0808_S2,11.152,10.818,N/A,N/A,violate min dis,no violate drop off
E135,2016,26AUG23,26AUG16100001603,0921,0808,26AUG16100001603_0808_B3,26AUG16100001603_0808_S3,10.666,8.794,N/A,N/A,violate min dis,no violate drop off
E135,2016,26AUG23,26AUG16100001603,0921,0808,26AUG16100001603_0808_B4,26AUG16100001603_0808_S4,9.898,7.129,N/A,N/A,violate min dis,no violate drop off
E135,2016,26AUG23,26AUG16100001603,0921,0808,26AUG16100001603_0808_B5,26AUG16100001603_0808_S5,9.853,1.465,N/A,N/A,violate min dis,no violate drop off
E136,2016,26AUG23,26AUG16100001603,0921,0900,26AUG16100001603_0900_B1,26AUG16100001603_0900_S1,10.624,9.352,N/A,N/A,violate min dis,no violate drop off
E136,2016,26AUG23,26AUG16100001603,0921,0900,26AUG16100001603_0900_B2,26AUG16100001603_0900_S2,9.234,7.369,N/A,N/A,violate min dis,no violate drop off
E136,2016,26AUG23,26AUG16100001603,0921,0900,26AUG16100001603_0900_B3,26AUG16100001603_0900_S3,10.87,2.441,N/A,N/A,violate min dis,no violate drop off
E136,2016,26AUG23,26AUG16100001603,0921,0900,26AUG16100001603_0900_B4,26AUG16100001603_0900_S4,10.314,1.69,N/A,N/A,violate min dis,no violate drop off
E136,2016,26AUG23,26AUG16100001603,0921,0900,26AUG16100001603_0900_B5,26AUG16100001603_0900_S5,11.5,9.217,N/A,N/A,violate min dis,no violate drop off
E137,2016,26AUG23,26AUG16103801701,0921,0131,26AUG16103801701_0131_B1,26AUG16103801701_0131_S3,10.847,1.549,N/A,N/A,violate min dis,no violate drop off
E137,2016,26AUG23,26AUG16103801701,0921,0131,26AUG16103801701_0131_B2,26AUG16103801701_0131_S4,10.874,9.309,N/A,N/A,violate min dis,no violate drop off
E137,2016,26AUG23,26AUG16103801701,0921,0131,26AUG16103801701_0131_B3,26AUG16103801701_0131_S5,10.778,8.51,N/A,N/A,violate min dis,no violate drop off
E137,2016,26AUG23,26AUG16103801701,0921,0131,26AUG16103801701_0131_B4,26AUG16103801701_0131_S6,9.368,4.344,N/A,N/A,violate min dis,no violate drop off
E137,2016,26AUG23,26AUG16103801701,0921,0131,26AUG16103801701_0131_B5,26AUG16103801701_0131_S7,11.498,6.206,N/A,N/A,violate min dis,no violate drop off
E138,2016,26AUG23,26AUG16103801701,0921,0213,26AUG16103801701_0213_B1,26AUG16103801701_0213_S1,11.433,9.055,N/A,N/A,violate min dis,no violate drop off
E138,2016,26AUG23,26AUG16103801701,0921,0213,26AUG16103801701_0213_B2,26AUG16103801701_0213_S2,11.25,8.475,N/A,N/A,violate min dis,no violate drop off
E138,2016,26AUG23,26AUG16103801701,0921,0213,26AUG16103801701_0213_B3,26AUG16103801701_0213_S3,10.631,2.442,N/A,N/A,violate min dis,no violate drop off
E138,2016,26AUG23,26AUG16103801701,0921,0213,26AUG16103801701_0213_B4,26AUG16103801701_0213_S4,11.286,0.213,N/A,N/A,violate min dis,no violate drop off
E138,2016,26AUG23,26AUG16103801701,0921,0213,26AUG16103801701_0213_B5,26AUG16103801701_0213_S5,11.035,1.429,N/A,N/A,violate min dis,no violate drop off
E138,2016,26AUG23,26AUG16103801701,0921,0213,26AUG16103801701_0213_B6,26AUG16103801701_0213_S6,10.467,7.224,N/A,N/A,violate min dis,no violate drop off
E139,2016,26AUG23,26AUG16103801701,0921,0307,26AUG16103801701_0307_B1,26AUG16103801701_0307_S1,9.964,6.806,N/A,N/A,violate min dis,no violate drop off
E139,2016,26AUG23,26AUG16103801701,0921,0307,26AUG16103801701_0307_B2,26AUG16103801701_0307_S2,9.888,2.573,N/A,N/A,violate min dis,no violate drop off
E139,2016,26AUG23,26AUG16103801701,0921,0307,26AUG16103801701_0307_B3,26AUG16103801701_0307_S3,10.13,8.381,N/A,N/A,violate min dis,no violate drop off
E139,2016,26AUG23,26AUG16103801701,0921,0307,26AUG16103801701_0307_B4,26AUG16103801701_0307_S4,10.339,8.368,N/A,N/A,violate min dis,no violate drop off
E139,2016,26AUG23,26AUG16103801701,0921,0307,26AUG16103801701_0307_B5,26AUG16103801701_0307_S5,9.931,9.059,N/A,N/A,violate min dis,no violate drop off
E140,2016,26AUG23,26AUG16103801701,0921,0410,26AUG16103801701_0410_B1,26AUG16103801701_0410_S3,10.832,9.116,N/A,N/A,violate min dis,no violate drop off
E140,2016,26AUG23,26AUG16103801701,0921,0410,26AUG16103801701_0410_B1,26AUG16103801701_0410_S4,10.276,8.304,N/A,N/A,violate min dis,no violate drop off
E140,2016,26AUG23,26AUG16103801701,0921,0410,26AUG16103801701_0410_B2,26AUG16103801701_0410_S5,10.39,3.919,N/A,N/A,violate min dis,no violate drop off
E140,2016,26AUG23,26AUG16103801701,0921,0410,26AUG16103801701_0410_B3,26AUG16103801701_0410_S6,9.616,2.383,N/A,N/A,violate min dis,no violate drop off
E140,2016,26AUG23,26AUG16103801701,0921,0410,26AUG16103801701_0410_B4,26AUG16103801701_0410_S7,10.216,5.992,N/A,N/A,violate min dis,no violate drop off
E140,2016,26AUG23,26AUG16103801701,0921,0410,26AUG16103801701_0410_B5,26AUG16103801701_0410_S8,10.09,7.42,N/A,N/A,violate min dis,no violate drop off
E140,2016,26AUG23,26AUG16103801701,0921,0410,26AUG16103801701_0410_B6,26AUG16103801701_0410_S9,11.339,0.61,N/A,N/A,violate min dis,no violate drop off
E140,2016,26AUG23,26AUG16103801701,0921,0410,26AUG16103801701_0410_B7,26AUG16103801701_0410_S10,11.322,5.38,N/A,N/A,violate min dis,no violate drop off
E141,2016,26AUG23,26AUG16103801701,0921,0457,26AUG16103801701_0457_B1,26AUG16103801701_0457_S23,11.162,4.358,N/A,N/A,violate min dis,no violate drop off
E141,2016,26AUG23,26AUG16103801701,0921,0457,26AUG16103801701_0457_B2,26AUG16103801701_0457_S24,9.723,7.535,N/A,N/A,violate min dis,no violate drop off
E141,2016,26AUG23,26AUG16103801701,0921,0457,26AUG16103801701_0457_B3,26AUG16103801701_0457_S25,11.212,7.08,N/A,N/A,violate min dis,no violate drop off
E141,2016,26AUG23,26AUG16103801701,0921,0457,26AUG16103801701_0457_B4,26AUG16103801701_0457_S26,11.029,7.983,N/A,N/A,violate min dis,no violate drop off
E141,2016,26AUG23,26AUG16103801701,0921,0457,26AUG16103801701_0457_B5,26AUG16103801701_0457_S27,10.471,5.13,N/A,N/A,violate min dis,no violate drop off
E142,2016,26AUG23,26AUG16103801701,0921,0541,26AUG16103801701_0541_B1,26AUG16103801701_0541_S1,10.999,8.919,N/A,N/A,violate min dis,no violate drop off
E142,2016,26AUG23,26AUG16103801701,0921,0541,26AUG16103801701_0541_B2,26AUG16103801701_0541_S2,11.274,5.184,N/A,N/A,violate min dis,no violate drop off
E142,2016,26AUG23,26AUG16103801701,0921,0541,26AUG16103801701_0541_B3,26AUG16103801701_0541_S3,11.232,7.113,N/A,N/A,violate min dis,no violate drop off
E142,2016,26AUG23,26AUG16103801701,0921,0541,26AUG16103801701_0541_B4,26AUG16103801701_0541_S4,10.807,7.246,N/A,N/A,violate min dis,no violate drop off
E142,2016,26AUG23,26AUG16103801701,0921,0541,26AUG16103801701_0541_B5,26AUG16103801701_0541_S5,9.365,7.438,N/A,N/A,violate min dis,no violate drop off
E143,2016,26AUG23,26AUG16103801701,0921,0626,26AUG16103801701_0626_B1,26AUG16103801701_0626_S1,10.15,1.24,N/A,N/A,violate min dis,no violate drop off
E143,2016,26AUG23,26AUG16103801701,0921,0626,26AUG16103801701_0626_B2,26AUG16103801701_0626_S2,9.536,8.979,N/A,N/A,violate min dis,no violate drop off
E143,2016,26AUG23,26AUG16103801701,0921,0626,26AUG16103801701_0626_B3,26AUG16103801701_0626_S3,9.872,4.618,N/A,N/A,violate min dis,no violate drop off
E143,2016,26AUG23,26AUG16103801701,0921,0626,26AUG16103801701_0626_B4,26AUG16103801701_0626_S4,10.708,1.865,N/A,N/A,violate min dis,no violate drop off
E143,2016,26AUG23,26AUG16103801701,0921,0626,26AUG16103801701_0626_B5,26AUG16103801701_0626_S5,11.306,7.531,N/A,N/A,violate min dis,no violate drop off
E143,2016,26AUG23,26AUG16103801701,0921,0626,26AUG16103801701_0626_B6,26AUG16103801701_0626_S6,9.474,7.142,N/A,N/A,violate min dis,no violate drop off
E143,2016,26AUG23,26AUG16103801701,0921,0626,26AUG16103801701_0626_B7,26AUG16103801701_0626_S7,9.494,1.87,N/A,N/A,violate min dis,no violate drop off
E143,2016,26AUG23,26AUG16103801701,0921,0626,26AUG16103801701_0626_B8,26AUG16103801701_0626_S8,11.221,5.138,N/A,N/A,violate min dis,no violate drop off
E144,2016,26AUG23,26AUG16103801701,0921,0704,26AUG16103801701_0704_B1,26AUG16103801701_0704_S1,10.832,6.746,N/A,N/A,violate min dis,no violate drop off
E144,2016,26AUG23,26AUG16103801701,0921,0704,26AUG16103801701_0704_B2,26AUG16103801701_0704_S2,9.46,8.523,N/A,N/A,violate min dis,no violate drop off
E144,2016,26AUG23,26AUG16103801701,0921,0704,26AUG16103801701_0704_B3,26AUG16103801701_0704_S3,11.082,7.287,N/A,N/A,violate min dis,no violate drop off
E144,2016,26AUG23,26AUG16103801701,0921,0704,26AUG16103801701_0704_B4,26AUG16103801701_0704_S4,9.443,7.52,N/A,N/A,violate min dis,no violate drop off
E144,2016,26AUG23,26AUG16103801701,0921,0704,26AUG16103801701_0704_B5,26AUG16103801701_0704_S5,9.453,6.406,N/A,N/A,violate min dis,no violate drop off
E144,2016,26AUG23,26AUG16103801701,0921,0704,26AUG16103801701_0704_B6,26AUG16103801701_0704_S6,9.933,2.923,N/A,N/A,violate min dis,no violate drop off
E144,2016,26AUG23,26AUG16103801701,0921,0704,26AUG16103801701_0704_B7,26AUG16103801701_0704_S7,9.711,4.497,N/A,N/A,violate min dis,no violate drop off
E144,2016,26AUG23,26AUG16103801701,0921,0704,26AUG16103801701_0704_B8,26AUG16103801701_0704_S8,11.434,7.495,N/A,N/A,violate min dis,no violate drop off
E145,2016,26AUG23,26AUG16103801701,0921,0740,26AUG16103801701_0740_B1,26AUG16103801701_0740_S23,10.975,7.865,N/A,N/A,violate min dis,no violate drop off
E145,2016,26AUG23,26AUG16103801701,0921,0740,26AUG16103801701_0740_B2,26AUG16103801701_0740_S24,9.447,4.083,N/A,N/A,violate min dis,no violate drop off
E145,2016,26AUG23,26AUG16103801701,0921,0740,26AUG16103801701_0740_B3,26AUG16103801701_0740_S25,10.237,7.176,N/A,N/A,violate min dis,no violate drop off
E145,2016,26AUG23,26AUG16103801701,0921,0740,26AUG16103801701_0740_B4,26AUG16103801701_0740_S26,10.571,2.762,N/A,N/A,violate min dis,no violate drop off
E145,2016,26AUG23,26AUG16103801701,0921,0740,26AUG16103801701_0740_B5,26AUG16103801701_0740_S27,10.672,0.187,N/A,N/A,violate min dis,no violate drop off
E145,2016,26AUG23,26AUG16103801701,0921,0740,26AUG16103801701_0740_B6,26AUG16103801701_0740_S28,11.442,4.455,N/A,N/A,violate min dis,no violate drop off
E145,2016,26AUG23,26AUG16103801701,0921,0740,26AUG16103801701_0740_B7,26AUG16103801701_0740_S29,9.267,7.201,N/A,N/A,violate min dis,no violate drop off
E146,2016,26AUG23,26AUG16103801701,0921,0802,26AUG16103801701_0802_B2,26AUG16103801701_0802_S1,9.307,5.373,N/A,N/A,violate min dis,no violate drop off
E146,2016,26AUG23,26AUG16103801701,0921,0802,26AUG16103801701_0802_B1,26AUG16103801701_0802_S2,11.012,4.623,N/A,N/A,violate min dis,no violate drop off
E146,2016,26AUG23,26AUG16103801701,0921,0802,26AUG16103801701_0802_B3,26AUG16103801701_0802_S3,9.323,5.247,N/A,N/A,violate min dis,no violate drop off
E146,2016,26AUG23,26AUG16103801701,0921,0802,26AUG16103801701_0802_B4,26AUG16103801701_0802_S4,10.415,9.17,N/A,N/A,violate min dis,no violate drop off
E146,2016,26AUG23,26AUG16103801701,0921,0802,26AUG16103801701_0802_B5,26AUG16103801701_0802_S5,9.427,3.869,N/A,N/A,violate min dis,no violate drop off
E147,2016,26AUG23,26AUG16103801701,0921,0900,26AUG16103801701_0900_B1,26AUG16103801701_0900_S1,10.102,8.102,N/A,N/A,violate min dis,no violate drop off
E147,2016,26AUG23,26AUG16103801701,0921,0900,26AUG16103801701_0900_B2,26AUG16103801701_0900_S2,11.476,7.627,N/A,N/A,violate min dis,no violate drop off
E147,2016,26AUG23,26AUG16103801701,0921,0900,26AUG16103801701_0900_B3,26AUG16103801701_0900_S3,9.533,5.883,N/A,N/A,violate min dis,no violate drop off
E147,2016,26AUG23,26AUG16103801701,0921,0900,26AUG16103801701_0900_B4,26AUG16103801701_0900_S4,11.351,7.672,N/A,N/A,violate min dis,no violate drop off
E147,2016,26AUG23,26AUG16103801701,0921,0900,26AUG16103801701_0900_B5,26AUG16103801701_0900_S5,10.39,6.608,N/A,N/A,violate min dis,no violate drop off
E147,2016,26AUG23,26AUG16103801701,0921,0900,26AUG16103801701_0900_B6,26AUG16103801701_0900_S6,10.181,7.812,N/A,N/A,violate min dis,no violate drop off
E147,2016,26AUG23,26AUG16103801701,0921,0900,26AUG16103801701_0900_B7,26AUG16103801701_0900_S7,9.8,2.377,N/A,N/A,violate min dis,no violate drop off
E147,2016,26AUG23,26AUG16103801701,0921,0900,26AUG16103801701_0900_B8,26AUG16103801701_0900_S8,9.389,8.233,N/A,N/A,violate min dis,no violate drop off
E147,2016,26AUG23,26AUG16103801701,0921,0900,26AUG16103801701_0900_B9,26AUG16103801701_0900_S9,11.468,8.191,N/A,N/A,violate min dis,no violate drop off
E148,2016,26AUG23,26AUG16103801702,0425,0027,26AUG16103801702_0027_B1,26AUG16103801702_0027_S1,9.442,6.887,N/A,N/A,violate min dis,no violate drop off
E148,2016,26AUG23,26AUG16103801702,0425,0027,26AUG16103801702_0027_B2,26AUG16103801702_0027_S2,10.842,9.098,N/A,N/A,violate min dis,no violate drop off
E148,2016,26AUG23,26AUG16103801702,0425,0027,26AUG16103801702_0027_B3,26AUG16103801702_0027_S3,9.959,4.976,N/A,N/A,violate min dis,no violate drop off
E148,2016,26AUG23,26AUG16103801702,0425,0027,26AUG16103801702_0027_B4,26AUG16103801702_0027_S4,11.446,4.714,N/A,N/A,violate min dis,no violate drop off
E148,2016,26AUG23,26AUG16103801702,0425,0027,26AUG16103801702_0027_B5,26AUG16103801702_0027_S5,9.814,1.117,N/A,N/A,violate min dis,no violate drop off
E149,2016,26AUG23,26AUG16103801702,0425,0052,26AUG16103801702_0052_B1,26AUG16103801702_0052_S11,10.961,4.502,N/A,N/A,violate min dis,no violate drop off
E149,2016,26AUG23,26AUG16103801702,0425,0052,26AUG16103801702_0052_B2,26AUG16103801702_0052_S12,10.438,6.462,N/A,N/A,violate min dis,no violate drop off
E149,2016,26AUG23,26AUG16103801702,0425,0052,26AUG16103801702_0052_B3,26AUG16103801702_0052_S13,9.618,2.554,N/A,N/A,violate min dis,no violate drop off
E149,2016,26AUG23,26AUG16103801702,0425,0052,26AUG16103801702_0052_B4,26AUG16103801702_0052_S14,9.903,7.659,N/A,N/A,violate min dis,no violate drop off
E149,2016,26AUG23,26AUG16103801702,0425,0052,26AUG16103801702_0052_B5,26AUG16103801702_0052_S15,11.108,4.923,N/A,N/A,violate min dis,no violate drop off
E149,2016,26AUG23,26AUG16103801702,0425,0052,26AUG16103801702_0052_B6,26AUG16103801702_0052_S16,10.463,8.195,N/A,N/A,violate min dis,no violate drop off
E150,2016,26AUG23,26AUG16103801702,0425,0132,26AUG16103801702_0132_B1,26AUG16103801702_0132_S1,11.008,8.468,N/A,N/A,violate min dis,no violate drop off
E150,2016,26AUG23,26AUG16103801702,0425,0132,26AUG16103801702_0132_B2,26AUG16103801702_0132_S2,10.755,4.49,N/A,N/A,violate min dis,no violate drop off
E150,2016,26AUG23,26AUG16103801702,0425,0132,26AUG16103801702_0132_B3,26AUG16103801702_0132_S3,11.074,5.667,N/A,N/A,violate min dis,no violate drop off
E150,2016,26AUG23,26AUG16103801702,0425,0132,26AUG16103801702_0132_B4,26AUG16103801702_0132_S4,10.043,7.112,N/A,N/A,violate min dis,no violate drop off
E150,2016,26AUG23,26AUG16103801702,0425,0132,26AUG16103801702_0132_B5,26AUG16103801702_0132_S5,10.401,0.139,N/A,N/A,violate min dis,no violate drop off
E150,2016,26AUG23,26AUG16103801702,0425,0132,26AUG16103801702_0132_B6,26AUG16103801702_0132_S6,10.657,2.94,N/A,N/A,violate min dis,no violate drop off
E150,2016,26AUG23,26AUG16103801702,0425,0132,26AUG16103801702_0132_B7,26AUG16103801702_0132_S7,9.478,0.717,N/A,N/A,violate min dis,no violate drop off
E151,2016,26AUG23,26AUG16103801702,0425,0223,26AUG16103801702_0223_B1,26AUG16103801702_0223_S1,10.312,3.506,N/A,N/A,violate min dis,no violate drop off
E151,2016,26AUG23,26AUG16103801702,0425,0223,26AUG16103801702_0223_B2,26AUG16103801702_0223_S2,10.126,7.635,N/A,N/A,violate min dis,no violate drop off
E151,2016,26AUG23,26AUG16103801702,0425,0223,26AUG16103801702_0223_B3,26AUG16103801702_0223_S3,10.593,6.185,N/A,N/A,violate min dis,no violate drop off
E151,2016,26AUG23,26AUG16103801702,0425,0223,26AUG16103801702_0223_B4,26AUG16103801702_0223_S4,11.031,6.378,N/A,N/A,violate min dis,no violate drop off
E151,2016,26AUG23,26AUG16103801702,0425,0223,26AUG16103801702_0223_B5,26AUG16103801702_0223_S5,9.946,8.538,N/A,N/A,violate min dis,no violate drop off
E152,2016,26AUG23,26AUG16103801702,0425,0330,26AUG16103801702_0330_B1,26AUG16103801702_0330_S1,10.177,8.489,N/A,N/A,violate min dis,no violate drop off
E152,2016,26AUG23,26AUG16103801702,0425,0330,26AUG16103801702_0330_B2,26AUG16103801702_0330_S2,9.319,5.295,N/A,N/A,violate min dis,no violate drop off
E152,2016,26AUG23,26AUG16103801702,0425,0330,26AUG16103801702_0330_B3,26AUG16103801702_0330_S3,10.473,0.276,N/A,N/A,violate min dis,no violate drop off
E152,2016,26AUG23,26AUG16103801702,0425,0330,26AUG16103801702_0330_B4,26AUG16103801702_0330_S4,9.314,6.017,N/A,N/A,violate min dis,no violate drop off
E152,2016,26AUG23,26AUG16103801702,0425,0330,26AUG16103801702_0330_B5,26AUG16103801702_0330_S5,10.056,0.837,N/A,N/A,violate min dis,no violate drop off
E152,2016,26AUG23,26AUG16103801702,0425,0330,26AUG16103801702_0330_B6,26AUG16103801702_0330_S6,9.407,6.134,N/A,N/A,violate min dis,no violate drop off
E153,2016,26AUG23,26AUG16103801702,0425,0355,26AUG16103801702_0355_B1,26AUG16103801702_0355_S1,10.422,5.293,N/A,N/A,violate min dis,no violate drop off
E153,2016,26AUG23,26AUG16103801702,0425,0355,26AUG16103801702_0355_B2,26AUG16103801702_0355_S2,10.882,8.071,N/A,N/A,violate min dis,no violate drop off
E153,2016,26AUG23,26AUG16103801702,0425,0355,26AUG16103801702_0355_B3,26AUG16103801702_0355_S3,10.717,6.473,N/A,N/A,violate min dis,no violate drop off
E153,2016,26AUG23,26AUG16103801702,0425,0355,26AUG16103801702_0355_B4,26AUG16103801702_0355_S4,10.818,4.187,N/A,N/A,violate min dis,no violate drop off
E153,2016,26AUG23,26AUG16103801702,0425,0355,26AUG16103801702_0355_B5,26AUG16103801702_0355_S5,11.163,0.905,N/A,N/A,violate min dis,no violate drop off
E153,2016,26AUG23,26AUG16103801702,0425,0355,26AUG16103801702_0355_B6,26AUG16103801702_0355_S6,9.695,8.056,N/A,N/A,violate min dis,no violate drop off
E154,2016,26AUG23,26AUG16110101801,0921,0147,26AUG16110101801_0147_B1,26AUG16110101801_0147_S1,11.125,8.636,N/A,N/A,violate min dis,no violate drop off
E154,2016,26AUG23,26AUG16110101801,0921,0147,26AUG16110101801_0147_B2,26AUG16110101801_0147_S2,10.583,2.399,N/A,N/A,violate min dis,no violate drop off
E154,2016,26AUG23,26AUG16110101801,0921,0147,26AUG16110101801_0147_B3,26AUG16110101801_0147_S3,9.588,8.605,N/A,N/A,violate min dis,no violate drop off
E154,2016,26AUG23,26AUG16110101801,0921,0147,26AUG16110101801_0147_B4,26AUG16110101801_0147_S4,9.802,2.206,N/A,N/A,violate min dis,no violate drop off
E154,2016,26AUG23,26AUG16110101801,0921,0147,26AUG16110101801_0147_B5,26AUG16110101801_0147_S5,9.57,1.824,N/A,N/A,violate min dis,no violate drop off
E154,2016,26AUG23,26AUG16110101801,0921,0147,26AUG16110101801_0147_B6,26AUG16110101801_0147_S6,10.687,3.053,N/A,N/A,violate min dis,no violate drop off
E154,2016,26AUG23,26AUG16110101801,0921,0147,26AUG16110101801_0147_B7,26AUG16110101801_0147_S7,9.446,7.446,N/A,N/A,violate min dis,no violate drop off
E155,2016,26AUG23,26AUG16110101801,0921,0233,26AUG16110101801_0233_B2,26AUG16110101801_0233_S1,10.857,8.649,N/A,N/A,violate min dis,no violate drop off
E155,2016,26AUG23,26AUG16110101801,0921,0233,26AUG16110101801_0233_B1,26AUG16110101801_0233_S2,10.873,8.309,N/A,N/A,violate min dis,no violate drop off
E155,2016,26AUG23,26AUG16110101801,0921,0233,26AUG16110101801_0233_B3,26AUG16110101801_0233_S3,9.951,0.894,N/A,N/A,violate min dis,no violate drop off
E155,2016,26AUG23,26AUG16110101801,0921,0233,26AUG16110101801_0233_B4,26AUG16110101801_0233_S4,9.316,4.61,N/A,N/A,violate min dis,no violate drop off
E155,2016,26AUG23,26AUG16110101801,0921,0233,26AUG16110101801_0233_B5,26AUG16110101801_0233_S5,11.423,4.548,N/A,N/A,violate min dis,no violate drop off
E155,2016,26AUG23,26AUG16110101801,0921,0233,26AUG16110101801_0233_B6,26AUG16110101801_0233_S6,11.301,2.785,N/A,N/A,violate min dis,no violate drop off
E156,2016,26AUG23,26AUG16110101801,0921,0322,26AUG16110101801_0322_B1,26AUG16110101801_0322_S1,11.403,6.166,N/A,N/A,violate min dis,no violate drop off
E156,2016,26AUG23,26AUG16110101801,0921,0322,26AUG16110101801_0322_B2,26AUG16110101801_0322_S2,10.298,7.114,N/A,N/A,violate min dis,no violate drop off
E156,2016,26AUG23,26AUG16110101801,0921,0322,26AUG16110101801_0322_B3,26AUG16110101801_0322_S3,9.436,6.89,N/A,N/A,violate min dis,no violate drop off
E156,2016,26AUG23,26AUG16110101801,0921,0322,26AUG16110101801_0322_B4,26AUG16110101801_0322_S4,11.475,5.546,N/A,N/A,violate min dis,no violate drop off
E156,2016,26AUG23,26AUG16110101801,0921,0322,26AUG16110101801_0322_B5,26AUG16110101801_0322_S5,9.972,6.218,N/A,N/A,violate min dis,no violate drop off
E156,2016,26AUG23,26AUG16110101801,0921,0322,26AUG16110101801_0322_B6,26AUG16110101801_0322_S6,9.538,7.579,N/A,N/A,violate min dis,no violate drop off
E156,2016,26AUG23,26AUG16110101801,0921,0322,26AUG16110101801_0322_B7,26AUG16110101801_0322_S7,9.661,8.645,N/A,N/A,violate min dis,no violate drop off
E157,2016,26AUG23,26AUG16110101801,0921,0441,26AUG16110101801_0441_B1,26AUG16110101801_0441_S1,10.427,7.879,N/A,N/A,violate min dis,no violate drop off
E157,2016,26AUG23,26AUG16110101801,0921,0441,26AUG16110101801_0441_B2,26AUG16110101801_0441_S2,10.714,8.375,N/A,N/A,violate min dis,no violate drop off
E157,2016,26AUG23,26AUG16110101801,0921,0441,26AUG16110101801_0441_B3,26AUG16110101801_0441_S3,10.169,7.307,N/A,N/A,violate min dis,no violate drop off
E157,2016,26AUG23,26AUG16110101801,0921,0441,26AUG16110101801_0441_B4,26AUG16110101801_0441_S4,9.573,3.226,N/A,N/A,violate min dis,no violate drop off
E157,2016,26AUG23,26AUG16110101801,0921,0441,26AUG16110101801_0441_B5,26AUG16110101801_0441_S5,11.15,5.428,N/A,N/A,violate min dis,no violate drop off
E157,2016,26AUG23,26AUG16110101801,0921,0441,26AUG16110101801_0441_B6,26AUG16110101801_0441_S6,9.766,1.753,N/A,N/A,violate min dis,no violate drop off
E157,2016,26AUG23,26AUG16110101801,0921,0441,26AUG16110101801_0441_B7,26AUG16110101801_0441_S7,10.937,8.494,N/A,N/A,violate min dis,no violate drop off
E157,2016,26AUG23,26AUG16110101801,0921,0441,26AUG16110101801_0441_B8,26AUG16110101801_0441_S8,11.426,0.04,N/A,N/A,violate min dis,no violate drop off
E158,2016,26AUG23,26AUG16110101801,0921,0529,26AUG16110101801_0529_B1,26AUG16110101801_0529_S1,10.439,9.424,N/A,N/A,violate min dis,no violate drop off
E158,2016,26AUG23,26AUG16110101801,0921,0529,26AUG16110101801_0529_B2,26AUG16110101801_0529_S2,9.338,9.066,N/A,N/A,violate min dis,no violate drop off
E158,2016,26AUG23,26AUG16110101801,0921,0529,26AUG16110101801_0529_B3,26AUG16110101801_0529_S3,10.968,2.755,N/A,N/A,violate min dis,no violate drop off
E158,2016,26AUG23,26AUG16110101801,0921,0529,26AUG16110101801_0529_B4,26AUG16110101801_0529_S4,10.746,4.637,N/A,N/A,violate min dis,no violate drop off
E158,2016,26AUG23,26AUG16110101801,0921,0529,26AUG16110101801_0529_B5,26AUG16110101801_0529_S5,9.647,8.803,N/A,N/A,violate min dis,no violate drop off
E158,2016,26AUG23,26AUG16110101801,0921,0529,26AUG16110101801_0529_B6,26AUG16110101801_0529_S6,10.256,2.487,N/A,N/A,violate min dis,no violate drop off
E159,2016,26AUG23,26AUG16110101801,0921,0635,26AUG16110101801_0635_B1,26AUG16110101801_0635_S1,10.984,4.094,N/A,N/A,violate min dis,no violate drop off
E159,2016,26AUG23,26AUG16110101801,0921,0635,26AUG16110101801_0635_B2,26AUG16110101801_0635_S2,10.6,7.099,N/A,N/A,violate min dis,no violate drop off
E159,2016,26AUG23,26AUG16110101801,0921,0635,26AUG16110101801_0635_B3,26AUG16110101801_0635_S3,9.03,7.826,N/A,N/A,violate min dis,no violate drop off
E160,2016,26AUG23,26AUG16110101801,0921,0802,26AUG16110101801_0802_B1,26AUG16110101801_0802_S1,10.299,6.607,N/A,N/A,violate min dis,no violate drop off
E160,2016,26AUG23,26AUG16110101801,0921,0802,26AUG16110101801_0802_B2,26AUG16110101801_0802_S2,9.966,5.222,N/A,N/A,violate min dis,no violate drop off
E160,2016,26AUG23,26AUG16110101801,0921,0802,26AUG16110101801_0802_B3,26AUG16110101801_0802_S3,10.569,3.667,N/A,N/A,violate min dis,no violate drop off
E160,2016,26AUG23,26AUG16110101801,0921,0802,26AUG16110101801_0802_B4,26AUG16110101801_0802_S4,10.408,0.46,N/A,N/A,violate min dis,no violate drop off
E161,2016,26AUG23,26AUG16110101801,0921,0828,26AUG16110101801_0828_B1,26AUG16110101801_0828_S1,11.143,5.973,N/A,N/A,violate min dis,no violate drop off
E161,2016,26AUG23,26AUG16110101801,0921,0828,26AUG16110101801_0828_B2,26AUG16110101801_0828_S2,9.653,8.017,N/A,N/A,violate min dis,no violate drop off
E161,2016,26AUG23,26AUG16110101801,0921,0828,26AUG16110101801_0828_B11,26AUG16110101801_0828_S3,11.089,2.698,N/A,N/A,violate min dis,no violate drop off
E161,2016,26AUG23,26AUG16110101801,0921,0828,26AUG16110101801_0828_B4,26AUG16110101801_0828_S4,9.773,0.177,N/A,N/A,violate min dis,no violate drop off
E161,2016,26AUG23,26AUG16110101801,0921,0828,26AUG16110101801_0828_B5,26AUG16110101801_0828_S5,10.868,8.134,N/A,N/A,violate min dis,no violate drop off
