EVE,DATE,FLIGHT,FLIGHT_C,V_LENGTH,TIMELINE,SWIM_CODE,WS_CODE,G_NO_SWIM,H_OR_T,SWIM_DIST,NO_TOUCHING,SWIM_VIOLATION
22_E119,14-Aug-22,14AUG22_F03,14AUG22_F03_P1,451,135,14AUG22_F03_P1_0135_G01,14AUG22_F03_P1_0135_S01,3,tail,0,0,violate
22_E120,14-Aug-22,14AUG22_F03,14AUG22_F03_P1,451,148,14AUG22_F03_P1_0148_G01,14AUG22_F03_P1_0148_S01,3,tail,0,0,violate
22_E121,14-Aug-22,14AUG22_F03,14AUG22_F03_P1,451,405,14AUG22_F03_P1_0405_G01,14AUG22_F03_P1_0405_S01,3,tail,0,0,violate
22_E121,14-Aug-22,14AUG22_F03,14AUG22_F03_P1,451,405,14AUG22_F03_P1_0405_G02,14AUG22_F03_P1_0405_S01,3,tail,0,0,violate
22_E121,14-Aug-22,14AUG22_F03,14AUG22_F03_P1,451,405,14AUG22_F03_P1_0405_G03,14AUG22_F03_P1_0405_S02,3,head,1,1,violate
22_E121,14-Aug-22,14AUG22_F03,14AUG22_F03_P1,451,405,14AUG22_F03_P1_0405_G04,14AUG22_F03_P1_0405_S02,3,head,3,3,violate
22_E121,14-Aug-22,14AUG22_F03,14AUG22_F03_P1,451,405,14AUG22_F03_P1_0405_G05,14AUG22_F03_P1_0405_S02,2,head,0,0,violate
22_E122,14-Aug-22,14AUG22_F03,14AUG22_F03_P1,451,419,14AUG22_F03_P1_0419_G01,14AUG22_F03_P1_0419_S01,3,head,0,0,violate
22_E122,14-Aug-22,14AUG22_F03,14AUG22_F03_P1,451,419,14AUG22_F03_P1_0419_G02,14AUG22_F03_P1_0419_S03,2,tail,0,0,violate
22_E123,14-Aug-22,14AUG22_F03,14AUG22_F03_P2,451,5,14AUG22_F03_P2_0005_G01,14AUG22_F03_P2_0005_S03,4,tail,0,0,violate
22_E123,14-Aug-22,14AUG22_F03,14AUG22_F03_P2,451,5,14AUG22_F03_P2_0005_G03,14AUG22_F03_P2_0005_S01,5,head,0,0,violate
22_E124,14-Aug-22,14AUG22_F03,14AUG22_F03_P2,451,20,14AUG22_F03_P2_0020_G01,14AUG22_F03_P2_0020_S01,3,tail,0,0,violate
22_E124,14-Aug-22,14AUG22_F03,14AUG22_F03_P2,451,20,14AUG22_F03_P2_0020_G02,14AUG22_F03_P2_0020_S01,2,tail,0,0,violate
22_E124,14-Aug-22,14AUG22_F03,14AUG22_F03_P2,451,20,14AUG22_F03_P2_0020_G03,14AUG22_F03_P2_0020_S02,4,head,0,0,violate
22_E124,14-Aug-22,14AUG22_F03,14AUG22_F03_P2,451,20,14AUG22_F03_P2_0020_G03,14AUG22_F03_P2_0020_S03,4,tail,1,1,violate
22_E124,14-Aug-22,14AUG22_F03,14AUG22_F03_P2,451,20,14AUG22_F03_P2_0020_G04,14AUG22_F03_P2_0020_S02,2,head,0,0,violate
22_E124,14-Aug-22,14AUG22_F03,14AUG22_F03_P2,451,20,14AUG22_F03_P2_0020_G04,14AUG22_F03_P2_0020_S03,2,head,0,0,violate
22_E125,14-Aug-22,14AUG22_F03,14AUG22_F03_P2,451,53,14AUG22_F03_P2_0053_G01,14AUG22_F03_P2_0053_S01,2,tail,0,0,violate
22_E125,14-Aug-22,14AUG22_F03,14AUG22_F03_P2,451,53,14AUG22_F03_P2_0053_G02,14AUG22_F03_P2_0053_S02,2,tail,0,0,violate
22_E125,14-Aug-22,14AUG22_F03,14AUG22_F03_P2,451,53,14AUG22_F03_P2_0053_G03,14AUG22_F03_P2_0053_S04,12,tail,0,0,violate
22_E126,14-Aug-22,14AUG22_F03,14AUG22_F03_P2,451,113,14AUG22_F03_P2_0113_G01,14AUG22_F03_P2_0113_S01,3,tail,0,0,violate
22_E126,14-Aug-22,14AUG22_F03,14AUG22_F03_P2,451,113,14AUG22_F03_P2_0113_G02,14AUG22_F03_P2_0113_S03,3,head,0,0,violate
22_E126,14-Aug-22,14AUG22_F03,14AUG22_F03_P2,451,113,14AUG22_F03_P2_0113_G03,14AUG22_F03_P2_0113_S03,9,head,0,0,violate
22_E127,14-Aug-22,14AUG22_F03,14AUG22_F03_P2,451,141,14AUG22_F03_P2_0141_G01,14AUG22_F03_P2_0141_S01,2,tail,0,0,violate
22_E127,14-Aug-22,14AUG22_F03,14AUG22_F03_P2,451,141,14AUG22_F03_P2_0141_G02,14AUG22_F03_P2_0141_S01,3,tail,0,0,violate
22_E127,14-Aug-22,14AUG22_F03,14AUG22_F03_P2,451,141,14AUG22_F03_P2_0141_G03,14AUG22_F03_P2_0141_S04,7,head,2,2,violate
22_E127,14-Aug-22,14AUG22_F03,14AUG22_F03_P2,451,141,14AUG22_F03_P2_0141_G04,14AUG22_F03_P2_0141_S05,3,head,0,0,violate
22_E127,14-Aug-22,14AUG22_F03,14AUG22_F03_P2,451,141,14AUG22_F03_P2_0141_G05,14AUG22_F03_P2_0141_S05,3,head,0,0,violate
22_E128,14-Aug-22,14AUG22_F03,14AUG22_F03_P2,451,151,14AUG22_F03_P2_0151_G01,14AUG22_F03_P2_0151_S03,2,tail,0,0,violate
22_E128,14-Aug-22,14AUG22_F03,14AUG22_F03_P2,451,151,14AUG22_F03_P2_0151_G02,14AUG22_F03_P2_0151_S03,2,tail,0,0,violate
22_E128,14-Aug-22,14AUG22_F03,14AUG22_F03_P2,451,151,14AUG22_F03_P2_0151_G03,14AUG22_F03_P2_0151_S03,3,tail,0,0,violate
22_E128,14-Aug-22,14AUG22_F03,14AUG22_F03_P2,451,151,14AUG22_F03_P2_0151_G04,14AUG22_F03_P2_0151_S03,3,tail,0,0,violate
22_E128,14-Aug-22,14AUG22_F03,14AUG22_F03_P2,451,151,14AUG22_F03_P2_0151_G05,14AUG22_F03_P2_0151_S02,3,head,0,0,violate
22_E129,14-Aug-22,14AUG22_F03,14AUG22_F03_P2,451,221,14AUG22_F03_P2_0221_G01,14AUG22_F03_P2_0221_S01,2,tail,0,0,violate
22_E129,14-Aug-22,14AUG22_F03,14AUG22_F03_P2,451,221,14AUG22_F03_P2_0221_G02,14AUG22_F03_P2_0221_S01,3,tail,0,0,violate
22_E129,14-Aug-22,14AUG22_F03,14AUG22_F03_P2,451,221,14AUG22_F03_P2_0221_G03,14AUG22_F03_P2_0221_S01,3,tail,0,0,violate
22_E129,14-Aug-22,14AUG22_F03,14AUG22_F03_P2,451,221,14AUG22_F03_P2_0221_G05,14AUG22_F03_P2_0221_S02,3,head,0,0,violate
22_E129,14-Aug-22,14AUG22_F03,14AUG22_F03_P2,451,221,14AUG22_F03_P2_0221_G06,14AUG22_F03_P2_0221_S02,2,tail,0,0,violate
22_E129,14-Aug-22,14AUG22_F03,14AUG22_F03_P2,451,221,14AUG22_F03_P2_0221_G07,14AUG22_F03_P2_0221_S02,2,head,0,0,violate
22_E130,14-Aug-22,14AUG22_F03,14AUG22_F03_P2,451,254,14AUG22_F03_P2_0221_G01,14AUG22_F03_P2_0221_S03,3,tail,0,0,violate
22_E130,14-Aug-22,14AUG22_F03,14AUG22_F03_P2,451,254,14AUG22_F03_P2_0221_G02,14AUG22_F03_P2_0221_S04,2,head,0,0,violate
22_E130,14-Aug-22,14AUG22_F03,14AUG22_F03_P2,451,254,14AUG22_F03_P2_0221_G03,14AUG22_F03_P2_0221_S04,2,tail,0,0,violate
22_E130,14-Aug-22,14AUG22_F03,14AUG22_F03_P2,451,254,14AUG22_F03_P2_0221_G04,14AUG22_F03_P2_0221_S04,2,tail,0,0,violate
22_E131,14-Aug-22,14AUG22_F03,14AUG22_F03_P2,451,310,14AUG22_F03_P2_0310_G01,14AUG22_F03_P2_0310_S01,3,tail,1,1,violate
22_E131,14-Aug-22,14AUG22_F03,14AUG22_F03_P2,451,310,14AUG22_F03_P2_0310_G02,14AUG22_F03_P2_0310_S01,2,tail,0,0,violate
22_E131,14-Aug-22,14AUG22_F03,14AUG22_F03_P2,451,310,14AUG22_F03_P2_0310_G03,14AUG22_F03_P2_0310_S01,2,tail,0,0,violate
22_E131,14-Aug-22,14AUG22_F03,14AUG22_F03_P2,451,310,14AUG22_F03_P2_0310_G04,14AUG22_F03_P2_0310_S02,2,tail,0,0,violate
22_E131,14-Aug-22,14AUG22_F03,14AUG22_F03_P2,451,310,14AUG22_F03_P2_0310_G05,14AUG22_F03_P2_0310_S02,3,tail,0,0,violate
22_E131,14-Aug-22,14AUG22_F03,14AUG22_F03_P2,451,310,14AUG22_F03_P2_0310_G06,14AUG22_F03_P2_0310_S02,3,head,0,0,violate
22_E132,14-Aug-22,14AUG22_F03,14AUG22_F03_P2,451,354,14AUG22_F03_P2_0354_G01,14AUG22_F03_P2_0354_S01,3,tail,0,0,violate
22_E132,14-Aug-22,14AUG22_F03,14AUG22_F03_P2,451,354,14AUG22_F03_P2_0354_G02,14AUG22_F03_P2_0354_S02,2,tail,0,0,violate
22_E132,14-Aug-22,14AUG22_F03,14AUG22_F03_P2,451,354,14AUG22_F03_P2_0354_G03,14AUG22_F03_P2_0354_S02,2,head,0,0,violate
22_E132,14-Aug-22,14AUG22_F03,14AUG22_F03_P2,451,354,14AUG22_F03_P2_0354_G04,14AUG22_F03_P2_0354_S02,3,head,0,0,violate
22_E132,14-Aug-22,14AUG22_F03,14AUG22_F03_P2,451,354,14AUG22_F03_P2_0354_G05,14AUG22_F03_P2_0354_S02,2,head,0,0,violate
22_E133,14-Aug-22,14AUG22_F03,14AUG22_F03_P3,451,416,14AUG22_F03_P3_0416_G01,14AUG22_F03_P3_0416_S02,2,tail,1,1,violate
22_E133,14-Aug-22,14AUG22_F03,14AUG22_F03_P3,451,416,14AUG22_F03_P3_0416_G02,14AUG22_F03_P3_0416_S02,3,head,0,0,violate
22_E133,14-Aug-22,14AUG22_F03,14AUG22_F03_P3,451,416,14AUG22_F03_P3_0416_G03,14AUG22_F03_P3_0416_S02,2,tail,0,0,violate
22_E133,14-Aug-22,14AUG22_F03,14AUG22_F03_P3,451,416,14AUG22_F03_P3_0416_G04,14AUG22_F03_P3_0416_S02,3,tail,0,0,violate
22_E133,14-Aug-22,14AUG22_F03,14AUG22_F03_P3,451,416,14AUG22_F03_P3_0416_G05,14AUG22_F03_P3_0416_S02,3,tail,0,0,violate
22_E133,14-Aug-22,14AUG22_F03,14AUG22_F03_P3,451,416,14AUG22_F03_P3_0416_G06,14AUG22_F03_P3_0416_S01,3,head,0,0,violate
22_E133,14-Aug-22,14AUG22_F03,14AUG22_F03_P3,451,416,14AUG22_F03_P3_0416_G07,14AUG22_F03_P3_0416_S01,2,tail,1,1,violate
22_E134,14-Aug-22,14AUG22_F03,14AUG22_F03_P3,451,24,14AUG22_F03_P3_0024_G01,14AUG22_F03_P3_0024_S01,3,tail,1,1,violate
22_E134,14-Aug-22,14AUG22_F03,14AUG22_F03_P3,451,24,14AUG22_F03_P3_0024_G02,14AUG22_F03_P3_0024_S01,3,tail,0,0,violate
22_E134,14-Aug-22,14AUG22_F03,14AUG22_F03_P3,451,24,14AUG22_F03_P3_0024_G03,14AUG22_F03_P3_0024_S02,3,tail,0,0,violate
22_E134,14-Aug-22,14AUG22_F03,14AUG22_F03_P3,451,24,14AUG22_F03_P3_0024_G04,14AUG22_F03_P3_0024_S02,3,tail,0,0,violate
22_E134,14-Aug-22,14AUG22_F03,14AUG22_F03_P3,451,24,14AUG22_F03_P3_0024_G05,14AUG22_F03_P3_0024_S02,3,tail,0,0,violate
22_E135,14-Aug-22,14AUG22_F03,14AUG22_F03_P3,451,106,14AUG22_F03_P3_0106_G01,14AUG22_F03_P3_0106_S01,3,tail,0,0,violate
22_E135,14-Aug-22,14AUG22_F03,14AUG22_F03_P3,451,106,14AUG22_F03_P3_0106_G02,14AUG22_F03_P3_0106_S01,2,tail,0,0,violate
22_E135,14-Aug-22,14AUG22_F03,14AUG22_F03_P3,451,106,14AUG22_F03_P3_0106_G03,14AUG22_F03_P3_0106_S03,3,tail,0,0,violate
22_E135,14-Aug-22,14AUG22_F03,14AUG22_F03_P3,451,106,14AUG22_F03_P3_0106_G04,14AUG22_F03_P3_0106_S03,3,tail,0,0,violate
22_E136,14-Aug-22,14AUG22_F03,14AUG22_F03_P3,451,152,14AUG22_F03_P3_0152_G01,14AUG22_F03_P3_0152_S01,3,tail,0,0,violate
22_E136,14-Aug-22,14AUG22_F03,14AUG22_F03_P3,451,152,14AUG22_F03_P3_0152_G02,14AUG22_F03_P3_0152_S03,1,tail,1,1,violate
22_E137,14-Aug-22,14AUG22_F03,14AUG22_F03_P3,451,247,14AUG22_F03_P3_0247_G01,14AUG22_F03_P3_0247_S01,3,tail,0,0,violate
22_E137,14-Aug-22,14AUG22_F03,14AUG22_F03_P3,451,247,14AUG22_F03_P3_0247_G02,14AUG22_F03_P3_0247_S01,1,tail,0,0,violate
22_E138,14-Aug-22,14AUG22_F03,14AUG22_F03_P3,451,339,14AUG22_F03_P3_0339_G01,14AUG22_F03_P3_0339_S01,3,tail,0,0,violate
22_E138,14-Aug-22,14AUG22_F03,14AUG22_F03_P3,451,339,14AUG22_F03_P3_0339_G02,14AUG22_F03_P3_0339_S01,1,head,0,0,violate
22_E139,14-Aug-22,14AUG22_F03,14AUG22_F03_P3,451,420,14AUG22_F03_P3_0420_G01,14AUG22_F03_P3_0420_S01,3,head,1,1,violate
22_E139,14-Aug-22,14AUG22_F03,14AUG22_F03_P3,451,420,14AUG22_F03_P3_0420_G02,14AUG22_F03_P3_0420_S01,2,tail,1,1,violate
22_E140,14-Aug-22,14AUG22_F03,14AUG22_F03_P3,451,437,14AUG22_F03_P3_0437_G01,14AUG22_F03_P3_0437_S01,3,tail,0,0,violate
22_E140,14-Aug-22,14AUG22_F03,14AUG22_F03_P3,451,437,14AUG22_F03_P3_0437_G02,14AUG22_F03_P3_0437_S01,3,tail,0,0,violate
22_E141,14-Aug-22,14AUG22_F03,14AUG22_F03_P4,29,20,14AUG22_F03_P4_0020_G01,14AUG22_F03_P4_0020_S01,3,tail,0,0,violate
22_E141,14-Aug-22,14AUG22_F03,14AUG22_F03_P4,29,20,14AUG22_F03_P4_0020_G02,14AUG22_F03_P4_0020_S01,3,tail,0,0,violate
22_E141,14-Aug-22,14AUG22_F03,14AUG22_F03_P4,29,20,14AUG22_F03_P4_0020_G03,14AUG22_F03_P4_0020_S01,3,tail,0,0,violate
22_E142,14-Aug-22,14AUG22_F04,14AUG22_F04_P1,451,108,14AUG22_F04_P1_0108_G01,14AUG22_F04_P1_0108_S01,3,tail,0,0,violate
22_E143,14-Aug-22,14AUG22_F04,14AUG22_F04_P1,451,154,14AUG22_F04_P1_0154_G01,14AUG22_F04_P1_0154_S01,3,head,0,0,violate
22_E144,14-Aug-22,14AUG22_F04,14AUG22_F04_P1,451,247,14AUG22_F04_P1_0247_G01,14AUG22_F04_P1_0247_S01,3,tail,0,0,violate
22_E145,14-Aug-22,14AUG22_F04,14AUG22_F04_P1,451,339,14AUG22_F04_P1_0339_G01,14AUG22_F04_P1_0339_S01,3,head,0,0,violate
22_E145,14-Aug-22,14AUG22_F04,14AUG22_F04_P1,451,339,14AUG22_F04_P1_0339_G02,14AUG22_F04_P1_0339_S01,3,head,0,0,violate
22_E145,14-Aug-22,14AUG22_F04,14AUG22_F04_P1,451,339,14AUG22_F04_P1_0339_G03,14AUG22_F04_P1_0339_S01,3,tail,0,0,violate
22_E146,14-Aug-22,14AUG22_F04,14AUG22_F04_P2,451,334,14AUG22_F04_P2_0334_G01,14AUG22_F04_P2_0334_S01,3,head,0,0,violate
22_E149,14-Aug-22,14AUG22_F04,14AUG22_F04_P3,451,417,14AUG22_F04_P3_0417_G01,14AUG22_F04_P3_0417_S01,3,tail,0,0,violate
22_E151,14-Aug-22,14AUG22_F05,14AUG22_F05_P1,451,255,14AUG22_F05_P1_0255_G01,14AUG22_F05_P1_0255_S01,3,head,0,0,violate
22_E153,14-Aug-22,14AUG22_F05,14AUG22_F05_P3,451,133,14AUG22_F05_P3_0133_G01,14AUG22_F05_P3_0133_S01,3,head,1,1,violate
22_E154,14-Aug-22,14AUG22_F06,14AUG22_F06_P1,451,44,14AUG22_F06_P1_0044_G01,14AUG22_F06_P1_0044_S01,1,head,0,0,violate
22_E155,15-Aug-22,15AUG22_F01,15AUG22_F01_P1,451,20,15AUG22_F01_P1_0020_G01,15AUG22_F01_P1_0020_S01,3,head,0,0,violate
22_E157,15-Aug-22,15AUG22_F01,15AUG22_F01_P1,451,205,15AUG22_F01_P1_0205_G01,15AUG22_F01_P1_0205_S01,2,head,0,0,violate
22_E157,15-Aug-22,15AUG22_F01,15AUG22_F01_P1,451,205,15AUG22_F01_P1_0205_G02,15AUG22_F01_P1_0205_S02,3,head,0,0,violate
22_E157,15-Aug-22,15AUG22_F01,15AUG22_F01_P1,451,205,15AUG22_F01_P1_0205_G03,15AUG22_F01_P1_0205_S02,2,tail,0,0,violate
22_E158,15-Aug-22,15AUG22_F01,15AUG22_F01_P1,451,304,15AUG22_F01_P1_0304_G01,15AUG22_F01_P1_0304_S01,2,tail,1,1,violate
22_E158,15-Aug-22,15AUG22_F01,15AUG22_F01_P1,451,304,15AUG22_F01_P1_0304_G03,15AUG22_F01_P1_0304_S02,2,tail,0,0,violate
22_E158,15-Aug-22,15AUG22_F01,15AUG22_F01_P1,451,304,15AUG22_F01_P1_0304_G04,15AUG22_F01_P1_0304_S03,3,tail,0,0,violate
22_E159,15-Aug-22,15AUG22_F01,15AUG22_F01_P2,451,132,15AUG22_F01_P2_0132_G01,15AUG22_F01_P2_0132_S01,3,tail,0,0,violate
22_E160,15-Aug-22,15AUG22_F01,15AUG22_F01_P2,451,158,15AUG22_F01_P2_0158_G02,15AUG22_F01_P2_0158_S01,3,tail,0,0,violate
22_E161,15-Aug-22,15AUG22_F01,15AUG22_F01_P2,451,349,15AUG22_F01_P2_0349_G01,15AUG22_F01_P2_0349_S01,2,tail,0,0,violate
22_E162,15-Aug-22,15AUG22_F01,15AUG22_F01_P2,451,443,15AUG22_F01_P2_0443_G01,15AUG22_F01_P2_0443_S01,3,tail,0,0,violate
22_E163,15-Aug-22,15AUG22_F01,15AUG22_F01_P3,451,121,15AUG22_F01_P3_0121_G01,15AUG22_F01_P3_0121_S01,2,tail,0,0,violate
22_E164,15-Aug-22,15AUG22_F01,15AUG22_F01_P3,451,149,15AUG22_F01_P3_0149_G01,15AUG22_F01_P3_0149_S01,3,tail,0,0,violate
22_E164,15-Aug-22,15AUG22_F01,15AUG22_F01_P3,451,149,15AUG22_F01_P3_0149_G02,15AUG22_F01_P3_0149_S02,3,tail,0,0,violate
22_E165,15-Aug-22,15AUG22_F01,15AUG22_F01_P3,451,230,15AUG22_F01_P3_0230_G01,15AUG22_F01_P3_0230_S01,2,tail,0,0,violate
22_E165,15-Aug-22,15AUG22_F01,15AUG22_F01_P3,451,230,15AUG22_F01_P3_0230_G02,15AUG22_F01_P3_0230_S02,2,tail,0,0,violate
22_E166,15-Aug-22,15AUG22_F01,15AUG22_F01_P3,451,428,15AUG22_F01_P3_0428_G01,15AUG22_F01_P3_0428_S01,3,tail,0,0,violate
22_E166,15-Aug-22,15AUG22_F01,15AUG22_F01_P3,451,428,15AUG22_F01_P3_0428_G03,15AUG22_F01_P3_0428_S04,2,tail,0,0,violate
22_E167,15-Aug-22,15AUG22_F01,15AUG22_F01_P4,451,5,15AUG22_F01_P4_0005_G01,15AUG22_F01_P4_0005_S01,2,tail,0,0,violate
22_E167,15-Aug-22,15AUG22_F01,15AUG22_F01_P4,451,5,15AUG22_F01_P4_0005_G02,15AUG22_F01_P4_0005_S03,2,tail,0,0,violate
22_E167,15-Aug-22,15AUG22_F01,15AUG22_F01_P4,451,5,15AUG22_F01_P4_0005_G03,15AUG22_F01_P4_0005_S04,3,head,0,0,violate
22_E168,15-Aug-22,15AUG22_F01,15AUG22_F01_P4,451,24,15AUG22_F01_P4_0024_G01,15AUG22_F01_P4_0024_S02,3,tail,0,0,violate
22_E168,15-Aug-22,15AUG22_F01,15AUG22_F01_P4,451,24,15AUG22_F01_P4_0024_G02,15AUG22_F01_P4_0024_S03,2,tail,0,0,violate
22_E168,15-Aug-22,15AUG22_F01,15AUG22_F01_P4,451,24,15AUG22_F01_P4_0024_G03,15AUG22_F01_P4_0024_S03,3,tail,0,0,violate
22_E168,15-Aug-22,15AUG22_F01,15AUG22_F01_P4,451,24,15AUG22_F01_P4_0024_G04,15AUG22_F01_P4_0024_S04,3,tail,0,0,violate
22_E171,15-Aug-22,15AUG22_F02,15AUG22_F02_P1,451,50,15AUG22_F02_P1_0050_G01,15AUG22_F02_P1_0050_S01,3,head,1,1,violate
22_E171,15-Aug-22,15AUG22_F02,15AUG22_F02_P1,451,50,15AUG22_F02_P1_0050_G02,15AUG22_F02_P1_0050_S01,3,tail,0,0,violate
22_E172,15-Aug-22,15AUG22_F02,15AUG22_F02_P1,451,120,15AUG22_F02_P1_0120_G01,15AUG22_F02_P1_0120_S01,2,tail,0,0,violate
22_E172,15-Aug-22,15AUG22_F02,15AUG22_F02_P1,451,120,15AUG22_F02_P1_0120_G03,15AUG22_F02_P1_0120_S01,3,tail,0,0,violate
22_E173,15-Aug-22,15AUG22_F02,15AUG22_F02_P1,451,224,15AUG22_F02_P1_0224_G01,15AUG22_F02_P1_0224_S01,3,tail,0,0,violate
22_E174,15-Aug-22,15AUG22_F02,15AUG22_F02_P1,451,330,15AUG22_F02_P1_0330_G01,15AUG22_F02_P1_0330_S01,3,head,0,0,violate
22_E175,15-Aug-22,15AUG22_F02,15AUG22_F02_P1,451,429,15AUG22_F02_P1_0429_G01,15AUG22_F02_P1_0429_S01,3,tail,0,0,violate
22_E176,15-Aug-22,15AUG22_F02,15AUG22_F02_P2,451,37,15AUG22_F02_P2_0037_G01,15AUG22_F02_P2_0037_S01,2,head,0,0,violate
22_E177,15-Aug-22,15AUG22_F02,15AUG22_F02_P2,451,146,15AUG22_F02_P2_0146_G01,15AUG22_F02_P2_0146_S01,3,tail,0,0,violate
22_E177,15-Aug-22,15AUG22_F02,15AUG22_F02_P2,451,146,15AUG22_F02_P2_0146_G02,15AUG22_F02_P2_0146_S01,3,head,0,0,violate
22_E178,15-Aug-22,15AUG22_F02,15AUG22_F02_P2,451,233,15AUG22_F02_P2_0233_G01,15AUG22_F02_P2_0233_S01,3,tail,0,0,violate
22_E178,15-Aug-22,15AUG22_F02,15AUG22_F02_P2,451,233,15AUG22_F02_P2_0233_G02,15AUG22_F02_P2_0233_S01,3,tail,0,0,violate
22_E178,15-Aug-22,15AUG22_F02,15AUG22_F02_P2,451,233,15AUG22_F02_P2_0233_G03,15AUG22_F02_P2_0233_S02,3,head,0,0,violate
22_E179,15-Aug-22,15AUG22_F02,15AUG22_F02_P2,451,417,15AUG22_F02_P2_0417_G01,15AUG22_F02_P2_0417_S01,3,head,0,0,violate
22_E179,15-Aug-22,15AUG22_F02,15AUG22_F02_P2,451,417,15AUG22_F02_P2_0417_G02,15AUG22_F02_P2_0417_S01,2,tail,0,0,violate
22_E179,15-Aug-22,15AUG22_F02,15AUG22_F02_P2,451,417,15AUG22_F02_P2_0417_G03,15AUG22_F02_P2_0417_S02,2,tail,1,1,violate
22_E180,15-Aug-22,15AUG22_F02,15AUG22_F02_P3,451,10,15AUG22_F02_P3_0010_G01,15AUG22_F02_P3_0010_S01,3,tail,0,0,violate
22_E180,15-Aug-22,15AUG22_F02,15AUG22_F02_P3,451,10,15AUG22_F02_P3_0010_G03,15AUG22_F02_P3_0010_S02,3,head,0,0,violate
22_E180,15-Aug-22,15AUG22_F02,15AUG22_F02_P3,451,10,15AUG22_F02_P3_0010_G04,15AUG22_F02_P3_0010_S02,3,tail,0,0,violate
22_E181,15-Aug-22,15AUG22_F02,15AUG22_F02_P3,451,43,15AUG22_F02_P3_0043_G01,15AUG22_F02_P3_0043_S01,3,tail,0,0,violate
22_E181,15-Aug-22,15AUG22_F02,15AUG22_F02_P3,451,43,15AUG22_F02_P3_0043_G02,15AUG22_F02_P3_0043_S02,3,tail,0,0,violate
22_E181,15-Aug-22,15AUG22_F02,15AUG22_F02_P3,451,43,15AUG22_F02_P3_0043_G03,15AUG22_F02_P3_0043_S02,3,tail,0,0,violate
22_E182,15-Aug-22,15AUG22_F02,15AUG22_F02_P3,451,144,15AUG22_F02_P3_0144_G01,15AUG22_F02_P3_0144_S01,3,head,0,0,violate
22_E182,15-Aug-22,15AUG22_F02,15AUG22_F02_P3,451,144,15AUG22_F02_P3_0144_G02,15AUG22_F02_P3_0144_S01,3,tail,0,0,violate
22_E182,15-Aug-22,15AUG22_F02,15AUG22_F02_P3,451,144,15AUG22_F02_P3_0144_G03,15AUG22_F02_P3_0144_S02,3,tail,0,0,violate
22_E182,15-Aug-22,15AUG22_F02,15AUG22_F02_P3,451,144,15AUG22_F02_P3_0144_G04,15AUG22_F02_P3_0144_S03,3,tail,0,0,violate
22_E182,15-Aug-22,15AUG22_F02,15AUG22_F02_P3,451,144,15AUG22_F02_P3_0144_G05,15AUG22_F02_P3_0144_S03,2,head,0,0,violate
22_E182,15-Aug-22,15AUG22_F02,15AUG22_F02_P3,451,144,15AUG22_F02_P3_0144_G06,15AUG22_F02_P3_0144_S04,3,tail,0,0,violate
22_E183,15-Aug-22,15AUG22_F02,15AUG22_F02_P3,451,219,15AUG22_F02_P3_0219_G01,15AUG22_F02_P3_0219_S01,3,tail,0,0,violate
22_E183,15-Aug-22,15AUG22_F02,15AUG22_F02_P3,451,219,15AUG22_F02_P3_0219_G02,15AUG22_F02_P3_0219_S01,3,tail,0,0,violate
22_E183,15-Aug-22,15AUG22_F02,15AUG22_F02_P3,451,219,15AUG22_F02_P3_0219_G04,15AUG22_F02_P3_0219_S02,3,tail,0,0,violate
22_E183,15-Aug-22,15AUG22_F02,15AUG22_F02_P3,451,219,15AUG22_F02_P3_0219_G05,15AUG22_F02_P3_0219_S02,3,tail,0,0,violate
22_E183,15-Aug-22,15AUG22_F02,15AUG22_F02_P3,451,219,15AUG22_F02_P3_0219_G06,15AUG22_F02_P3_0219_S04,3,head,0,0,violate
22_E183,15-Aug-22,15AUG22_F02,15AUG22_F02_P3,451,219,15AUG22_F02_P3_0219_G07,15AUG22_F02_P3_0219_S04,3,head,0,0,violate
22_E184,15-Aug-22,15AUG22_F02,15AUG22_F02_P3,451,249,15AUG22_F02_P3_0249_G01,15AUG22_F02_P3_0249_S01,3,tail,0,0,violate
22_E184,15-Aug-22,15AUG22_F02,15AUG22_F02_P3,451,249,15AUG22_F02_P3_0249_G02,15AUG22_F02_P3_0249_S01,3,tail,0,0,violate
22_E184,15-Aug-22,15AUG22_F02,15AUG22_F02_P3,451,249,15AUG22_F02_P3_0249_G03,15AUG22_F02_P3_0249_S02,3,head,0,0,violate
22_E184,15-Aug-22,15AUG22_F02,15AUG22_F02_P3,451,249,15AUG22_F02_P3_0249_G04,15AUG22_F02_P3_0249_S02,3,head,0,0,violate
22_E184,15-Aug-22,15AUG22_F02,15AUG22_F02_P3,451,249,15AUG22_F02_P3_0249_G05,15AUG22_F02_P3_0249_S02,3,tail,0,0,violate
22_E184,15-Aug-22,15AUG22_F02,15AUG22_F02_P3,451,249,15AUG22_F02_P3_0249_G05,15AUG22_F02_P3_0249_S03,3,head,0,0,violate
22_E185,15-Aug-22,15AUG22_F02,15AUG22_F02_P3,451,404,15AUG22_F02_P3_0404_G01,15AUG22_F02_P3_0404_S01,3,tail,0,0,violate
22_E186,15-Aug-22,15AUG22_F02,15AUG22_F02_P3,451,421,15AUG22_F02_P3_0421_G01,15AUG22_F02_P3_0421_S01,3,head,0,0,violate
22_E186,15-Aug-22,15AUG22_F02,15AUG22_F02_P3,451,421,15AUG22_F02_P3_0421_G02,15AUG22_F02_P3_0421_S01,3,tail,0,0,violate
