EVE,DATE,FLIGHT,FLIGHT_C,V_LENGTH,TIMELINE,SWIM_CODE,WS_CODE,G_NO_SWIM,H_OR_T,SWIM_DIST,NO_TOUCHING,SWIM_VIOLATION
22_E87,14-Aug-64,14AUG22_F01,14AUG22_F01_P1,451,412,14AUG22_F01_P1_0412_G08,14AUG22_F01_P1_0412_S01,2,tail,0,0,violate
22_E87,14-Aug-65,14AUG22_F01,14AUG22_F01_P1,451,412,14AUG22_F01_P1_0412_G09,14AUG22_F01_P1_0412_S01,2,head,0,0,violate
22_E88,14-Aug-66,14AUG22_F01,14AUG22_F01_P2,451,36,14AUG22_F01_P2_0036_G01,14AUG22_F01_P2_0036_S03,3,tail,0,0,violate
22_E88,14-Aug-67,14AUG22_F01,14AUG22_F01_P2,451,36,14AUG22_F01_P2_0036_G02,14AUG22_F01_P2_0036_S04,1,tail,0,0,violate
22_E88,14-Aug-68,14AUG22_F01,14AUG22_F01_P2,451,36,14AUG22_F01_P2_0036_G03,14AUG22_F01_P2_0036_S04,3,tail,0,0,violate
22_E88,14-Aug-69,14AUG22_F01,14AUG22_F01_P2,451,36,14AUG22_F01_P2_0036_G04,14AUG22_F01_P2_0036_S04,3,tail,0,0,violate
22_E89,14-Aug-22,14AUG22_F01,14AUG22_F01_P2,451,52,14AUG22_F01_P2_0052_G01,14AUG22_F01_P2_0052_S03,3,tail,2,2,violate
22_E90,14-Aug-22,14AUG22_F01,14AUG22_F01_P2,451,220,14AUG22_F01_P2_0220_G01,14AUG22_F01_P2_0220_S02,3,tail,0,0,violate
22_E91,14-Aug-22,14AUG22_F01,14AUG22_F01_P2,451,333,14AUG22_F01_P2_0333_G01,14AUG22_F01_P2_0333_S02,3,tail,0,0,violate
22_E91,14-Aug-22,14AUG22_F01,14AUG22_F01_P2,451,333,14AUG22_F01_P2_0333_G02,14AUG22_F01_P2_0333_S02,2,tail,0,0,violate
22_E91,14-Aug-22,14AUG22_F01,14AUG22_F01_P2,451,333,14AUG22_F01_P2_0333_G03,14AUG22_F01_P2_0333_S02,3,tail,0,0,violate
22_E92,14-Aug-22,14AUG22_F01,14AUG22_F01_P2,451,410,14AUG22_F01_P2_0410_G01,14AUG22_F01_P2_0410_S01,3,head,0,0,violate
22_E92,14-Aug-22,14AUG22_F01,14AUG22_F01_P2,451,410,14AUG22_F01_P2_0410_G02,14AUG22_F01_P2_0410_S01,2,head,0,0,violate
22_E92,14-Aug-22,14AUG22_F01,14AUG22_F01_P2,451,410,14AUG22_F01_P2_0410_G03,14AUG22_F01_P2_0410_S01,3,tail,0,0,violate
22_E92,14-Aug-22,14AUG22_F01,14AUG22_F01_P2,451,410,14AUG22_F01_P2_0410_G04,14AUG22_F01_P2_0410_S01,3,head,0,0,violate
22_E92,14-Aug-22,14AUG22_F01,14AUG22_F01_P2,451,410,14AUG22_F01_P2_0410_G05,14AUG22_F01_P2_0410_S01,2,tail,0,0,violate
22_E92,14-Aug-22,14AUG22_F01,14AUG22_F01_P2,451,410,14AUG22_F01_P2_0410_G06,14AUG22_F01_P2_0410_S01,2,tail,0,0,violate
22_E92,14-Aug-22,14AUG22_F01,14AUG22_F01_P2,451,410,14AUG22_F01_P2_0410_G07,14AUG22_F01_P2_0410_S01,2,tail,0,0,violate
22_E92,14-Aug-22,14AUG22_F01,14AUG22_F01_P2,451,410,14AUG22_F01_P2_0410_G08,14AUG22_F01_P2_0410_S03,3,head,0,0,violate
22_E93,14-Aug-22,14AUG22_F01,14AUG22_F01_P2,451,438,14AUG22_F01_P2_0438_G01,14AUG22_F01_P2_0438_S01,3,tail,0,0,violate
22_E93,14-Aug-22,14AUG22_F01,14AUG22_F01_P2,451,438,14AUG22_F01_P2_0438_G04,14AUG22_F01_P2_0438_S02,3,head,0,0,violate
22_E93,14-Aug-22,14AUG22_F01,14AUG22_F01_P2,451,438,14AUG22_F01_P2_0438_G05,14AUG22_F01_P2_0438_S02,2,tail,0,0,violate
22_E93,14-Aug-22,14AUG22_F01,14AUG22_F01_P2,451,438,14AUG22_F01_P2_0438_G06,14AUG22_F01_P2_0438_S02,3,tail,0,0,violate
22_E93,14-Aug-22,14AUG22_F01,14AUG22_F01_P2,451,438,14AUG22_F01_P2_0438_G07,14AUG22_F01_P2_0438_S03,3,head,0,0,violate
22_E93,14-Aug-22,14AUG22_F01,14AUG22_F01_P2,451,438,14AUG22_F01_P2_0438_G08,14AUG22_F01_P2_0438_S03,3,tail,0,0,violate
22_E93,14-Aug-22,14AUG22_F01,14AUG22_F01_P2,451,438,14AUG22_F01_P2_0438_G09,14AUG22_F01_P2_0438_S03,3,tail,0,0,violate
22_E93,14-Aug-22,14AUG22_F01,14AUG22_F01_P2,451,438,14AUG22_F01_P2_0438_G10,14AUG22_F01_P2_0438_S03,3,tail,0,0,violate
22_E93,14-Aug-22,14AUG22_F01,14AUG22_F01_P2,451,438,14AUG22_F01_P2_0438_G11,14AUG22_F01_P2_0438_S03,2,tail,0,0,violate
22_E94,14-Aug-22,14AUG22_F01,14AUG22_F01_P3,451,108,14AUG22_F01_P3_0108_G05,14AUG22_F01_P3_0108_S02,2,tail,0,0,violate
22_E94,14-Aug-22,14AUG22_F01,14AUG22_F01_P3,451,108,14AUG22_F01_P3_0108_G06,14AUG22_F01_P3_0108_S02,2,head,0,0,violate
22_E94,14-Aug-22,14AUG22_F01,14AUG22_F01_P3,451,108,14AUG22_F01_P3_0108_G08,14AUG22_F01_P3_0108_S02,3,tail,0,0,violate
22_E94,14-Aug-22,14AUG22_F01,14AUG22_F01_P3,451,108,14AUG22_F01_P3_0108_G03,14AUG22_F01_P3_0108_S03,2,head,0,0,violate
22_E94,14-Aug-22,14AUG22_F01,14AUG22_F01_P3,451,108,14AUG22_F01_P3_0108_G01,14AUG22_F01_P3_0108_S01,2,tail,0,0,violate
22_E95,14-Aug-22,14AUG22_F01,14AUG22_F01_P3,451,224,14AUG22_F01_P3_0224_G01,14AUG22_F01_P3_0224_S02,3,head,0,0,violate
22_E95,14-Aug-22,14AUG22_F01,14AUG22_F01_P3,451,224,14AUG22_F01_P3_0224_G02,14AUG22_F01_P3_0224_S02,3,head,0,0,violate
22_E95,14-Aug-22,14AUG22_F01,14AUG22_F01_P3,451,224,14AUG22_F01_P3_0224_G03,14AUG22_F01_P3_0224_S02,7,tail,0,0,violate
22_E95,14-Aug-22,14AUG22_F01,14AUG22_F01_P3,451,224,14AUG22_F01_P3_0224_G04,14AUG22_F01_P3_0224_S03,3,tail,0,0,violate
22_E95,14-Aug-22,14AUG22_F01,14AUG22_F01_P3,451,224,14AUG22_F01_P3_0224_G07,14AUG22_F01_P3_0224_S01,2,tail,0,0,violate
22_E95,14-Aug-22,14AUG22_F01,14AUG22_F01_P3,451,224,14AUG22_F01_P3_0224_G08,14AUG22_F01_P3_0224_S01,2,head,0,0,violate
22_E96,14-Aug-22,14AUG22_F01,14AUG22_F01_P3,451,322,14AUG22_F01_P3_0322_G01,14AUG22_F01_P3_0322_S01,3,head,0,0,violate
22_E96,14-Aug-22,14AUG22_F01,14AUG22_F01_P3,451,322,14AUG22_F01_P3_0322_G02,14AUG22_F01_P3_0322_S01,2,head,0,0,violate
22_E96,14-Aug-22,14AUG22_F01,14AUG22_F01_P3,451,322,14AUG22_F01_P3_0322_G03,14AUG22_F01_P3_0322_S02,2,tail,0,0,violate
22_E96,14-Aug-22,14AUG22_F01,14AUG22_F01_P3,451,322,14AUG22_F01_P3_0322_G04,14AUG22_F01_P3_0322_S02,3,head,0,0,violate
22_E96,14-Aug-22,14AUG22_F01,14AUG22_F01_P3,451,322,14AUG22_F01_P3_0322_G05,14AUG22_F01_P3_0322_S02,11,tail,0,0,violate
22_E97,14-Aug-22,14AUG22_F01,14AUG22_F01_P3,451,406,14AUG22_F01_P3_0406_G02,14AUG22_F01_P3_0406_S01,2,tail,0,0,violate
22_E97,14-Aug-22,14AUG22_F01,14AUG22_F01_P3,451,406,14AUG22_F01_P3_0406_G03,14AUG22_F01_P3_0406_S01,2,tail,0,0,violate
22_E97,14-Aug-22,14AUG22_F01,14AUG22_F01_P3,451,406,14AUG22_F01_P3_0406_G04,14AUG22_F01_P3_0406_S01,2,tail,0,0,violate
22_E97,14-Aug-22,14AUG22_F01,14AUG22_F01_P3,451,406,14AUG22_F01_P3_0406_G06,14AUG22_F01_P3_0406_S01,2,head,0,0,violate
22_E97,14-Aug-22,14AUG22_F01,14AUG22_F01_P3,451,406,14AUG22_F01_P3_0406_G07,14AUG22_F01_P3_0406_S02,3,tail,0,0,violate
22_E97,14-Aug-22,14AUG22_F01,14AUG22_F01_P3,451,406,14AUG22_F01_P3_0406_G08,14AUG22_F01_P3_0406_S02,3,head,0,0,violate
22_E97,14-Aug-22,14AUG22_F01,14AUG22_F01_P3,451,406,14AUG22_F01_P3_0406_G09,14AUG22_F01_P3_0406_S02,9,tail,0,0,violate
22_E98,14-Aug-22,14AUG22_F01,14AUG22_F01_P4,107,42,14AUG22_F01_P4_0042_G03,14AUG22_F01_P4_0042_S02,3,tail,0,0,violate
22_E98,14-Aug-22,14AUG22_F01,14AUG22_F01_P4,107,42,14AUG22_F01_P4_0042_G05,14AUG22_F01_P4_0042_S02,2,tail,0,0,violate
22_E98,14-Aug-22,14AUG22_F01,14AUG22_F01_P4,107,42,14AUG22_F01_P4_0042_G06,14AUG22_F01_P4_0042_S01,3,head,0,0,violate
22_E99,14-Aug-22,14AUG22_F01,14AUG22_F01_P4,57,28,14AUG22_F01_P4_0028_G01,14AUG22_F01_P4_0028_S02,2,head,0,0,violate
22_E99,14-Aug-22,14AUG22_F01,14AUG22_F01_P4,57,28,14AUG22_F01_P4_0028_G02,14AUG22_F01_P4_0028_S03,3,head,0,0,violate
22_E99,14-Aug-22,14AUG22_F01,14AUG22_F01_P4,57,28,14AUG22_F01_P4_0028_G04,14AUG22_F01_P4_0028_S03,3,tail,0,0,violate
22_E99,14-Aug-22,14AUG22_F01,14AUG22_F01_P4,57,28,14AUG22_F01_P4_0028_G05,14AUG22_F01_P4_0028_S04,3,tail,0,0,violate
22_E99,14-Aug-22,14AUG22_F01,14AUG22_F01_P4,57,28,14AUG22_F01_P4_0028_G06,14AUG22_F01_P4_0028_S04,2,tail,0,0,violate
22_E100,14-Aug-22,14AUG22_F02,14AUG22_F02_P1,451,115,14AUG22_F02_P1_0115_G01,14AUG22_F02_P1_0115_S02,3,head,0,0,violate
22_E100,14-Aug-22,14AUG22_F02,14AUG22_F02_P1,451,115,14AUG22_F02_P1_0115_G02,14AUG22_F02_P1_0115_S02,1,tail,0,0,violate
22_E100,14-Aug-22,14AUG22_F02,14AUG22_F02_P1,451,115,14AUG22_F02_P1_0115_G03,14AUG22_F02_P1_0115_S01,11,tail,0,0,violate
22_E100,14-Aug-22,14AUG22_F02,14AUG22_F02_P1,451,115,14AUG22_F02_P1_0115_G04,14AUG22_F02_P1_0115_S03,3,head,0,0,violate
22_E100,14-Aug-22,14AUG22_F02,14AUG22_F02_P1,451,115,14AUG22_F02_P1_0115_G05,14AUG22_F02_P1_0115_S03,1,head,0,0,violate
22_E100,14-Aug-22,14AUG22_F02,14AUG22_F02_P1,451,115,14AUG22_F02_P1_0115_G06,14AUG22_F02_P1_0115_S03,2,tail,0,0,violate
22_E100,14-Aug-22,14AUG22_F02,14AUG22_F02_P1,451,115,14AUG22_F02_P1_0115_G07,14AUG22_F02_P1_0115_S03,2,tail,0,0,violate
22_E100,14-Aug-22,14AUG22_F02,14AUG22_F02_P1,451,115,14AUG22_F02_P1_0115_G08,14AUG22_F02_P1_0115_S03,1,tail,0,0,violate
22_E101,14-Aug-22,14AUG22_F02,14AUG22_F02_P1,451,148,14AUG22_F02_P1_0148_G04,14AUG22_F02_P1_0148_S01,3,head,0,0,violate
22_E101,14-Aug-22,14AUG22_F02,14AUG22_F02_P1,451,148,14AUG22_F02_P1_0148_G05,14AUG22_F02_P1_0148_S01,3,head,0,0,violate
22_E101,14-Aug-22,14AUG22_F02,14AUG22_F02_P1,451,148,14AUG22_F02_P1_0148_G06,14AUG22_F02_P1_0148_S01,3,tail,0,0,violate
22_E101,14-Aug-22,14AUG22_F02,14AUG22_F02_P1,451,148,14AUG22_F02_P1_0148_G07,14AUG22_F02_P1_0148_S02,3,head,0,0,violate
22_E101,14-Aug-22,14AUG22_F02,14AUG22_F02_P1,451,148,14AUG22_F02_P1_0148_G08,14AUG22_F02_P1_0148_S01,3,tail,0,0,violate
22_E101,14-Aug-22,14AUG22_F02,14AUG22_F02_P1,451,148,14AUG22_F02_P1_0148_G01,14AUG22_F02_P1_0148_S03,3,head,0,0,violate
22_E101,14-Aug-22,14AUG22_F02,14AUG22_F02_P1,451,148,14AUG22_F02_P1_0148_G02,14AUG22_F02_P1_0148_S03,2,tail,0,0,violate
22_E101,14-Aug-22,14AUG22_F02,14AUG22_F02_P1,451,148,14AUG22_F02_P1_0148_G03,14AUG22_F02_P1_0148_S03,3,tail,0,0,violate
22_E102,14-Aug-22,14AUG22_F02,14AUG22_F02_P1,451,210,14AUG22_F02_P1_0210_G01,14AUG22_F02_P1_0210_S01,2,tail,0,0,violate
22_E102,14-Aug-22,14AUG22_F02,14AUG22_F02_P1,451,210,14AUG22_F02_P1_0210_G02,14AUG22_F02_P1_0210_S01,2,head,0,0,violate
22_E102,14-Aug-22,14AUG22_F02,14AUG22_F02_P1,451,210,14AUG22_F02_P1_0210_G03,14AUG22_F02_P1_0210_S01,3,head,0,0,violate
22_E102,14-Aug-22,14AUG22_F02,14AUG22_F02_P1,451,210,14AUG22_F02_P1_0210_G04,14AUG22_F02_P1_0210_S02,2,tail,0,0,violate
22_E102,14-Aug-22,14AUG22_F02,14AUG22_F02_P1,451,210,14AUG22_F02_P1_0210_G05,14AUG22_F02_P1_0210_S02,2,tail,0,0,violate
22_E102,14-Aug-22,14AUG22_F02,14AUG22_F02_P1,451,210,14AUG22_F02_P1_0210_G06,14AUG22_F02_P1_0210_S03,3,tail,0,0,violate
22_E103,14-Aug-22,14AUG22_F02,14AUG22_F02_P1,451,246,14AUG22_F02_P1_0246_G01,14AUG22_F02_P1_0246_S03,2,head,0,0,violate
22_E103,14-Aug-22,14AUG22_F02,14AUG22_F02_P1,451,246,14AUG22_F02_P1_0246_G02,14AUG22_F02_P1_0246_S03,2,tail,0,0,violate
22_E103,14-Aug-22,14AUG22_F02,14AUG22_F02_P1,451,246,14AUG22_F02_P1_0246_G03,14AUG22_F02_P1_0246_S01,1,tail,0,0,violate
22_E103,14-Aug-22,14AUG22_F02,14AUG22_F02_P1,451,246,14AUG22_F02_P1_0246_G04,14AUG22_F02_P1_0246_S01,2,tail,0,0,violate
22_E103,14-Aug-22,14AUG22_F02,14AUG22_F02_P1,451,246,14AUG22_F02_P1_0246_G05,14AUG22_F02_P1_0246_S02,2,head,0,0,violate
22_E104,14-Aug-22,14AUG22_F02,14AUG22_F02_P1,451,320,14AUG22_F02_P1_0320_G01,14AUG22_F02_P1_0320_S03,3,tail,0,0,violate
22_E104,14-Aug-22,14AUG22_F02,14AUG22_F02_P1,451,320,14AUG22_F02_P1_0320_G04,14AUG22_F02_P1_0320_S02,2,tail,0,0,violate
22_E104,14-Aug-22,14AUG22_F02,14AUG22_F02_P1,451,320,14AUG22_F02_P1_0320_G05,14AUG22_F02_P1_0320_S02,3,tail,0,0,violate
22_E105,14-Aug-22,14AUG22_F02,14AUG22_F02_P1,451,414,14AUG22_F02_P1_0414_G01,14AUG22_F02_P1_0414_S02,2,tail,1,1,violate
22_E106,14-Aug-22,14AUG22_F02,14AUG22_F02_P2,451,20,14AUG22_F02_P2_0020_G01,14AUG22_F02_P2_0020_S01,3,head,0,0,violate
22_E106,14-Aug-22,14AUG22_F02,14AUG22_F02_P2,451,20,14AUG22_F02_P2_0020_G02,14AUG22_F02_P2_0020_S02,3,tail,0,0,violate
22_E106,14-Aug-22,14AUG22_F02,14AUG22_F02_P2,451,20,14AUG22_F02_P2_0020_G03,14AUG22_F02_P2_0020_S02,2,tail,0,0,violate
22_E107,14-Aug-22,14AUG22_F02,14AUG22_F02_P2,451,102,14AUG22_F02_P2_0102_G01,14AUG22_F02_P2_0102_S02,3,head,0,0,violate
22_E107,14-Aug-22,14AUG22_F02,14AUG22_F02_P2,451,102,14AUG22_F02_P2_0102_G02,14AUG22_F02_P2_0102_S01,3,head,0,0,violate
22_E107,14-Aug-22,14AUG22_F02,14AUG22_F02_P2,451,102,14AUG22_F02_P2_0102_G03,14AUG22_F02_P2_0102_S01,3,tail,0,0,violate
22_E107,14-Aug-22,14AUG22_F02,14AUG22_F02_P2,451,102,14AUG22_F02_P2_0102_G06,14AUG22_F02_P2_0102_S03,3,head,0,0,violate
22_E108,14-Aug-22,14AUG22_F02,14AUG22_F02_P2,451,156,14AUG22_F02_P2_0156_G01,14AUG22_F02_P2_0156_S01,3,head,0,0,violate
22_E108,14-Aug-22,14AUG22_F02,14AUG22_F02_P2,451,156,14AUG22_F02_P2_0156_G02,14AUG22_F02_P2_0156_S01,3,tail,0,0,violate
22_E108,14-Aug-22,14AUG22_F02,14AUG22_F02_P2,451,156,14AUG22_F02_P2_0156_G04,14AUG22_F02_P2_0156_S03,3,head,0,0,violate
22_E108,14-Aug-22,14AUG22_F02,14AUG22_F02_P2,451,156,14AUG22_F02_P2_0156_G05,14AUG22_F02_P2_0156_S03,3,head,0,0,violate
22_E108,14-Aug-22,14AUG22_F02,14AUG22_F02_P2,451,156,14AUG22_F02_P2_0156_G06,14AUG22_F02_P2_0156_S04,3,tail,0,0,violate
22_E109,14-Aug-22,14AUG22_F02,14AUG22_F02_P2,451,308,14AUG22_F02_P2_0308_G01,14AUG22_F02_P2_0308_S01,3,head,0,0,violate
22_E109,14-Aug-22,14AUG22_F02,14AUG22_F02_P2,451,308,14AUG22_F02_P2_0308_G02,14AUG22_F02_P2_0308_S03,3,tail,0,0,violate
22_E109,14-Aug-22,14AUG22_F02,14AUG22_F02_P2,451,308,14AUG22_F02_P2_0308_G03,14AUG22_F02_P2_0308_S03,3,tail,0,0,violate
22_E110,14-Aug-22,14AUG22_F02,14AUG22_F02_P2,451,337,14AUG22_F02_P2_0337_G01,14AUG22_F02_P2_0337_S04,3,head,1,1,violate
22_E110,14-Aug-22,14AUG22_F02,14AUG22_F02_P2,451,337,14AUG22_F02_P2_0337_G02,14AUG22_F02_P2_0337_S04,2,head,0,0,violate
22_E110,14-Aug-22,14AUG22_F02,14AUG22_F02_P2,451,337,14AUG22_F02_P2_0337_G03,14AUG22_F02_P2_0337_S04,1,head,0,0,violate
22_E110,14-Aug-22,14AUG22_F02,14AUG22_F02_P2,451,337,14AUG22_F02_P2_0337_G04,14AUG22_F02_P2_0337_S03,2,head,1,1,violate
22_E110,14-Aug-22,14AUG22_F02,14AUG22_F02_P2,451,337,14AUG22_F02_P2_0337_G05,14AUG22_F02_P2_0337_S02,2,head,0,0,violate
22_E110,14-Aug-22,14AUG22_F02,14AUG22_F02_P2,451,337,14AUG22_F02_P2_0337_G06,14AUG22_F02_P2_0337_S02,2,head,0,0,violate
22_E111,14-Aug-22,14AUG22_F02,14AUG22_F02_P2,451,419,14AUG22_F02_P2_0419_G01,14AUG22_F02_P2_0419_S01,3,head,0,0,violate
22_E111,14-Aug-22,14AUG22_F02,14AUG22_F02_P2,451,419,14AUG22_F02_P2_0419_G02,14AUG22_F02_P2_0419_S01,2,tail,0,0,violate
22_E111,14-Aug-22,14AUG22_F02,14AUG22_F02_P2,451,419,14AUG22_F02_P2_0419_G04,14AUG22_F02_P2_0419_S02,3,tail,1,1,violate
22_E112,14-Aug-22,14AUG22_F02,14AUG22_F02_P3,451,108,14AUG22_F02_P3_0108_G01,14AUG22_F02_P3_0108_S01,3,tail,0,0,violate
22_E112,14-Aug-22,14AUG22_F02,14AUG22_F02_P3,451,108,14AUG22_F02_P3_0108_G02,14AUG22_F02_P3_0108_S02,3,head,0,0,violate
22_E112,14-Aug-22,14AUG22_F02,14AUG22_F02_P3,451,108,14AUG22_F02_P3_0108_G03,14AUG22_F02_P3_0108_S02,3,head,0,0,violate
22_E112,14-Aug-22,14AUG22_F02,14AUG22_F02_P3,451,108,14AUG22_F02_P3_0108_G04,14AUG22_F02_P3_0108_S02,3,head,0,0,violate
22_E112,14-Aug-22,14AUG22_F02,14AUG22_F02_P3,451,108,14AUG22_F02_P3_0108_G05,14AUG22_F02_P3_0108_S03,2,tail,0,0,violate
22_E112,14-Aug-22,14AUG22_F02,14AUG22_F02_P3,451,108,14AUG22_F02_P3_0108_G06,14AUG22_F02_P3_0108_S04,2,head,0,0,violate
22_E112,14-Aug-22,14AUG22_F02,14AUG22_F02_P3,451,108,14AUG22_F02_P3_0108_G07,14AUG22_F02_P3_0108_S04,3,head,1,1,violate
22_E112,14-Aug-22,14AUG22_F02,14AUG22_F02_P3,451,108,14AUG22_F02_P3_0108_G08,14AUG22_F02_P3_0108_S04,2,head,0,0,violate
22_E113,14-Aug-22,14AUG22_F02,14AUG22_F02_P3,451,138,14AUG22_F02_P3_0138_G01,14AUG22_F02_P3_0138_S01,3,head,0,0,violate
22_E113,14-Aug-22,14AUG22_F02,14AUG22_F02_P3,451,138,14AUG22_F02_P3_0138_G02,14AUG22_F02_P3_0138_S01,2,head,0,0,violate
22_E113,14-Aug-22,14AUG22_F02,14AUG22_F02_P3,451,138,14AUG22_F02_P3_0138_G04,14AUG22_F02_P3_0138_S02,3,head,1,1,violate
22_E113,14-Aug-22,14AUG22_F02,14AUG22_F02_P3,451,138,14AUG22_F02_P3_0138_G05,14AUG22_F02_P3_0138_S02,2,head,0,0,violate
22_E113,14-Aug-22,14AUG22_F02,14AUG22_F02_P3,451,138,14AUG22_F02_P3_0138_G06,14AUG22_F02_P3_0138_S02,3,head,0,0,violate
22_E113,14-Aug-22,14AUG22_F02,14AUG22_F02_P3,451,138,14AUG22_F02_P3_0138_G07,14AUG22_F02_P3_0138_S03,1,head,1,1,violate
22_E113,14-Aug-22,14AUG22_F02,14AUG22_F02_P3,451,138,14AUG22_F02_P3_0138_G08,14AUG22_F02_P3_0138_S03,2,tail,0,0,violate
22_E114,14-Aug-22,14AUG22_F02,14AUG22_F02_P3,451,239,14AUG22_F02_P3_0239_G01,14AUG22_F02_P3_0239_S01,3,tail,0,0,violate
22_E114,14-Aug-22,14AUG22_F02,14AUG22_F02_P3,451,239,14AUG22_F02_P3_0239_G02,14AUG22_F02_P3_0239_S02,2,head,0,0,violate
22_E114,14-Aug-22,14AUG22_F02,14AUG22_F02_P3,451,239,14AUG22_F02_P3_0239_G03,14AUG22_F02_P3_0239_S03,3,tail,0,0,violate
22_E114,14-Aug-22,14AUG22_F02,14AUG22_F02_P3,451,239,14AUG22_F02_P3_0239_G04,14AUG22_F02_P3_0239_S03,2,head,0,0,violate
22_E114,14-Aug-22,14AUG22_F02,14AUG22_F02_P3,451,239,14AUG22_F02_P3_0239_G05,14AUG22_F02_P3_0239_S03,2,head,0,0,violate
22_E114,14-Aug-22,14AUG22_F02,14AUG22_F02_P3,451,239,14AUG22_F02_P3_0239_G06,14AUG22_F02_P3_0239_S03,1,tail,0,0,violate
22_E115,14-Aug-22,14AUG22_F02,14AUG22_F02_P3,451,336,14AUG22_F02_P3_0336_G01,14AUG22_F02_P3_0336_S01,1,tail,0,0,violate
22_E115,14-Aug-22,14AUG22_F02,14AUG22_F02_P3,451,336,14AUG22_F02_P3_0336_G02,14AUG22_F02_P3_0336_S01,3,head,0,0,violate
22_E115,14-Aug-22,14AUG22_F02,14AUG22_F02_P3,451,336,14AUG22_F02_P3_0336_G02,14AUG22_F02_P3_0336_S02,3,head,0,0,violate
22_E115,14-Aug-22,14AUG22_F02,14AUG22_F02_P3,451,336,14AUG22_F02_P3_0336_G03,14AUG22_F02_P3_0336_S04,3,head,0,0,violate
22_E115,14-Aug-22,14AUG22_F02,14AUG22_F02_P3,451,336,14AUG22_F02_P3_0336_G04,14AUG22_F02_P3_0336_S04,3,tail,0,0,violate
22_E115,14-Aug-22,14AUG22_F02,14AUG22_F02_P3,451,336,14AUG22_F02_P3_0336_G05,14AUG22_F02_P3_0336_S04,3,tail,0,0,violate
22_E115,14-Aug-22,14AUG22_F02,14AUG22_F02_P3,451,336,14AUG22_F02_P3_0336_G06,14AUG22_F02_P3_0336_S03,2,head,0,0,violate
22_E115,14-Aug-22,14AUG22_F02,14AUG22_F02_P3,451,336,14AUG22_F02_P3_0336_G07,14AUG22_F02_P3_0336_S03,2,tail,0,0,violate
22_E115,14-Aug-22,14AUG22_F02,14AUG22_F02_P3,451,336,14AUG22_F02_P3_0336_G08,14AUG22_F02_P3_0336_S03,2,head,0,0,violate
22_E116,14-Aug-22,14AUG22_F02,14AUG22_F02_P3,451,412,14AUG22_F02_P3_0412_G01,14AUG22_F02_P3_0412_S04,2,head,0,0,violate
22_E116,14-Aug-22,14AUG22_F02,14AUG22_F02_P3,451,412,14AUG22_F02_P3_0412_G02,14AUG22_F02_P3_0412_S04,2,tail,0,0,violate
22_E116,14-Aug-22,14AUG22_F02,14AUG22_F02_P3,451,412,14AUG22_F02_P3_0412_G03,14AUG22_F02_P3_0412_S04,2,tail,0,0,violate
22_E116,14-Aug-22,14AUG22_F02,14AUG22_F02_P3,451,412,14AUG22_F02_P3_0412_G04,14AUG22_F02_P3_0412_S01,2,tail,0,0,violate
22_E116,14-Aug-22,14AUG22_F02,14AUG22_F02_P3,451,412,14AUG22_F02_P3_0412_G05,14AUG22_F02_P3_0412_S03,3,head,1,1,violate
22_E116,14-Aug-22,14AUG22_F02,14AUG22_F02_P3,451,412,14AUG22_F02_P3_0412_G06,14AUG22_F02_P3_0412_S02,3,head,1,1,violate
22_E116,14-Aug-22,14AUG22_F02,14AUG22_F02_P3,451,412,14AUG22_F02_P3_0412_G07,14AUG22_F02_P3_0412_S02,3,head,0,0,violate
22_E116,14-Aug-22,14AUG22_F02,14AUG22_F02_P3,451,412,14AUG22_F02_P3_0412_G08,14AUG22_F02_P3_0412_S02,3,head,0,0,violate
22_E117,14-Aug-22,14AUG22_F02,14AUG22_F02_P4,451,11,14AUG22_F02_P4_0011_G04,14AUG22_F02_P4_0011_S03,3,head,0,0,violate
22_E117,14-Aug-22,14AUG22_F02,14AUG22_F02_P4,451,11,14AUG22_F02_P4_0011_G05,14AUG22_F02_P4_0011_S03,3,tail,0,0,violate
22_E117,14-Aug-22,14AUG22_F02,14AUG22_F02_P4,451,11,14AUG22_F02_P4_0011_G06,14AUG22_F02_P4_0011_S03,3,tail,0,0,violate
22_E117,14-Aug-22,14AUG22_F02,14AUG22_F02_P4,451,11,14AUG22_F02_P4_0011_G01,14AUG22_F02_P4_0011_S01,3,head,0,0,violate
22_E117,14-Aug-22,14AUG22_F02,14AUG22_F02_P4,451,11,14AUG22_F02_P4_0011_G02,14AUG22_F02_P4_0011_S01,3,head,0,0,violate
22_E117,14-Aug-22,14AUG22_F02,14AUG22_F02_P4,451,11,14AUG22_F02_P4_0011_G03,14AUG22_F02_P4_0011_S01,4,tail,1,1,violate
22_E118,14-Aug-22,14AUG22_F03,14AUG22_F03_P1,451,110,14AUG22_F03_P1_0110_G01,14AUG22_F03_P1_0110_S01,3,head,0,0,violate
22_E118,14-Aug-22,14AUG22_F03,14AUG22_F03_P1,451,110,14AUG22_F03_P1_0110_G02,14AUG22_F03_P1_0110_S05,3,tail,0,0,violate
22_E118,14-Aug-22,14AUG22_F03,14AUG22_F03_P1,451,110,14AUG22_F03_P1_0110_G04,14AUG22_F03_P1_0110_S04,4,head,0,0,violate
22_E118,14-Aug-22,14AUG22_F03,14AUG22_F03_P1,451,110,14AUG22_F03_P1_0110_G04,14AUG22_F03_P1_0110_S03,4,head,0,0,violate
