No,EVE,YEAR,WEEKDAYS,DATE,FLIGHT,FLIGHT_C,V_LENGTH,TIMELINE,TECHINICIAN,FOOTAGE_AREA,POLICE_PRESENCE,SURVEY_BOAT,NO_WS,NO_BOAT,NO_SWIMMER
266,22_E268,2022,Tuesday,16-Aug-22,16AUG22_F01,16AUG22_F01_P3,451,420,Hoa,23201.8,no,no,5,14,16
267,22_E269,2022,Tuesday,16-Aug-22,16AUG22_F01,16AUG22_F01_P4,29,13,Hoa,23983.72,no,no,7,10,22
268,22_E270,2022,Tuesday,16-Aug-22,16AUG22_F01,16AUG22_F01_P4,29,27,Hoa,25838.54,no,no,7,11,20
269,22_E271,2022,Tuesday,16-Aug-22,16AUG22_F02,16AUG22_F02_P1,451,5,Hoa,30665.46,no,no,2,8,15
270,22_E272,2022,Tuesday,16-Aug-22,16AUG22_F02,16AUG22_F02_P1,451,38,Hoa,31891.45,no,no,3,8,15
271,22_E273,2022,Tuesday,16-Aug-22,16AUG22_F02,16AUG22_F02_P1,451,128,Hoa,29341.78,no,no,4,5,12
272,22_E274,2022,Tuesday,16-Aug-22,16AUG22_F02,16AUG22_F02_P1,451,220,Hoa,29660.09,no,no,3,10,12
273,22_E275,2022,Tuesday,16-Aug-22,16AUG22_F02,16AUG22_F02_P1,451,340,Hoa,29785.59,no,no,3,13,18
274,22_E276,2022,Tuesday,16-Aug-22,16AUG22_F02,16AUG22_F02_P1,451,409,Hoa,33168.41,no,no,3,12,18
275,22_E277,2022,Tuesday,16-Aug-22,16AUG22_F02,16AUG22_F02_P2,451,21,Hoa,34856.81,no,no,3,12,24
276,22_E278,2022,Tuesday,16-Aug-22,16AUG22_F02,16AUG22_F02_P2,451,57,Hoa,31894.27,no,no,3,10,21
277,22_E279,2022,Tuesday,16-Aug-22,16AUG22_F02,16AUG22_F02_P2,451,152,Hoa,29877.14,no,no,3,4,6
278,22_E280,2022,Tuesday,16-Aug-22,16AUG22_F02,16AUG22_F02_P2,451,339,Hoa,30618.02,no,no,2,3,3
279,22_E281,2022,Tuesday,16-Aug-22,16AUG22_F02,16AUG22_F02_P2,451,440,Hoa,32728.22,no,no,2,9,21
280,22_E282,2022,Tuesday,16-Aug-22,16AUG22_F02,16AUG22_F02_P3,451,31,Hoa,30037.6,no,no,2,11,18
281,22_E283,2022,Tuesday,16-Aug-22,16AUG22_F02,16AUG22_F02_P3,451,146,Hoa,28293.83,no,no,2,9,12
282,22_E284,2022,Tuesday,16-Aug-22,16AUG22_F02,16AUG22_F02_P3,451,249,Hoa,28303.08,no,no,3,13,9
283,22_E285,2022,Tuesday,16-Aug-22,16AUG22_F02,16AUG22_F02_P3,451,321,Hoa,25038.46,no,no,3,13,17
284,22_E286,2022,Tuesday,16-Aug-22,16AUG22_F02,16AUG22_F02_P4,29,14,Hoa,26792.52,no,yes,2,12,21
285,22_E287,2022,Tuesday,16-Aug-22,16AUG22_F03,16AUG22_F03_P1,451,139,Hoa,26476.87,no,no,2,7,14
286,22_E288,2022,Tuesday,16-Aug-22,16AUG22_F03,16AUG22_F03_P1,451,211,Hoa,26782.24,no,no,2,7,15
287,22_E289,2022,Tuesday,16-Aug-22,16AUG22_F03,16AUG22_F03_P1,451,248,Hoa,23174.89,no,no,2,6,15
288,22_E290,2022,Tuesday,16-Aug-22,16AUG22_F03,16AUG22_F03_P1,451,438,Hoa,26546.84,no,no,2,7,3
289,22_E291,2022,Tuesday,16-Aug-22,16AUG22_F03,16AUG22_F03_P2,429,36,Hoa,26673.01,no,yes,1,7,9
290,22_E292,2022,Tuesday,16-Aug-22,16AUG22_F03,16AUG22_F03_P2,429,107,Hoa,23504.29,no,yes,1,7,9
291,22_E293,2022,Tuesday,16-Aug-22,16AUG22_F03,16AUG22_F03_P2,429,330,Hoa,23822.18,no,no,1,8,13
292,22_E294,2022,Tuesday,16-Aug-22,16AUG22_F04,16AUG22_F04_P1,451,12,Hoa,25366.88,no,no,2,15,11
293,22_E295,2022,Tuesday,16-Aug-22,16AUG22_F04,16AUG22_F04_P1,451,111,Hoa,25595.21,no,no,2,12,24
294,22_E296,2022,Tuesday,16-Aug-22,16AUG22_F04,16AUG22_F04_P1,451,225,Hoa,26841.54,no,no,2,12,24
295,22_E297,2022,Tuesday,16-Aug-22,16AUG22_F04,16AUG22_F04_P1,451,328,Hoa,18459.34,no,yes,1,14,18
296,22_E298,2022,Tuesday,16-Aug-22,16AUG22_F04,16AUG22_F04_P2,451,5,Hoa,17891.69,no,yes,2,18,21
297,22_E299,2022,Tuesday,16-Aug-22,16AUG22_F04,16AUG22_F04_P2,451,49,Hoa,18131.18,no,yes,1,16,15
298,22_E300,2022,Tuesday,16-Aug-22,16AUG22_F04,16AUG22_F04_P2,451,126,Hoa,19917.22,no,yes,1,11,16
299,22_E301,2022,Tuesday,16-Aug-22,16AUG22_F04,16AUG22_F04_P2,451,229,Hoa,17363.98,no,yes,3,14,25
300,22_E302,2022,Tuesday,16-Aug-22,16AUG22_F04,16AUG22_F04_P2,451,351,Hoa,17468.51,no,yes,3,20,19
301,22_E303,2022,Tuesday,16-Aug-22,16AUG22_F04,16AUG22_F04_P2,451,421,Hoa,27443.01,no,no,3,16,21
302,22_E304,2022,Tuesday,16-Aug-22,16AUG22_F04,16AUG22_F04_P3,451,22,Hoa,26020.42,no,no,2,11,12
303,22_E305,2022,Tuesday,16-Aug-22,16AUG22_F04,16AUG22_F04_P3,451,59,Hoa,26981.23,no,no,2,12,12
304,22_E306,2022,Tuesday,16-Aug-22,16AUG22_F04,16AUG22_F04_P3,451,216,Hoa,27141.99,no,no,2,8,6
305,22_E307,2022,Tuesday,16-Aug-22,16AUG22_F04,16AUG22_F04_P3,451,308,Hoa,26799.85,yes,no,2,12,13
306,22_E308,2022,Tuesday,16-Aug-22,16AUG22_F04,16AUG22_F04_P3,451,354,Hoa,28292.82,no,no,3,14,17
307,22_E309,2022,Tuesday,16-Aug-22,16AUG22_F04,16AUG22_F04_P3,451,444,Hoa,26237.45,no,no,2,17,4
308,22_E310,2022,Tuesday,16-Aug-22,16AUG22_F04,16AUG22_F04_P4,31,8,Hoa,25561.1,no,no,2,16,4
309,22_E311,2022,Tuesday,16-Aug-22,16AUG22_F05,16AUG22_F05_P1,451,21,Hoa,25895.61,no,no,2,5,3
310,22_E312,2022,Tuesday,16-Aug-22,16AUG22_F05,16AUG22_F05_P1,451,134,Hoa,22882.32,no,yes,2,6,3
311,22_E313,2022,Tuesday,16-Aug-22,16AUG22_F05,16AUG22_F05_P1,451,242,Hoa,24550.16,no,yes,1,8,5
312,22_E314,2022,Tuesday,16-Aug-22,16AUG22_F05,16AUG22_F05_P1,451,433,Hoa,17031.37,no,yes,3,6,9
313,22_E315,2022,Tuesday,16-Aug-22,16AUG22_F05,16AUG22_F05_P2,451,54,Hoa,24383.61,no,yes,2,6,6
314,22_E316,2022,Tuesday,16-Aug-22,16AUG22_F05,16AUG22_F05_P2,451,204,Hoa,36965.91,no,yes,3,7,9
315,22_E317,2022,Tuesday,16-Aug-22,16AUG22_F05,16AUG22_F05_P2,451,446,Hoa,41755.52,no,yes,4,7,12
316,22_E318,2022,Tuesday,16-Aug-22,16AUG22_F05,16AUG22_F05_P3,451,110,Hoa,39998.26,no,no,2,7,12
317,22_E319,2022,Tuesday,16-Aug-22,16AUG22_F05,16AUG22_F05_P3,451,146,Hoa,27475.36,no,no,3,7,15
318,22_E320,2022,Tuesday,16-Aug-22,16AUG22_F05,16AUG22_F05_P3,451,431,Hoa,24614.31,no,no,3,4,3
319,22_E321,2022,Tuesday,16-Aug-22,16AUG22_F06,16AUG22_F06_P1,451,234,Hoa,30403.96,no,no,2,6,9
320,22_E322,2022,Tuesday,16-Aug-22,16AUG22_F06,16AUG22_F06_P1,451,419,Hoa,38440.78,no,no,2,5,9
321,22_E323,2022,Tuesday,16-Aug-22,16AUG22_F06,16AUG22_F06_P2,451,116,Hoa,58191.92,no,no,2,5,9
322,22_E324,2022,Tuesday,16-Aug-22,16AUG22_F06,16AUG22_F06_P2,451,350,Hoa,42368.83,no,no,3,7,9
323,22_E325,2022,Tuesday,16-Aug-22,16AUG22_F06,16AUG22_F06_P3,451,100,Hoa,52820.05,no,no,1,5,9
324,22_E326,2022,Tuesday,16-Aug-22,16AUG22_F06,16AUG22_F06_P3,451,314,Hoa,42171.34,no,no,2,5,6
325,22_E327,2022,Tuesday,16-Aug-22,16AUG22_F07,16AUG22_F07_P1,451,104,Hoa,30612.86,no,no,1,1,3
326,22_E328,2022,Tuesday,16-Aug-22,16AUG22_F07,16AUG22_F07_P1,451,346,Hoa,64587.25,yes,no,2,4,3
327,22_E329,2022,Tuesday,16-Aug-22,16AUG22_F07,16AUG22_F07_P2,451,136,Hoa,48176.93,yes,no,2,3,6
328,22_E330,2022,Tuesday,16-Aug-22,16AUG22_F07,16AUG22_F07_P2,451,312,Hoa,42528.6,yes,no,3,3,6
329,22_E331,2022,Tuesday,16-Aug-22,16AUG22_F07,16AUG22_F07_P2,451,423,Hoa,46985.96,yes,no,3,3,6
330,22_E332,2022,Tuesday,16-Aug-22,16AUG22_F07,16AUG22_F07_P4,28,12,Hoa,37816.52,no,no,2,1,0
331,22_E333,2022,Wednesday,17-Aug-22,17AUG22_F01,17AUG22_F01_P1,451,25,Hoa,26835.42,no,no,1,17,12
332,22_E334,2022,Wednesday,17-Aug-22,17AUG22_F01,17AUG22_F01_P1,451,139,Hoa,27431.34,no,yes,1,7,3
333,22_E335,2022,Wednesday,17-Aug-22,17AUG22_F01,17AUG22_F01_P1,451,255,Hoa,26853.2,no,yes,1,7,12
334,22_E336,2022,Wednesday,17-Aug-22,17AUG22_F01,17AUG22_F01_P1,451,347,Hoa,23747.35,no,yes,1,8,12
335,22_E337,2022,Wednesday,17-Aug-22,17AUG22_F01,17AUG22_F01_P2,451,19,Hoa,28192.03,no,no,1,3,12
336,22_E338,2022,Wednesday,17-Aug-22,17AUG22_F01,17AUG22_F01_P2,451,38,Hoa,28403.34,no,no,1,3,6
337,22_E339,2022,Wednesday,17-Aug-22,17AUG22_F01,17AUG22_F01_P2,451,123,Hoa,27976.2,no,no,1,3,9
338,22_E340,2022,Wednesday,17-Aug-22,17AUG22_F01,17AUG22_F01_P2,451,235,Hoa,22946.67,no,no,1,5,9
339,22_E341,2022,Wednesday,17-Aug-22,17AUG22_F01,17AUG22_F01_P2,451,329,Hoa,21879.84,no,no,1,6,12
340,22_E342,2022,Wednesday,17-Aug-22,17AUG22_F01,17AUG22_F01_P3,451,13,Hoa,29714.29,no,no,1,4,6
341,22_E343,2022,Wednesday,17-Aug-22,17AUG22_F01,17AUG22_F01_P3,451,158,Hoa,26951.43,no,no,1,5,9
342,22_E344,2022,Wednesday,17-Aug-22,17AUG22_F01,17AUG22_F01_P3,451,246,Hoa,26458.5,no,no,1,5,9
343,22_E345,2022,Wednesday,17-Aug-22,17AUG22_F01,17AUG22_F01_P3,451,415,Hoa,26235.88,no,no,1,8,21
344,22_E346,2022,Wednesday,17-Aug-22,17AUG22_F01,17AUG22_F01_P4,54,27,Hoa,24907.96,no,no,1,11,5
345,22_E348,2022,Wednesday,17-Aug-22,17AUG22_F02,17AUG22_F02_P1,304,12,Hoa,20575.42,no,no,1,9,6
346,22_E349,2022,Wednesday,17-Aug-22,17AUG22_F02,17AUG22_F02_P1,304,35,Hoa,21406.48,no,no,1,8,9
347,22_E350,2022,Wednesday,17-Aug-22,17AUG22_F02,17AUG22_F02_P2,451,13,Hoa,25795.98,no,no,1,7,15
348,22_E351,2022,Wednesday,17-Aug-22,17AUG22_F02,17AUG22_F02_P2,451,45,Hoa,25257.21,no,no,1,6,15
349,22_E352,2022,Wednesday,17-Aug-22,17AUG22_F02,17AUG22_F02_P2,451,224,Hoa,24428.01,no,no,1,7,9
350,22_E353,2022,Wednesday,17-Aug-22,17AUG22_F02,17AUG22_F02_P2,451,401,Hoa,24357.1,no,no,1,9,9
351,22_E354,2022,Wednesday,17-Aug-22,17AUG22_F02,17AUG22_F02_P2,451,440,Hoa,25281.71,no,no,1,10,12
352,22_E355,2022,Wednesday,17-Aug-22,17AUG22_F02,17AUG22_F02_P3,451,21,Hoa,23607.16,no,no,1,8,8
353,22_E356,2022,Wednesday,17-Aug-22,17AUG22_F02,17AUG22_F02_P3,451,152,Hoa,20150.52,no,no,1,9,12
354,22_E357,2022,Wednesday,17-Aug-22,17AUG22_F02,17AUG22_F02_P3,451,305,Hoa,29919.76,no,no,1,12,15
355,22_E358,2022,Wednesday,17-Aug-22,17AUG22_F03,17AUG22_F03_P1,451,310,Hoa,28453.29,no,no,1,5,9
356,22_E359,2022,Wednesday,17-Aug-22,17AUG22_F03,17AUG22_F03_P1,451,430,Hoa,29030.66,no,no,1,6,12
357,22_E360,2022,Wednesday,17-Aug-22,17AUG22_F03,17AUG22_F03_P2,451,18,Hoa,23685.42,no,no,1,5,12
358,22_E361,2022,Wednesday,17-Aug-22,17AUG22_F03,17AUG22_F03_P2,451,119,Hoa,24564.7,no,no,1,5,9
359,22_E362,2022,Wednesday,17-Aug-22,17AUG22_F03,17AUG22_F03_P2,451,209,Hoa,28707.29,no,no,1,4,6
360,22_E363,2022,Wednesday,17-Aug-22,17AUG22_F03,17AUG22_F03_P2,451,348,Hoa,30299.71,no,no,1,5,6
361,22_E364,2022,Wednesday,17-Aug-22,17AUG22_F03,17AUG22_F03_P2,451,447,Hoa,29275.27,no,no,1,4,6
362,22_E365,2022,Wednesday,17-Aug-22,17AUG22_F03,17AUG22_F03_P3,451,101,Hoa,27322.46,no,no,1,4,6
363,22_E366,2022,Wednesday,17-Aug-22,17AUG22_F03,17AUG22_F03_P3,451,158,Hoa,25386.34,no,no,1,4,7
364,22_E367,2022,Wednesday,17-Aug-22,17AUG22_F03,17AUG22_F03_P3,451,241,Hoa,22789.29,no,no,1,5,9
365,22_E368,2022,Wednesday,17-Aug-22,17AUG22_F03,17AUG22_F03_P3,451,425,Hoa,23923.58,no,no,1,5,12
366,22_E369,2022,Wednesday,17-Aug-22,17AUG22_F03,17AUG22_F03_P4,32,2,Hoa,28616.17,no,no,1,5,6
367,22_E370,2022,Wednesday,17-Aug-22,17AUG22_F04,17AUG22_F04_P1,451,19,Hoa,29356.48,no,yes,1,3,6
368,22_E371,2022,Wednesday,17-Aug-22,17AUG22_F04,17AUG22_F04_P1,451,428,Hoa,37904.36,no,no,1,3,6
369,22_E372,2022,Wednesday,17-Aug-22,17AUG22_F04,17AUG22_F04_P2,451,59,Hoa,33655.76,no,no,1,3,6
370,22_E373,2022,Wednesday,17-Aug-22,17AUG22_F04,17AUG22_F04_P2,451,243,Hoa,31639.36,no,no,1,8,9
371,22_E374,2022,Wednesday,17-Aug-22,17AUG22_F04,17AUG22_F04_P2,451,340,Hoa,46396.12,no,no,1,5,12
372,22_E375,2022,Wednesday,17-Aug-22,17AUG22_F04,17AUG22_F04_P2,451,432,Hoa,39332.35,yes,no,1,8,6
373,22_E376,2022,Wednesday,17-Aug-22,17AUG22_F04,17AUG22_F04_P3,451,149,Hoa,152639.77,yes,no,1,9,6
374,22_E377,2022,Wednesday,17-Aug-22,17AUG22_F05,17AUG22_F05_P2,451,41,Hoa,67782.17,no,no,2,4,3
375,22_E378,2022,Wednesday,17-Aug-22,17AUG22_F05,17AUG22_F05_P2,451,146,Hoa,79216.5,no,no,2,4,9
376,22_E379,2022,Wednesday,17-Aug-22,17AUG22_F05,17AUG22_F05_P2,451,225,Hoa,47040.24,no,no,2,4,12
377,22_E380,2022,Wednesday,17-Aug-22,17AUG22_F05,17AUG22_F05_P3,451,241,Hoa,22878.24,no,no,1,1,3
378,22_E381,2022,Wednesday,17-Aug-22,17AUG22_F05,17AUG22_F05_P3,451,334,Hoa,60993.37,no,no,1,1,3
379,22_E382,2022,Wednesday,17-Aug-22,17AUG22_F05,17AUG22_F05_P4,451,401,Hoa,61629.48,no,no,1,3,3
380,22_E383,2022,Wednesday,17-Aug-22,17AUG22_F06,17AUG22_F06_P1,451,108,Hoa,34071.08,no,no,1,1,3
381,22_E384,2022,Wednesday,17-Aug-22,17AUG22_F06,17AUG22_F06_P3,451,134,Hoa,34871,no,no,1,1,0
