"","FLIGHT","YEAR","WEEKDAYS","DATE","V_LENGTH_SECOND","AVE_FOOTAGE_AREA","SUM_WS_FLIGHT","SUM_BOAT_FLIGHT","SUM_SWIM_FLIGHT","SUM_BOAT_VIOLATIONS","POLICE_PRESENCE","FRE_BOAT_VIOLATION","RATE_BOAT_VIOLATION","RATE_SUM_BOAT","RATE_SUM_WS","AVE_FOOTAGE_AREA_km","FRE_BOAT_VIOLATION_min","FRE_BOAT_VIOLATION_min_count","SUM_SWIM_FLIGHT_min","SUM_BOAT_FLIGHT_min","SUM_WS_FLIGHT_min","SUM_WS_FLIGHT_min_log","digits","SUM_WS_FLIGHT_min_area","SUM_WS_FLIGHT_min_area_log","RATIO_WS_SWIM_min","RATIO_WS_SWIM_min_log","FRE_BOAT_VIOLATION_min_log","SUM_SWIM_FLIGHT_min_log","SUM_BOAT_FLIGHT_min_log","DAY_YR"
"65","14AUG22_F04","2022","Sunday","2022-08-14",291,22284.66,2,8,9,2,"no",0.00687285223367698,8.97478355065772e-05,0.000358991342026309,8.97478355065772e-05,0.02228466,0.41,0,1.86,1.65,0.41,-0.891598119283784,2,1.83983062788483e-05,-10.9032519476488,4.54,1.51292701205326,-0.891598119283784,0.62057648772511,0.500775287912489,"2022_Sunday"
"66","15AUG22_F01","2022","Monday","2022-08-15",1164,23003.428,29,46,82,10,"no",0.00859106529209622,0.000434717816840168,0.00199970195746477,0.00126068166883649,0.023003428,0.52,1,4.23,2.37,1.49,0.398776119957368,2,6.47729547091851e-05,-9.6446224073263,2.84,1.04380405217311,-0.653926467406664,1.44220199305819,0.86288995514704,"2022_Monday"
"67","15AUG22_F02","2022","Monday","2022-08-15",873,22140.802,20,103,173,16,"no",0.0183276059564719,0.00072264771619384,0.00465204467299784,0.0009033096452423,0.022140802,1.1,1,11.89,7.08,1.37,0.314810739840034,2,6.18767106990975e-05,-9.69036668979543,8.68,2.16102152867226,0.0953101798043249,2.47569771070269,1.95727390770563,"2022_Monday"
"68","15AUG22_F03","2022","Monday","2022-08-15",291,53744.675,7,80,59,5,"no",0.0171821305841924,9.30324725193705e-05,0.00148851956030993,0.000130245461527119,0.053744675,1.03,1,12.16,16.49,1.44,0.364643113587909,2,2.67933520855787e-05,-10.5273567577268,8.44,2.13298230860787,0.0295588022415444,2.49815187653802,2.80275413657151,"2022_Monday"
"69","15AUG22_F04","2022","Monday","2022-08-15",873,45153.367,18,241,349,14,"no",0.0160366552119129,0.000310054397493768,0.00533736498542844,0.000398641368206274,0.045153367,0.96,1,23.99,16.56,1.24,0.215111379616945,2,2.74619609208766e-05,-10.5027087500911,19.35,2.96269241947579,-0.0408219945202552,3.1776370768516,2.80699014895711,"2022_Monday"
"70","15AUG22_F05","2022","Monday","2022-08-15",873,27965.406,10,137,144,12,"yes",0.013745704467354,0.000429101583577939,0.00489890974584814,0.000357584652981616,0.027965406,0.82,1,9.9,9.42,0.69,-0.371063681390832,2,2.46733410557315e-05,-10.6097872066888,14.35,2.66374994220563,-0.198450938723838,2.29253475714054,2.24283508858827,"2022_Monday"
"71","15AUG22_F06","2022","Monday","2022-08-15",873,21854.814,8,54,70,8,"no",0.00916380297823597,0.000366052074385076,0.00247085150209926,0.000366052074385076,0.021854814,0.55,1,4.81,3.71,0.55,-0.59783700075562,2,2.5166080113974e-05,-10.5900134973785,8.75,2.16905370036952,-0.59783700075562,1.57069708411767,1.31103187661934,"2022_Monday"
"72","15AUG22_F07","2022","Monday","2022-08-15",320,47113.668,10,48,45,6,"no",0.01875,0.000127351578739316,0.00101881262991453,0.000212252631232194,0.047113668,1.12,1,8.44,9,1.88,0.631271776841858,2,3.99034946716524e-05,-10.1290466521482,4.49,1.50185270175416,0.113328685307003,2.13298230860787,2.19722457733622,"2022_Monday"
"73","15AUG22_F09","2022","Monday","2022-08-15",291,29743.5,2,2,2,1,"no",0.00343642611683849,3.36207910972145e-05,6.7241582194429e-05,6.7241582194429e-05,0.0297435,0.21,0,0.41,0.41,0.41,-0.891598119283784,2,1.3784524349858e-05,-11.1919640189908,1,0,-1.56064774826467,-0.891598119283784,-0.891598119283784,"2022_Monday"
"74","16AUG22_F01","2022","Tuesday","2022-08-16",902,24700.176,57,122,226,24,"no",0.0266075388026608,0.00097165299550902,0.00493923606050418,0.00230767586433392,0.024700176,1.6,2,15.03,8.12,3.79,1.33236601909433,2,0.000153440202207466,-8.78219962900242,3.97,1.3787660946991,0.470003629245736,2.71004820376488,2.09433015417359,"2022_Tuesday"
"75","16AUG22_F02","2022","Tuesday","2022-08-16",873,30315.778,37,135,209,20,"no",0.0229095074455899,0.000659722471908852,0.00445312668538475,0.00122048657303138,0.030315778,1.37,1,14.36,9.28,2.54,0.932164081030445,2,8.37847539324242e-05,-9.38725950100885,5.65,1.73165554515835,0.314810739840034,2.66444656362008,2.22786154679811,"2022_Tuesday"
"76","16AUG22_F03","2022","Tuesday","2022-08-16",560,25167.018,5,22,30,4,"no",0.00714285714285714,0.000158938178531918,0.00087415998192555,0.000198672723164898,0.025167018,0.43,0,3.21,2.36,0.54,-0.616186139423817,2,2.1456654101809e-05,-10.7494757461603,5.94,1.78170913337455,-0.843970070294529,1.16627093714192,0.858661619037519,"2022_Tuesday"
"77","16AUG22_F04","2022","Tuesday","2022-08-16",904,24827.239,23,144,165,17,"no",0.0188053097345133,0.000684731798006214,0.00580008111252322,0.000926401844361348,0.024827239,1.13,1,10.95,9.56,1.53,0.425267735404344,2,6.16258618205593e-05,-9.69442894078141,7.16,1.96850998097255,0.122217632724249,2.39333945626251,2.25758772706331,"2022_Tuesday"
"78","16AUG22_F05","2022","Tuesday","2022-08-16",582,30677.438,7,16,15,3,"no",0.00515463917525773,9.77917386712671e-05,0.000521555939580091,0.00022818072356629,0.030677438,0.31,0,1.55,1.65,0.72,-0.328504066972036,2,2.34700172811041e-05,-10.6597868117955,2.15,0.765467842139571,-1.17118298150295,0.438254930931155,0.500775287912489,"2022_Tuesday"
"79","16AUG22_F06","2022","Tuesday","2022-08-16",291,30403.96,2,6,9,1,"no",0.00343642611683849,3.28904524279074e-05,0.000197342714567445,6.57809048558148e-05,0.03040396,0.21,0,1.86,1.24,0.41,-0.891598119283784,2,1.3485085495442e-05,-11.2139262613525,4.54,1.51292701205326,-1.56064774826467,0.62057648772511,0.215111379616945,"2022_Tuesday"
"80","16AUG22_F07","2022","Tuesday","2022-08-16",319,40172.56,5,3,6,2,"yes",0.00626959247648903,4.97852265327378e-05,7.46778397991067e-05,0.000124463066331844,0.04017256,0.38,0,1.13,0.56,0.94,-0.0618754037180875,2,2.33990564703868e-05,-10.6628148581919,1.2,0.182321556793955,-0.967584026261706,0.122217632724249,-0.579818495252942,"2022_Tuesday"
"81","17AUG22_F01","2022","Wednesday","2022-08-17",636,25374.956,5,35,53,6,"no",0.00943396226415094,0.000236453611978677,0.00137931273654228,0.000197044676648897,0.025374956,0.57,1,5,3.3,0.47,-0.755022584278033,2,1.85221996049964e-05,-10.8965405666305,10.64,2.3646204839135,-0.562118918153541,1.6094379124341,1.19392246847243,"2022_Wednesday"
"82","17AUG22_F02","2022","Wednesday","2022-08-17",291,25257.21,1,6,15,1,"no",0.00343642611683849,3.95926549290282e-05,0.000237555929574169,3.95926549290282e-05,0.02525721,0.21,0,3.09,1.24,0.21,-1.56064774826467,2,8.31445753509592e-06,-11.6975146867625,14.71,2.68852753461335,-1.56064774826467,1.12817109090965,0.215111379616945,"2022_Wednesday"
"83","17AUG22_F04","2022","Wednesday","2022-08-17",291,46396.12,1,5,12,1,"no",0.00343642611683849,2.1553526458678e-05,0.00010776763229339,2.1553526458678e-05,0.04639612,0.21,0,2.47,1.03,0.21,-1.56064774826467,2,4.52624055632238e-06,-12.305618862293,11.76,2.46470394247048,-1.56064774826467,0.904218150639886,0.0295588022415444,"2022_Wednesday"
"84","17AUG22_F05","2022","Wednesday","2022-08-17",291,22878.24,1,1,3,1,"no",0.00343642611683849,4.37096559875235e-05,4.37096559875235e-05,4.37096559875235e-05,0.02287824,0.21,0,0.62,0.21,0.21,-1.56064774826467,2,9.17902775737994e-06,-11.5985892677227,2.95,1.08180517035173,-1.56064774826467,-0.478035800943,-1.56064774826467,"2022_Wednesday"
"85","17AUG22_F06","2022","Wednesday","2022-08-17",291,34871,1,1,0,1,"no",0.00343642611683849,2.86771242579794e-05,2.86771242579794e-05,2.86771242579794e-05,0.034871,0.21,0,0,0.21,0.21,-1.56064774826467,2,6.02219609417568e-06,-12.0200585654698,0,-Inf,-1.56064774826467,-Inf,-1.56064774826467,"2022_Wednesday"
